"","c1_HuAgeGBsplitRnaseq_41....QGBObyPGBO__"
"1","AC003005.2"
"2","CAMSAP3"
"3","DEDD2"
"4","GPR88"
"5","LIN7B"
"6","LIPG"
"7","NDUFA3"
"8","NOSIP"
"9","PAFAH1B3"
"10","PDZD11"
"11","PNMA8A"
"12","PNMA8C"
"13","PPP2R1A"
"14","PRMT1"
"15","QPCTL"
"16","RPL18"
"17","RPS11"
"18","SAPCD2"
"19","SELENOW"
"20","SNRPD2"
"21","TMEM145"
