"","c1_HuAgeGBsplitRnaseq_163....PSVZbyQSVZ__"
"1","ADAMTS18"
"2","AMPH"
"3","C1orf216"
"4","CCDC177"
"5","CCNJL"
"6","CDH22"
"7","CDR2L"
"8","CNOT11"
"9","DLGAP3"
"10","EOMES"
"11","FAM72B"
"12","HOMER3"
"13","KIF26A"
"14","MPP3"
"15","NIF3L1"
"16","ORC2"
"17","OTX2"
"18","PARVA"
"19","PLEK2"
"20","PTPRR"
"21","RAPGEF4"
"22","RAPGEF6"
"23","RPS6KA6"
"24","SEL1L3"
"25","SFRP1"
"26","SLC13A4"
"27","SRGAP2C"
"28","SYT9"
"29","TPM4"
"30","TRIM72"
"31","ZNF334"
"32","ZNF436"
