"","c1_HuAgeGBsplitRnaseq_691....QGBCbyPGBC__"
"1","ABRAXAS1"
"2","AC005363.2"
"3","AC020604.1"
"4","AC105383.1"
"5","AHSA2P"
"6","AL133406.3"
"7","AL355987.5"
"8","AL359265.3"
"9","AMY2B"
"10","HLF"
"11","LINC00461"
"12","MAFK"
"13","MYO6"
"14","PAK6"
"15","RNPC3"
"16","SLC17A5"
"17","SOBP"
"18","WSB1"
