"","c1_HuAgeGBsplitRnaseq_95....TAPbyQNP__"
"1","ABRACL"
"2","AFDN"
"3","AGRN"
"4","AKAP17A"
"5","AMPD2"
"6","ARHGEF28"
"7","ASMTL"
"8","CDCA7"
"9","CUX2"
"10","EVPL"
"11","FAM118A"
"12","MMACHC"
"13","MMP15"
"14","PDIK1L"
"15","RBPJL"
"16","RIMBP2"
"17","SEMA3D"
"18","SH3KBP1"
"19","SLC6A18"
"20","TERT"
