"","c1_HuAgeGBsplitRnaseq_43....QGBCbyPGBC__"
"1","AC010883.1"
"2","ACTR5"
"3","AL035563.1"
"4","AL121890.2"
"5","AL121890.3"
"6","AL121890.4"
"7","AL662907.1"
"8","AMH"
"9","C20orf204"
"10","C7orf31"
"11","DDRGK1"
"12","FAM167B"
"13","HSD17B6"
"14","KIZ"
"15","LINC01126"
"16","LMF1"
"17","LZTS3"
"18","NRN1"
"19","SDCBP2"
"20","SIX2"
"21","SPATA25"
"22","SULF2"
"23","TBX6"
"24","TTLL4"
"25","UCN"
"26","UQCC1"
"27","UQCRHL"
"28","VN1R108P"
"29","ZNF337"
"30","ZNF337-AS1"
