"","c1_HuAgeGBsplitRnaseq_158....PGBCbyQGBC__"
"1","AATF"
"2","AC097358.2"
"3","ACACA"
"4","ACLY"
"5","AL133215.2"
"6","AMOTL1"
"7","AR"
"8","ARHGAP23"
"9","ASB16-AS1"
"10","BLMH"
"11","BRCA1"
"12","C1QL1"
"13","CDC27"
"14","CISD3"
"15","COA3"
"16","COPRS"
"17","COPZ2"
"18","CPD"
"19","DDX52"
"20","DHRS11"
"21","DHRS13"
"22","DHX8"
"23","DNAJC7"
"24","DUSP14"
"25","EFTUD2"
"26","ERAL1"
"27","G6PC3"
"28","GGNBP2"
"29","GOSR1"
"30","HS6ST1"
"31","HS6ST1P1"
"32","KIAA0100"
"33","KLHL11"
"34","KPNB1"
"35","KRT10"
"36","LINC02001"
"37","LSM12"
"38","MAP3K14"
"39","MRPL45"
"40","MYO19"
"41","NF1"
"42","NFE2L1"
"43","NKIRAS2"
"44","NLE1"
"45","NSRP1"
"46","NT5C3B"
"47","PEX12"
"48","PIP4K2B"
"49","PSMB3"
"50","PSMC3IP"
"51","PSMD11"
"52","PSMD3"
"53","PSME3"
"54","RPS15AP38"
"55","SARM1"
"56","SDF2"
"57","SLC25A39"
"58","SNF8"
"59","SNX11"
"60","STAT5A"
"61","SUPT6H"
"62","SUZ12"
"63","SYNRG"
"64","TAF15"
"65","TEFM"
"66","TMEM101"
"67","TUBG1"
"68","UBE2Z"
"69","UBR3"
"70","UTP6"
"71","VPS25"
"72","ZNF207"
"73","ZNHIT3"
