"","c1_HuAgeGBsplitRnaseq_1364....QGBCbyPGBC__"
"1","AC084211.1"
"2","AKNA"
"3","AMN"
"4","AZIN2"
"5","DOCK6"
"6","DUOX1"
"7","EFNB3"
"8","GDNF-AS1"
"9","GPR179"
"10","GRIP2"
"11","HCAR1"
"12","INPP5J"
"13","LARGE2"
"14","PRX"
"15","PSAT1P1"
"16","RIMBP2"
"17","RNF19B"
"18","RNU6-247P"
"19","SYT17"
"20","TJP3"
"21","TUBB8P7"
"22","WNT2B"
