"","c1_HuAgeGBsplitRnaseq_691....QGBObyPGBO__"
"1","AC020604.1"
"2","AL121652.1"
"3","AL137784.3"
"4","AL139274.2"
"5","AL355338.1"
"6","COMMD6"
"7","COQ3"
"8","COX6A1"
"9","COX7A2"
"10","CUTA"
"11","FAM229B"
"12","GRIA4"
"13","HMGN3"
"14","MARCKS"
"15","NDUFAF4"
"16","NEU1"
"17","RAP2A"
"18","RNY3P8"
"19","SNRNP25"
"20","SRSF12"
"21","STK24-AS1"
"22","SUB1P1"
