"","c1_HuAgeGBsplitRnaseq_214....NSCbyNPC__"
"1","AP1B1"
"2","ASCC2"
"3","BID"
"4","CABIN1"
"5","CDC45"
"6","CHEK2"
"7","COMT"
"8","CRKL"
"9","GNB1L"
"10","IL17RA"
"11","PES1"
"12","PITPNB"
"13","RANBP1"
"14","SF3A1"
"15","SLC12A7"
"16","SNAP29"
"17","TBC1D10A"
"18","TCN2"
"19","THOC5"
"20","TPST2"
"21","TXNRD2"
"22","ZNF280B"
