"","c1_HuAgeGBsplitRnaseq_18....PSVZbyQSVZ__"
"1","ARID5B"
"2","BICC1"
"3","CACNG5"
"4","COMMD2"
"5","DBH"
"6","DCLK3"
"7","FAM126A"
"8","GPC3"
"9","GPR161"
"10","MAP4K2"
"11","MPZL1"
"12","MROH2A"
"13","NFKBIZ"
"14","NT5DC1"
"15","ODF2L"
"16","PDK3"
"17","PLRG1"
"18","PTBP2"
"19","RAI14"
"20","RDH13"
"21","RNF2"
"22","SERINC2"
"23","SERTAD4"
"24","SGCD"
"25","SMIM1"
"26","SOX21"
"27","SPDYA"
"28","TNS3"
"29","UGGT1"
"30","VNN1"
