"","c1_HuAgeGBsplitRnaseq_158....QGBObyPGBO__"
"1","AC013553.4"
"2","ACACA"
"3","ACLY"
"4","BLMH"
"5","CDK5R1"
"6","CISD3"
"7","COPRS"
"8","DUSP14"
"9","FLOT2"
"10","HS6ST1P1"
"11","MRM1"
"12","MRPL10"
"13","MRPL45"
"14","NKIRAS2"
"15","NLE1"
"16","NT5C3B"
"17","PSMB3"
"18","PSMD3"
"19","RARA"
"20","RPS15AP38"
"21","SARM1"
"22","SLC25A39"
"23","SNX11"
"24","STAT5A"
"25","TMEM101"
"26","ZNHIT3"
