"","c1_HuAgeGBsplitRnaseq_331....NSCbyNPC__"
"1","CALR"
"2","CHST14"
"3","CYFIP1"
"4","DUT"
"5","EIF3J"
"6","FAM98B"
"7","GALK2"
"8","HSP90B1"
"9","HSPA5"
"10","HYOU1"
"11","INAFM2"
"12","ITPKA"
"13","LCMT2"
"14","MANF"
"15","MRPL44"
"16","MTMR10"
"17","NIPA2"
"18","PDIA3"
"19","PPP1R10"
"20","PRSS23"
"21","RNF26"
"22","RPAP1"
"23","RPUSD2"
"24","SNAP23"
"25","SORD"
"26","SPG11"
"27","TMOD3"
"28","TUBGCP4"
"29","VPS18"
"30","WDR76"
"31","ZNF106"
"32","ZSCAN29"
