"","c1_HuAgeGBsplitRnaseq_776....QGBCbyPGBC__"
"1","AC008875.1"
"2","AC011374.2"
"3","AGPAT2"
"4","C6orf48"
"5","CAMLG"
"6","GAS5"
"7","LETMD1"
"8","NOP53"
"9","PIDD1"
"10","RPL12"
"11","RPL13"
"12","RPL13A"
"13","RPL13AP5"
"14","RPL36"
"15","RPL37"
"16","RPL7A"
"17","RPS16"
"18","RPS19"
"19","RPS6"
"20","SEMA3B-AS1"
"21","SNHG8"
"22","U73166.1"
