"","c1_HuAgeGBsplitRnaseq_151....NSCbyNPC__"
"1","ANKRD52"
"2","ASB8"
"3","ATP5F1B"
"4","CHAC1"
"5","DNAJC14"
"6","GINS3"
"7","GXYLT1"
"8","HRK"
"9","IRAK4"
"10","LARP4"
"11","LIMA1"
"12","MARS"
"13","P2RY6"
"14","PAN2"
"15","PIP4K2C"
"16","PPHLN1"
"17","PUS7L"
"18","RBMS2"
"19","SENP1"
"20","SHMT2"
"21","SLC25A5"
"22","SLC4A8"
"23","SPRYD4"
"24","STAT6"
"25","TIMELESS"
"26","TMEM106C"
"27","TMEM229A"
"28","TRIB3"
"29","TWF1"
"30","XPOT"
