"","c1_HuAgeGBsplitRnaseq_44....TAPbyQNP__"
"1","APTX"
"2","BAG1"
"3","C9orf72"
"4","CAAP1"
"5","DCTN3"
"6","DMAC1"
"7","DNAJA1"
"8","DNAJB5"
"9","FAM214B"
"10","FAM219A"
"11","FBXO10"
"12","GLIPR2"
"13","IFT74"
"14","KDM4C"
"15","MYORG"
"16","NDUFB6"
"17","NFX1"
"18","NUDT2"
"19","PLAA"
"20","POLR1E"
"21","PUM3"
"22","RGP1"
"23","RNF38"
"24","SIGMAR1"
"25","SMU1"
"26","STOML2"
"27","TOPORS"
"28","UBAP2"
"29","WASF2"
"30","ZBTB5"
"31","ZCCHC7"
"32","ZDHHC21"
