"","c1_HuAgeGBsplitRnaseq_254....QGBObyPGBO__"
"1","AHCY"
"2","AL031008.1"
"3","AL121761.1"
"4","AL121890.2"
"5","C20orf196"
"6","C20orf27"
"7","C20orf96"
"8","DNMT3B"
"9","DTD1"
"10","DTNBP1"
"11","ESF1"
"12","KAT14"
"13","LINC00652"
"14","MRPS26"
"15","NXT1"
"16","PFDN4"
"17","TIGD3"
"18","TOP1"
"19","ZC3H11B"
"20","ZCCHC3"
