"","c1_HuAgeGBsplitRnaseq_360....QGBCbyPGBC__"
"1","ABCA13"
"2","AC026150.1"
"3","AC106782.5"
"4","AC239600.1"
"5","AL162725.2"
"6","AL391244.2"
"7","AL645608.1"
"8","AL645608.7"
"9","AL645940.1"
"10","ANKRD20A6P"
"11","AP002840.1"
"12","AP005436.2"
"13","ATOH1"
"14","C8G"
"15","CASKIN1"
"16","GOLGA8R"
"17","IL4"
"18","JPH4"
"19","LIF-AS1"
"20","LINC01397"
"21","LINC02569"
"22","OR7E25P"
"23","RN7SL198P"
"24","SEC1P"
"25","SKOR1"
"26","SSH1"
"27","UBL4B"
