"","c1_HuAgeGBsplitRnaseq_5....QSVZbyPSVZ__"
"1","ADAMTS20"
"2","ATP6V0E2"
"3","C17orf97"
"4","C4orf19"
"5","CLVS2"
"6","CRIP1"
"7","ELF5"
"8","IGF2BP3"
"9","IL15"
"10","IRGM"
"11","KDR"
"12","MBOAT1"
"13","NXT2"
"14","PHLDB2"
"15","PLLP"
"16","SEMA6D"
"17","SLC7A4"
"18","SNED1"
"19","SRI"
"20","TNFRSF18"
"21","TNFRSF1A"
"22","VPS13A"
