"","c1_HuAgeGBsplitRnaseq_294....QGBCbyPGBC__"
"1","A2M"
"2","ACAP1"
"3","AL136295.5"
"4","AL645929.1"
"5","ANO7L1"
"6","APOL2"
"7","BATF2"
"8","BST2"
"9","BTN3A1"
"10","CCDC194"
"11","CNR1"
"12","DDX60L"
"13","DHX58"
"14","HERC5"
"15","HLA-F-AS1"
"16","HLA-K"
"17","IFI27"
"18","IFITM2"
"19","ISG15"
"20","LCAT"
"21","LGALS9"
"22","MICF"
"23","NCOA4P2"
"24","PATL2"
"25","PPM1K"
"26","PPP1R2P1"
"27","SIGLEC1"
"28","SLC12A4"
"29","TRIM56"
"30","Z95114.3"
