"","c1_HuAgeGBsplitRnaseq_9....TAPbyQNP__"
"1","AGAP2"
"2","BICD1"
"3","CDK4"
"4","CREBL2"
"5","DERA"
"6","DRAM1"
"7","DUSP16"
"8","EPS8"
"9","FRMD4B"
"10","GMCL2"
"11","MAGOHB"
"12","NEDD1"
"13","NFYB"
"14","NUP37"
"15","PARPBP"
"16","PLD1"
"17","RPS26"
"18","SMOC2"
"19","STRAP"
"20","USP29"
"21","UTP20"
"22","VAX2"
