"","c1_HuAgeGBsplitRnaseq_215....PGBObyQGBO__"
"1","AL008582.1"
"2","AL022328.4"
"3","ASPHD1"
"4","C22orf46"
"5","CBX7"
"6","CNN2"
"7","CYP2D7"
"8","IGLV1-51"
"9","LINC00634"
"10","LMF2"
"11","MAFF"
"12","MAPK11"
"13","MGLL"
"14","NOXA1"
"15","NPTXR"
"16","PANX2"
"17","PER3"
"18","SAMD4A"
"19","Z97055.2"
