"","c1_HuAgeGBsplitRnaseq_49....NSCbyNPC__"
"1","ABCB7"
"2","COLGALT1"
"3","CSTF2"
"4","DKC1"
"5","DNMT1"
"6","FAM117B"
"7","FAM120C"
"8","FAM122B"
"9","FAM199X"
"10","FAM50A"
"11","HPRT1"
"12","IKBKG"
"13","ILF3"
"14","MED18"
"15","NONO"
"16","OPHN1"
"17","PHF6"
"18","PROS1"
"19","RAP2C"
"20","RLIM"
"21","TRMT2B"
"22","ZNF101"
"23","ZNF142"
