"","c1_HuAgeGBsplitRnaseq_63....QGBCbyPGBC__"
"1","AC004528.1"
"2","AC007920.2"
"3","AC010970.1"
"4","AC016717.3"
"5","AC023157.1"
"6","AC073517.1"
"7","AC107958.2"
"8","AC114928.1"
"9","AC134878.2"
"10","AF131216.2"
"11","AL078595.1"
"12","AL121950.1"
"13","CKS1BP6"
"14","DDR1-AS1"
"15","HNRNPA1P1"
"16","MT-TL1"
"17","MT-TM"
"18","MT-TQ"
"19","MT-TV"
"20","MTND4P35"
"21","PFN1P9"
"22","RN7SL190P"
"23","RN7SL353P"
"24","RN7SL644P"
"25","TEKT4P2"
"26","Z73417.1"
"27","ZNF90P3"
