"","c1_HuAgeGBsplitRnaseq_46....PGBObyQGBO__"
"1","AC008969.1"
"2","AC012313.5"
"3","AC026803.1"
"4","AF213884.3"
"5","AL118506.1"
"6","C19orf18"
"7","PGM2L1"
"8","PPM1N"
"9","ZNF160"
"10","ZNF304"
"11","ZNF530"
"12","ZNF542P"
"13","ZNF582-AS1"
"14","ZNF606"
"15","ZNF784"
"16","ZNF805"
"17","ZNF83"
