"","c1_HuAgeGBsplitRnaseq_61....PGBObyQGBO__"
"1","AC021739.3"
"2","AC107214.1"
"3","AC245140.3"
"4","AL450326.1"
"5","AP001107.9"
"6","B3GNT9"
"7","CCDC9B"
"8","CRYAB"
"9","CSF1"
"10","HOMER2"
"11","ICOSLG"
"12","IQGAP1"
"13","JAG1"
"14","LCMT2"
"15","LRRC57"
"16","MEF2A"
"17","MTMR10"
"18","PRSS23"
"19","RAD51-AS1"
"20","SLC12A6"
"21","SNAP23P1"
"22","SPOCD1"
