"","c1_HuAgeGBsplitRnaseq_16....PGBObyQGBO__"
"1","AC006058.2"
"2","AC008750.3"
"3","AC008785.1"
"4","AC010422.2"
"5","AC018845.3"
"6","AC037450.1"
"7","AC091042.1"
"8","AC092933.1"
"9","AC099066.3"
"10","AC136475.6"
"11","AL137798.1"
"12","AL139288.1"
"13","AL732618.1"
"14","HSD17B13"
"15","IFITM5"
"16","MCCD1P2"
"17","MIR3188"
"18","NGEF"
"19","PHKA1P1"
"20","PLEKHG4B"
"21","RN7SL265P"
"22","RPL12P8"
"23","RPL21P32"
"24","SPATA8"
