"","c1_HuAgeGBsplitRnaseq_1590....QGBObyPGBO__"
"1","AC007622.1"
"2","AC087623.3"
"3","AL353719.1"
"4","ALG1L9P"
"5","ARL3"
"6","ATP5MD"
"7","AVPI1"
"8","CUEDC2"
"9","FBXL15"
"10","FRAT1"
"11","GSTO1"
"12","HPS6"
"13","KCNIP2"
"14","KCNIP2-AS1"
"15","LDB1"
"16","MRPL43"
"17","NPM3"
"18","NUDT9P1"
"19","PCGF5"
"20","PGAM1"
"21","RCC1"
"22","SPSB4"
"23","UBL5"
