"","c1_HuAgeGBsplitRnaseq_215....NSCbyNPC__"
"1","C1QTNF6"
"2","CCDC134"
"3","CENPM"
"4","CERK"
"5","CRELD2"
"6","GGA1"
"7","GTSE1"
"8","H1F0"
"9","L3MBTL2"
"10","LMF2"
"11","MAPK11"
"12","MIEF1"
"13","NCAPH2"
"14","NPTXR"
"15","NUP50"
"16","PACSIN2"
"17","PKP4"
"18","PLXNB2"
"19","RANGAP1"
"20","RPS19BP1"
"21","SAMM50"
"22","SDF2L1"
"23","TAB1"
"24","TBC1D22A"
"25","TMEM184B"
"26","TOB2"
"27","TRABD"
"28","TSPO"
"29","TTLL12"
"30","TUBGCP6"
"31","XPNPEP3"
