"","c1_HuAgeGBsplitRnaseq_159....TAPbyQNP__"
"1","AASDH"
"2","BCAT1"
"3","CEP135"
"4","COL2A1"
"5","DDX54"
"6","ETNK1"
"7","EXOC1"
"8","FAM216A"
"9","IFT81"
"10","IQCD"
"11","KIAA1211"
"12","MARCKSL1"
"13","NOA1"
"14","OCIAD1"
"15","OSGEPL1"
"16","PAICS"
"17","POLR2B"
"18","PPAT"
"19","RAD9B"
"20","REST"
"21","RILPL2"
"22","RITA1"
"23","SGIP1"
"24","SLAIN2"
"25","SRP72"
"26","TSN"
"27","VPS29"
"28","YEATS4"
