"","c1_HuAgeGBsplitRnaseq_690....NSCbyNPC__"
"1","ADAT2"
"2","ARMT1"
"3","CAPZB"
"4","CD164"
"5","CDC42"
"6","CITED2"
"7","DYNLT1"
"8","FBXO30"
"9","FBXO5"
"10","HDDC2"
"11","KIF13B"
"12","MOSPD2"
"13","SF3B5"
"14","SFT2D1"
"15","SNX3"
"16","TAB2"
"17","TCP1"
"18","TFB1M"
"19","TMSB4X"
"20","ZDHHC14"
