"","c1_HuAgeGBsplitRnaseq_18....TAPbyQNP__"
"1","ADAM23"
"2","ALG6"
"3","AP1S2"
"4","CNKSR3"
"5","CNRIP1"
"6","DCAF6"
"7","FAM126A"
"8","HAS1"
"9","IYD"
"10","KIF21B"
"11","LGALSL"
"12","LGR5"
"13","MIR138-1"
"14","MKX"
"15","MTUS1"
"16","NT5DC1"
"17","ODF2L"
"18","OTUD3"
"19","PDK3"
"20","PKNOX2"
"21","PLAGL1"
"22","PTBP2"
"23","RDH13"
"24","RNF2"
"25","SARDH"
"26","SLC2A12"
"27","STRN"
"28","TIPRL"
"29","TNS3"
"30","TSPAN7"
"31","VAMP4"
"32","VNN1"
"33","ZNF365"
