"","c1_HuAgeGBsplitRnaseq_408....QGBCbyPGBC__"
"1","AC061992.1"
"2","AC110285.5"
"3","AC126283.2"
"4","AHRR"
"5","AL807752.1"
"6","AP003717.3"
"7","ARID3A"
"8","CACNA1H"
"9","CCDC154"
"10","CNTD1"
"11","CYP2W1"
"12","DUSP15"
"13","FAM213A"
"14","GALNT15"
"15","GPD1"
"16","GRIA2"
"17","HOTTIP"
"18","IGFALS"
"19","ITGA2B"
"20","MIR7-3HG"
"21","MSI1"
"22","NTN3"
"23","PTGER1"
"24","RNU6-2"
"25","RPS27P25"
"26","RSL24D1P6"
"27","RUNDC3A-AS1"
"28","SHC2"
"29","THA1P"
"30","ZBTB42"
