"","c1_HuAgeGBsplitRnaseq_79....QGBCbyPGBC__"
"1","AC008737.2"
"2","AC034105.2"
"3","AC092437.1"
"4","AC127496.2"
"5","AC127496.5"
"6","AC128709.3"
"7","AL162386.1"
"8","ARHGAP20"
"9","ASNSP3"
"10","CFAP58-AS1"
"11","EPN3"
"12","GNG7"
"13","GPR155"
"14","OBSCN"
"15","OBSCN-AS1"
"16","REM2"
"17","TMPRSS6"
"18","TNK1"
"19","TRAJ39"
