"","c1_HuAgeGBsplitRnaseq_214....QGBCbyPGBC__"
"1","AC004264.2"
"2","AC004471.1"
"3","AC004982.1"
"4","AC004982.2"
"5","AC006547.1"
"6","AC007663.3"
"7","AL359541.1"
"8","ANKRD24"
"9","ARVCF"
"10","EFNA3"
"11","GAS2L1"
"12","GNB1L"
"13","GSTT2B"
"14","MICAL3"
"15","OSBP2"
"16","PIK3IP1"
"17","TANGO2"
"18","TPST2"
"19","ZNF74"
