"","c1_HuAgeGBsplitRnaseq_212....PGBObyQGBO__"
"1","AC079807.1"
"2","AC093627.3"
"3","AP000223.1"
"4","AP000529.1"
"5","AXL"
"6","CEBPA"
"7","CITED4"
"8","FADD"
"9","FAM20C"
"10","FCHSD1"
"11","FTH1P8"
"12","HES4"
"13","HYI-AS1"
"14","KIFC2"
"15","LINC00235"
"16","PRR25"
"17","PTP4A2"
"18","RHBDF1"
"19","VPREB3"
"20","YPEL3"
