"","c1_HuAgeGBsplitRnaseq_189....NSCbyNPC__"
"1","ANXA11"
"2","B3GLCT"
"3","BORA"
"4","CAB39L"
"5","CENPJ"
"6","CKAP2"
"7","CRYL1"
"8","DNASE1L1"
"9","EDNRB"
"10","ELF1"
"11","EXOSC8"
"12","FNDC3A"
"13","GTF3A"
"14","HSPH1"
"15","ITM2B"
"16","KBTBD6"
"17","MTMR6"
"18","NHLRC3"
"19","NUFIP1"
"20","NUP58"
"21","RB1"
"22","RFC3"
"23","RNASEH2B"
"24","SETDB2"
"25","SLC25A15"
"26","SLC46A3"
"27","SPRY2"
"28","USPL1"
"29","WDFY2"
"30","WDR92"
