"","c1_HuAgeGBsplitRnaseq_360....QGBObyPGBO__"
"1","AC005005.4"
"2","AC007923.2"
"3","AC020558.3"
"4","AC068700.1"
"5","AC134878.1"
"6","AL355482.1"
"7","AL590004.2"
"8","AL591499.1"
"9","CHCHD2P3"
"10","CPE"
"11","CYP51A1P1"
"12","DPPA4"
"13","DUSP26"
"14","GAPDHP63"
"15","GOLGA8R"
"16","GPR12"
"17","HMX1"
"18","HSPE1P6"
"19","JADRR"
"20","KCNA3"
"21","LINC00352"
"22","MID1IP1"
"23","PKIA"
"24","PPIAP59"
"25","RNF112"
"26","RPL23AP48"
"27","TSPOAP1"
"28","ZNF648"
