"","c1_HuAgeGBsplitRnaseq_24....QNPbyTAP__"
"1","ALDH3A1"
"2","BTG1"
"3","CCNJL"
"4","CDC42EP1"
"5","CDR2L"
"6","CPT1A"
"7","ECE1"
"8","ELL"
"9","HOMER3"
"10","HUNK"
"11","KCNC3"
"12","KHNYN"
"13","LRCH1"
"14","MRGPRF"
"15","MYH14"
"16","NFKBIE"
"17","P2RX4"
"18","P4HA3"
"19","PARVA"
"20","PIP5K1B"
"21","PRKCB"
"22","PRRG4"
"23","RAPGEF6"
"24","RBFOX3"
"25","SCN1B"
"26","SLC36A1"
"27","SLC3A1"
"28","SLC8A2"
"29","SLC9A3R2"
"30","SLIT3"
"31","TPM4"
"32","UBASH3B"
"33","UBE3A"
