"","c1_HuAgeGBsplitRnaseq_456....QGBCbyPGBC__"
"1","AC055713.1"
"2","AC069209.1"
"3","AC145422.1"
"4","ADGRL1"
"5","BCL7A"
"6","CLIP1"
"7","DTX1"
"8","FBRSL1"
"9","FBXW8"
"10","GOLGA3"
"11","MAPKAPK5-AS1"
"12","MLXIP"
"13","P2RX7"
"14","RNU12-2P"
"15","RNU6-1004P"
"16","SCARB1"
"17","SFSWAP"
"18","TSSK3"
"19","ULK1"
"20","ZNF891"
