"","c1_HuAgeGBsplitRnaseq_175....QGBObyPGBO__"
"1","AC008121.2"
"2","AC011458.1"
"3","ACKR3"
"4","AL009181.1"
"5","GFRA3"
"6","LINC01778"
"7","MAGEE1"
"8","MT1XP1"
"9","OPRD1"
"10","OR10G3"
"11","PKP3"
"12","RN7SL825P"
"13","RNF165"
"14","RPL23AP43"
"15","SLC2A4"
"16","SRSF10P1"
"17","TMEM47"
"18","TPT1P4"
"19","TRAV30"
