"","c1_HuAgeGBsplitRnaseq_43....QNPbyTAP__"
"1","ARFGAP1"
"2","BCL2L1"
"3","BLCAP"
"4","C7orf31"
"5","CENPB"
"6","CHMP4B"
"7","DSTN"
"8","EDEM2"
"9","GAP43"
"10","LMF1"
"11","MAVS"
"12","MOCS3"
"13","NOG"
"14","PLCG1"
"15","PRNP"
"16","PYGB"
"17","RAB22A"
"18","RBCK1"
"19","RETSAT"
"20","RTF2"
"21","SCAND1"
"22","SERINC3"
"23","SPON1"
"24","TBX6"
"25","TTPAL"
"26","UCKL1"
