"","c1_HuAgeGBsplitRnaseq_228....NPCbyNSC__"
"1","AFF4"
"2","ANKRA2"
"3","ATG12"
"4","BRD8"
"5","CCDC112"
"6","CEP120"
"7","CETN3"
"8","CPEB4"
"9","CREBRF"
"10","CYFIP2"
"11","DNAJC18"
"12","FAH"
"13","IGIP"
"14","LNPEP"
"15","MATR3"
"16","NECTIN3"
"17","PPIP5K2"
"18","PROB1"
"19","PURA"
"20","SLC25A46"
"21","SPATA24"
"22","STEAP2"
"23","THEM5"
"24","TMEM161B"
"25","TTC1"
