"","c1_HuAgeGBsplitRnaseq_1614....NSCbyNPC__"
"1","ABRAXAS1"
"2","ARHGEF3"
"3","ARPC5"
"4","CAP1"
"5","EIF4G2"
"6","ERI2"
"7","GPR180"
"8","IPO5"
"9","LRRC40"
"10","MAFK"
"11","MCUR1"
"12","NABP1"
"13","NDUFAF4"
"14","PPWD1"
"15","RAP2A"
"16","SLITRK1"
"17","SNRNP40"
"18","TEX30"
"19","TPP2"
"20","TSC22D2"
"21","TUBE1"
