"","c1_HuAgeGBsplitRnaseq_964....NSCbyNPC__"
"1","ABCE1"
"2","AFF1"
"3","CENPC"
"4","CNOT6L"
"5","DCK"
"6","EXOSC9"
"7","FAM13A"
"8","G3BP2"
"9","H2AFZ"
"10","HMGN2"
"11","HNRNPD"
"12","JADE1"
"13","LARP7"
"14","LIN54"
"15","LSM6"
"16","MANBA"
"17","METAP1"
"18","NAA15"
"19","NFKB1"
"20","OTUD4"
"21","PTPN18"
"22","RAP1GDS1"
"23","UBA6"
"24","USP38"
"25","UTP3"
