"","c1_HuAgeGBsplitRnaseq_55....QGBObyPGBO__"
"1","AC021016.2"
"2","AGER"
"3","AL589987.1"
"4","ANAPC15"
"5","BOLA2B"
"6","ELOB"
"7","FLYWCH2"
"8","HCFC1R1"
"9","HMOX2"
"10","KDM8"
"11","MAZ"
"12","MCRIP2"
"13","MSRB1"
"14","NDUFAB1"
"15","NSMCE1"
"16","NTHL1"
"17","NUDT16L1"
"18","POLR3K"
"19","RABEP2"
"20","SGF29"
"21","TFAP4"
"22","TRAP1"
"23","UQCRC2"
"24","VN1R20P"
"25","ZNF48"
