"","c1_HuAgeGBsplitRnaseq_50....QGBObyPGBO__"
"1","APRT"
"2","CES2"
"3","CIAPIN1"
"4","CMC2"
"5","COX4I1"
"6","DUS2"
"7","FAM96B"
"8","GOT2"
"9","KARS"
"10","NCAN"
"11","NDRG4"
"12","NOB1"
"13","NOL3"
"14","NUP93"
"15","NUTF2"
"16","PARD6A"
"17","PDP2"
"18","SMG1P7"
"19","SYPL1P2"
"20","TANGO6"
"21","TRAPPC2L"
"22","ZNRF1"
