"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","AR_CHEA","26/1095",0.0153304307623739,1,0,0,1.57246968459887,6.56964544841665,"EHF;LDLRAD3;PRDM11;CHRDL1;PHF21A;TMEM220;ALKBH3;SCUBE2;ZBED5;SBF2;SH3BGR;MAP3K5;PDHX;ARL14EP;SPAG6;SLC35C1;PRMT3;BBOX1;NAV2;ABTB2;EXT2;PPFIBP2;EHD4;PSMA1;ST5;TOX",26
