"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","Proteasome_Homo sapiens_hsa03050","3/44",0.0286336610290644,1,0,0,4.5153521974714,16.0438243264817,"PSMC3;PSMA1;PSMD13",3
