"","PGBC_SRR5196886","PGBC_SRR5196887","PGBC_SRR5196888","PGBC_SRR5196889","PGBC_SRR5196890","PGBC_SRR5196891","PGBC_SRR5196892","PGBC_SRR5196893","PGBC_SRR5196898","QGBC_SRR5196894","QGBC_SRR5196895","QGBC_SRR5196896","QGBC_SRR5196897","QGBC_SRR5196899","QGBC_SRR5196900"
"A2M",6.30940473288419,5.79993248786248,6.30828226482422,5.83350205994019,0.10762456720084,0.479231384886632,6.37920470786249,5.51569357479804,5.6191545458476,5.95511177118005,6.92543952459197,5.37407008071152,6.10862147189487,6.83783587590039,3.34844609280109
"A4GALT",0.247188530728795,0.664324000600274,1.25899552479559,1.42155864227076,2.39871450845649,1.70603312621738,0.438535753468837,0.801074152233563,0.445407119163327,1.07930504003223,1.35402421867746,1.19126520383494,1.16492755115134,1.42316477891752,0.663457706885048
"AAAS",4.909981079248,4.64070633758884,4.66069656633344,4.35026177652992,5.12422714212186,4.50811545785897,5.15697933049668,4.87950004809549,5.17237480440234,5.39316672207817,5.00618788385139,5.81267381116384,5.4215085266835,5.11903612521999,4.87171329316569
"AACS",2.59755417831524,1.63471593897831,2.87077198997961,2.89479823118034,2.3772566042374,2.93064248864174,2.67631597499948,1.83805911475582,3.08005465998721,2.37199409815824,1.68830454639539,2.61693323701184,1.77166873157912,2.59606672084314,3.33885814506713
"AADAT",4.07953176640342,2.89674408875395,3.64004489682682,3.47733424763903,3.09758429104903,2.80985542778365,4.04598762206768,2.89005314490091,3.88664451024515,3.87860847761323,3.21931518580154,4.02287490481164,2.42943662613502,3.75861564336395,3.33109405044787
"AAED1",3.12733718527695,2.96547423093809,3.95921703136638,3.98301415591891,3.27026145152929,3.65060960565911,2.65802438078246,2.89329360776414,3.14926528486082,2.35060068189411,2.65283279392793,2.41850863102137,2.86027105991602,2.92674964880678,3.28888116263511
"AAGAB",4.36970281489737,3.30099013832523,4.03015227177897,4.05545194782437,3.65092987924948,4.11042245630068,4.19068484260144,3.38083493985168,4.06983828986306,3.33109978201418,2.86002813522737,3.02772733168499,2.72675418978677,3.302376779435,3.56802679049144
"AAK1",2.1421287132928,1.64290639609333,2.34498417077203,2.35101111828312,2.39496215064719,2.74585027143095,2.16674199467649,1.80292483256689,2.6306252941771,1.66009984821814,1.49279216172526,1.58587691711346,1.24402151448071,2.25837055356025,2.74917625200117
"AAMDC",0.378030780558325,0.158145093820483,1.22716871840982,0.959845489064168,0.317465273010853,0.520029418239226,0.379988140042325,0.165798569172422,0.359165273359299,0.653446192094247,0.255781198675284,1.07861209852245,0.338514939148316,0.655351792316643,0.474816092521421
"AAMP",7.00955753352776,6.1609313400076,7.78627759139258,7.89762463363609,7.52106067933846,6.94008455802167,7.01827619493869,6.3795634292328,7.28225639685993,6.6824892875481,5.92186734185873,6.70519651491704,6.45232723266655,6.66303290741353,7.39252176519911
"AAR2",3.80304926565584,3.22956087903564,4.06717896222183,3.94614578728929,4.29129138765858,3.94961843815018,3.86187931478308,3.46948047588145,3.94993109293825,3.6021280118482,3.11331863730918,3.53499942104983,3.21322564131179,3.67820238174281,3.67412724083344
"AARS",6.01720626569645,5.32001260183806,6.3719561385803,6.4449910159777,6.73819051313536,6.75732895325058,6.19960840694536,5.62373090303573,6.38487788379023,6.7358644375484,5.75453706636336,6.19575456026592,5.8802658794222,5.91861325772606,7.76694107328699
"AASDH",2.74777761954809,1.83232139769802,2.72467634605319,2.78073525430147,2.55947540199185,2.90409569182766,2.59101651078073,1.6337844466128,2.6230237378605,2.62447034291585,1.66720337957055,2.54107760156953,1.38131042499545,2.43379862486804,2.23336575033423
"AASDHPPT",2.58112084922457,1.53065751298689,2.75813363006242,2.5057334580091,1.26748884768751,2.62239639340718,2.58570919141556,1.64638165260821,2.54884368879501,2.04006244611864,1.41089602488596,2.27550025776419,1.37353232876374,2.17781582130014,2.02403479343536
"AASS",4.16551089375412,3.94822988114588,3.52939422803928,3.23214891126224,2.4226151416795,2.95400249103546,4.32623598158168,3.99343589860592,4.34184743938027,4.43035501798572,3.95010652687116,4.75617945097371,3.8837060160481,4.15025928075588,4.00809042708332
"AATBC",0.351862441110894,0.676160897270911,1.59404133864524,1.18444076792787,0.926924200483466,0.496919185023088,0.521043110468785,0.903229875843417,0.600968715580624,0.805360413719467,1.06896383431895,0.998030885230527,1.10450706261333,1.2375512581234,0.977229955220288
"AATF",2.97302314263015,2.34864040433353,3.59341212397859,3.52711095541136,2.99652022773028,2.39177550732632,2.96545785293011,2.53474603978375,3.12717005407702,2.30111271392708,1.88078350919721,2.44750328439608,2.23620537475632,2.63261868400526,2.7779617803675
"AATK",0.789724557548066,0.532273223097001,1.51287848776598,1.06448484586136,0.196732591469132,0.0935185312569134,0.68458527317871,0.537814379601167,1.05343645813118,1.29927512270745,0.720328917885415,1.28515284835105,1.01327728679989,1.32026786411903,1.25463338617865
"ABAT",0.707194969982487,0.241481675961776,2.17029310849884,1.64266817274059,0.150269082158156,0.226132591498479,0.756458589879201,0.226545550544668,0.83604096784681,0.561690068757443,0.339208948980527,0.688284299555252,0.296137827751326,0.844276498079879,0.735178464482543
"ABCA1",0.752535409704738,1.76801326979799,1.89780091605387,1.94743654871581,3.1351051686041,2.02837770616562,0.576196159570931,1.57218887705379,1.45436844495019,0.626073571508329,1.10106144611208,1.65470299443818,3.58996317513393,0.87771439187927,1.39184221521091
"ABCA13",0.811546942855379,0.125813323351916,2.58110536201721,2.26676039054445,0.468265963735828,0.110246102539381,0.685238826266143,0.0892311237110913,0.792853035144509,1.69542881771495,0.508033558966182,2.04562160556012,0.330717334212517,1.58972069472363,3.00453530313939
"ABCA2",6.00337352193266,5.74833984321446,6.71461109068337,6.63301474447797,5.59816238682483,5.48428845683254,6.44618282536997,6.28706091620664,6.75848006358296,6.5861527938328,6.16682118731919,6.55689880681075,5.88929445541939,7.02950229042938,6.94964199404255
"ABCA3",3.08627886659996,2.41442345390462,3.65888660217422,3.56621847736619,2.26299249011219,2.15845784421372,3.42811710257043,2.89607593661743,4.07896011284764,4.17750908240734,3.25722473493649,4.1559261679081,3.70694666774355,4.0237685212926,4.02014599397287
"ABCA5",2.64239925703311,2.07963347199438,3.72018490190966,3.27097970337353,1.60342607850661,1.73176115256065,2.36471756000066,1.76293590722247,2.85238057222234,2.6492476761208,2.24325831597926,3.47302138872731,2.35179408375368,3.50392780798997,2.46049536279429
"ABCA7",2.49314972909698,2.51796318588975,4.429562154863,4.26520712684221,2.54650541980755,2.02142358563841,2.97480082102643,2.76133227789257,3.23297483477015,3.54227101865934,3.33726381506417,3.8419484118161,3.22722191110323,4.00727771165223,3.95847238328128
"ABCA8",1.49191893371884,2.96754240329697,1.53778435113451,2.3951974049448,0.462076819349118,0.110311603370753,1.4934885391578,2.94476241326799,1.72973009511382,1.02087370352359,3.06352008892379,0.946751893665019,2.64698884463121,1.80641278368592,1.27100731087002
"ABCB1",1.53822697303754,0.362921829676833,0.0079718186027217,0,0.00136146109715474,0.056670257575468,1.49402039109552,0.443974541219936,1.65864842907451,1.17791463847832,0.415098362096123,0.622086577328688,0.291764269275638,1.17615723807236,0.915408017725286
"ABCB10",3.16191216512224,2.64910314809803,4.33313677607843,4.42492950234536,2.28777197405673,3.20000453271792,2.84738626161819,2.54095691337367,3.26856346626168,2.25936078299383,2.31395240133396,2.30997429197427,1.99517271223565,2.64720983410157,3.13846669067568
"ABCB4",0.981602697517986,0.349885661133664,0.145028427109958,0.0571894517519575,0.0913587181184527,0.296545984967873,0.723214402049622,0.151270899367761,0.757609270116722,1.80357336432376,0.377531190944973,1.50544507637865,0.34162624606704,0.999873690348013,0.905123137717265
"ABCB7",2.07139800415123,2.04653242815252,2.8247498330987,2.87219155447726,1.50824789701457,1.82026742215119,1.97729526675318,1.89820342956413,2.11554055659507,1.71452293474588,1.79209325976391,1.93838163010763,1.97299120731625,1.8323194122824,1.96278630972475
"ABCB8",4.73649578414337,4.49902613489322,4.71999968607697,4.57921294214535,4.97413023414817,4.04543843978092,5.28449331760121,5.03123744244133,5.24838204398336,4.29053497107864,4.27234817254111,4.09417142975854,3.58136526594969,4.67836816013999,4.51404732424192
"ABCB9",2.58458808216598,1.94999092276819,2.64707965520952,2.11271940809033,1.76991562218035,0.899176334032411,2.57018894106534,2.29437941788436,2.65580622320842,2.18607055151658,2.09333638379699,2.07211207556358,1.91983629803119,2.38810916696793,2.24362338157389
"ABCC1",1.62396600031001,0.775842228643424,3.72611655131944,3.70803712125279,2.17424473756046,3.02705580454466,1.93297675762395,1.17053310476595,2.01507969266522,1.75186986501642,1.02063067174831,1.57157483961269,0.981039151120513,1.62331989941419,2.66408009585081
"ABCC10",3.34919258261624,2.48626641616944,3.95648513460696,3.74507859869669,3.04492155107073,4.56700325614689,3.67115082998486,3.06817423393067,3.94065433846762,3.11999739437897,2.58502317086434,3.50381207092874,2.6659650304891,3.69330653710654,3.7524276769933
"ABCC2",0.158908194598767,1.34087721227208,2.75100049207127,1.66433257468654,2.36613546116971,0.147311878916073,0.179135811799923,1.27407671597698,0.157223049679,0.290861371146757,1.57430014586727,0.246206723856834,1.13869866909808,0.180322521084413,0.989368322167024
"ABCC3",4.63731128879665,2.13491970476938,5.49998266946121,5.84343350769476,3.35831594160316,4.70682526186635,4.63352826625795,2.63091848698832,4.85003112105109,4.76182419026342,3.66024187022932,5.232931125361,3.17211517824685,5.31519787065209,4.62144548761414
"ABCC4",1.1212874629514,1.37151099148762,1.82283667490022,1.80148876709293,1.86457249809174,2.66973025584395,1.00547354509122,1.36522820749153,1.29639630016601,0.496290710557442,1.2370828684008,0.835800579876381,1.28210302134585,0.799824441588141,0.802915282900925
