"","NPCbyNSC","AveExpr","F","P.Value","adj.P.Val"
"Prrt1",3.06377991565101,4.01787934504318,37.8858145695022,0.000144384678923515,0.00443680761159022
"Gm13391",-1.29065892865757,0.657586134062282,37.8091483741279,0.000145506399891492,0.00446145007667298
"Glud1",1.39050210402976,4.88433784912807,37.6674041448526,0.00014760831764736,0.00451597289363666
"Ypel2",1.89831862108229,2.37969761750007,37.4996339567738,0.000150144065524539,0.00457443281369686
"Emx1",1.97426694809611,3.93542937805608,37.4976141867863,0.000150174914247951,0.00457443281369686
"Tmem212",1.84906351903831,1.02208489737637,37.461776567285,0.000150723558965679,0.00458114242076295
"Rsph9",1.76758219132456,3.99775950021082,37.4061334004229,0.000151580245986605,0.00459716524295461
"Fam213a",1.24311647555758,6.18494664170187,37.38077136242,0.000151972684869151,0.00459773693620221
"Tspan7",1.66658582918754,7.62306251278319,37.3623679601758,0.000152258222674032,0.00459773693620221
"Fam43a",-3.03653507800217,3.23914399038631,37.2663234395002,0.000153759024849707,0.00463302841399194
"Plekhb1",2.06953923649023,5.10044276011373,37.2156613444712,0.000154557918144703,0.00464706361214817
"Stard8",-2.35046772694461,2.54113209479465,37.1575465881822,0.000155480554099357,0.004660080111244
"Cmklr1",-2.13542306143388,1.36367008504421,37.135096922166,0.000155838758736561,0.004660080111244
"Timd4",-3.16598555133317,2.20731785057566,37.1254536779368,0.000155992933262917,0.004660080111244
"Tppp3",3.0368307503454,5.09628551701616,36.9194116498369,0.000159331827958666,0.00473410949528038
"Cnrip1",1.30701919988051,3.77278491675737,36.9104212276623,0.000159479484436752,0.00473410949528038
"AI467606",-3.71622268299414,3.92158577226656,36.909840348171,0.000159489030376445,0.00473410949528038
"Nts",2.28105801942746,1.53895831984232,36.8564982293676,0.000160368600720521,0.00475011114363479
"Hist1h4h",4.19170523585925,5.34839769958952,36.7968162307156,0.000161359708900286,0.00475306140471324
"Prox1os",1.61521372122553,2.4563176796,36.7883574069253,0.000161500781786491,0.00475306140471324
"Clvs1",1.23606584113577,0.817308406541661,36.7657277332124,0.00016187892798343,0.00475306140471324
"Klf2",-3.62087374169732,5.04755236307813,36.7568784121914,0.000162027094448519,0.00475306140471324
"Irgm2",-2.49701309315996,2.2555088340104,36.7482519218013,0.000162171688670597,0.00475306140471324
"Kpna2",-2.15383397100657,7.53340522298158,36.7124029703958,0.000162774258792103,0.00475617025648119
"Cdc20",-2.09802565793758,5.88001443111265,36.7014087980689,0.000162959600214896,0.00475617025648119
"Cyhr1",1.28894499976539,5.12960097536048,36.5061874153651,0.000166293784303473,0.00484334986392014
"Fpr1",-4.20644608103771,4.49830267484623,36.4544238699905,0.000167191720839383,0.00485935770297964
"Emid1",1.26352906628033,0.862283071349363,36.4071144043651,0.000168017551532877,0.00487227654395526
"Abhd3",1.63153017995035,2.24038681490377,36.3015276072262,0.00016987861677552,0.00487227654395526
"Gm38843",-4.38637808561872,4.34127585187032,36.2865847827252,0.000170144017210261,0.00487227654395526
"Klf10",-1.83733892058153,5.86313029871159,36.2614885819345,0.000170590887170712,0.00487227654395526
"Plk1",-2.66155620161354,5.6570545460777,36.2562179734237,0.000170684918257061,0.00487227654395526
"Gstp1",1.51172681195992,8.80176866708266,36.2330793466055,0.000171098472449967,0.00487227654395526
"Ppp1r16b",2.24201189152397,2.79103009756185,36.2277977840607,0.000171193039889381,0.00487227654395526
"Nfkbid",-3.34869175677257,3.46627072190132,36.2134696725735,0.000171449907698711,0.00487227654395526
"Kif14",-1.75066945038629,1.66654695030226,36.1960511657091,0.000171762809839992,0.00487227654395526
"Gm28652",2.22504689829508,1.31598466136582,36.1955529576915,0.000171771769741189,0.00487227654395526
"Gm17750",1.99992029598283,4.01499892066514,36.1936212552332,0.000171806515346586,0.00487227654395526
"Palmd",1.63906837956837,1.26571646323061,36.1773653793986,0.000172099249042009,0.00487227654395526
"Cyp27a1",-2.07992674815267,2.31947374162854,36.1730891477862,0.000172176355542251,0.00487227654395526
"Gm13007",-1.3319190856506,0.665959542825299,36.1321837802068,0.000172916062907191,0.0048761605074576
"Snx5",-1.98141132149395,6.18994896968131,36.1268583865515,0.000173012647924272,0.0048761605074576
"Ccl12",-3.58832564055755,7.73312723243344,36.0506080211806,0.000174402793867792,0.00490543019606768
"Tlr13",-3.97462968396459,2.80742323828076,36.0064526846232,0.000175214011839637,0.00491456703772431
"Rhcg",1.6692602846371,1.05550714699411,35.9839379671905,0.000175629415375745,0.00491456703772431
"Sgk2",1.94894111179905,1.13285080750919,35.975551378401,0.00017578445644215,0.00491456703772431
"Serpinb8",-2.8121864516537,2.73009734572399,35.9319219204945,0.00017659371363464,0.0049272062436762
"Plek",-2.96870777265204,2.63780871222459,35.9131714938344,0.000176942894995468,0.0049272062436762
"Col1a2",2.48777774305962,2.07935027260209,35.8671088380611,0.000177804269687021,0.00494132941514668
"Marveld1",-2.40681264153257,2.23557558283444,35.7990039460115,0.000179087193445131,0.00496708834145731
"Vldlr",1.82123074567842,1.27404402949176,35.7728776939672,0.000179582329842921,0.00496836185231821
"Fahd2a",1.40695853290876,4.62296456431285,35.759033841121,0.000179845368462526,0.00496836185231821
"Orm2",-1.76764069104547,0.883820345522735,35.7079155068953,0.000180820702335013,0.00497605631492898
"Pls1",1.69192698545444,1.23816687092105,35.6916952822146,0.000181131525671946,0.00497605631492898
"Cyp4f15",2.124885205634,1.67512575252074,35.6884424698834,0.000181193936490855,0.00497605631492898
"Gm10184",-1.70406937017356,2.55097616725686,35.6537309452056,0.000181861567217992,0.00498457902604755
"Ccl9",-3.20881884456862,2.90625016835658,35.5990223142275,0.00018291989636702,0.00500375583179666
"Gm47232",2.44794375573438,1.22397187786719,35.563059607408,0.000183619667383379,0.00501306845335718
"Lilra5",-3.53232323874435,3.0778668658903,35.4698531067777,0.000185448501770733,0.005047316767572
"Gm18445",-2.75815613459305,1.75455889292974,35.4283546132422,0.000186269875754014,0.005047316767572
"Myo1f",-2.72039463413461,1.95664068861528,35.4245812598681,0.000186344780297419,0.005047316767572
"Pgbd5",1.48906809377093,2.03911077562086,35.4082507394958,0.000186669378542909,0.005047316767572
"Fez1",1.57902191318407,5.60422412300678,35.4075628888395,0.000186683065878228,0.005047316767572
"Apobec1",-2.44277226044028,2.28698418025493,35.2543045929527,0.000189763356630364,0.00512067425212805
"Gm6682",-1.51926505458447,4.23785384527837,35.2112228009935,0.000190640343471519,0.00513440816944239
"Ccdc74a",2.06399605585299,1.84288378921194,35.1847598204747,0.00019118147488063,0.00513906118701284
"Gm32391",2.56441162887959,1.55606847126652,35.0636375638411,0.000193682214435996,0.00519627033383957
"Gm14719",2.27188181999424,1.13594090999712,35.0439744306004,0.000194091929367069,0.00519726776698652
"Bmp2",-2.94626343061255,3.00170934994466,34.9524930827505,0.000196012007370272,0.00522866751334964
"Hmgcs2",1.61845694051145,2.27952941400361,34.9475148448819,0.000196117155074601,0.00522866751334964
"Nipal4",2.17207906931623,1.35575603417243,34.9346632515262,0.000196388916708136,0.00522866751334964
"Car4",3.2416195708911,3.59703175778691,34.7621898234367,0.000200080731558068,0.00531681197326972
"Blvrb",-1.80082215033296,5.53699329408794,34.6513225351351,0.000202498433462641,0.00536275445866729
"Gm28438",1.59803283964292,0.79901641982146,34.6476819590657,0.000202578424465462,0.00536275445866729
"Klhl6",-2.4916006146648,1.99499703934234,34.5918723459662,0.000203809497685309,0.00537919261944467
"Cdk1",-1.93186426454377,6.01753253300146,34.5828884011262,0.000204008518226135,0.00537919261944467
"Uhrf1",-1.9712975480209,6.2510513863114,34.5582424941702,0.00020455571088565,0.00537919261944467
"Mgl2",-4.52585256621902,5.21638469377402,34.5498842321199,0.000204741687400554,0.00537919261944467
"Cer1",-2.62517357674626,2.43918469900311,34.5096139722555,0.000205640611273484,0.00539265445089545
"Crybb1",-2.55815307593404,2.0783976136807,34.360680292567,0.000209007101825063,0.00547065305358621
"Clmn",1.47796690194489,1.13683300192552,34.3280366228629,0.000209753904803795,0.00547991896239279
"Slc14a1",2.1298113668099,4.02979965285901,34.291923995063,0.00021058385064701,0.00548700648433476
"Ascl1",-1.65090303371854,8.24166650588812,34.2820355603609,0.0002108118038566,0.00548700648433476
"Lipa",-2.07640592686965,4.28208158476256,34.1320301218342,0.000214306867223492,0.00556758864922707
"Acsl3",1.58246882206297,3.69405659172723,34.0295838443769,0.000216734338794861,0.00562018728722511
"Lyve1",-4.912593705606,5.64678000672547,33.9769598573221,0.000217994257719663,0.00564237085240634
"Tbxas1",-1.82554134203824,1.14130267032022,33.9315876483748,0.00021908770779747,0.00566017150274538
"B4galt1",-1.87045159455631,3.544562556846,33.8826284085314,0.000220275090817242,0.00568032863584351
"Grap",-2.59706398439439,2.74593855139472,33.8425412768247,0.000221253131179207,0.00569502293926406
"Aatk",1.64366227300459,1.26382004788561,33.8176797501077,0.000221862351481786,0.0056956029011669
"Helt",-3.62223675400595,2.54664780390532,33.8037038765754,0.000222205719090651,0.0056956029011669
"Ucp2",-2.07653644799126,7.50649400500856,33.7814016893539,0.000222754991313005,0.0056956029011669
"Ptpn6",-3.44487667675251,2.98888730805884,33.7751728587133,0.000222908693573015,0.0056956029011669
"Gm20083",2.43830708458272,3.22077756978495,33.6821019763178,0.000225220730867987,0.00574415798233872
"Npl",-2.33879197307035,3.29306648015782,33.643806722724,0.000226180507494683,0.00575810996361008
"Spi1",-1.81198405298579,1.18364717672066,33.5750375809997,0.000227916548224843,0.00579173727556426
"1810032O08Rik",2.20355209677007,2.6905528929427,33.4708459099744,0.000230577779172126,0.0058388009408736
"Aoah",-1.96946536106454,1.08479889530119,33.4635501208394,0.000230765537083867,0.0058388009408736
"Man2b1",-3.27471531151626,5.37874971266762,33.4412953510662,0.000231339415044161,0.0058388009408736
"Gm10790",-1.43165719801912,0.959997719840868,33.4372976445412,0.000231442686567493,0.0058388009408736
"Adam23",1.1979572801748,1.22505329579779,33.4024949798164,0.000232344104480012,0.00584539013790145
"Hes1",1.62412925548474,5.36396536892132,33.3936120598605,0.000232574862685215,0.00584539013790145
"Ccl8",-4.98386834460291,4.69596549265877,33.3718812018008,0.000233140556656588,0.00584539013790145
"Gm47571",2.23866209937388,1.68288215088153,33.3627080916042,0.000233379851394962,0.00584539013790145
"Nanos1",3.85119427105953,4.0996114266234,33.3351419631417,0.000234100755080653,0.0058529384124197
"Epsti1",-1.9310585707671,1.24641332870102,33.288457738778,0.000235327814991191,0.0058586341066588
"Rbm47",-2.28416669822863,1.44228630401021,33.2591550471823,0.000236102008534317,0.0058586341066588
"Ctsh",-2.79034333268191,5.24337700128036,33.2583941649606,0.000236122152671843,0.0058586341066588
"Ndrg1",2.22924745626032,1.61861953621444,33.2572798870817,0.000236151656627375,0.0058586341066588
"Wnt8b",1.75451822931186,1.13054617194027,33.2377886603878,0.000236668472632481,0.0058586341066588
"Dcx",2.25674819626899,3.13916173157461,33.2265084120673,0.000236968200015161,0.0058586341066588
"Cks2",-1.46585098553788,7.67260035616789,33.2065907423432,0.000237498559629865,0.0058586341066588
"Cenpl",-1.60195256256482,4.36703022922362,33.1962647318887,0.000237774084297354,0.0058586341066588
"Snap91",1.12476998279554,0.727882461881647,33.1724475699935,0.000238411070722318,0.0058586341066588
"Xlr",-2.39080470478002,1.86677424082658,33.1649209804115,0.000238612799403271,0.0058586341066588
"Celf3",2.458903107886,2.53523130246905,33.152433557769,0.000238947946863226,0.0058586341066588
"Prdx6",1.65610891733689,9.1956046316574,33.1220638019391,0.000239765425605851,0.00586061035863545
"Srsf12",1.72098154773,1.33834407168313,33.1148323821622,0.000239960578373326,0.00586061035863545
"Ttyh1",1.49992823774501,1.61626505323635,33.1026859771663,0.000240288805471972,0.00586061035863545
"Gm45605",1.48686343164014,0.834140765125013,33.0274230563603,0.000242334814654247,0.00590019720635497
"Srgn",-2.35984731780139,4.14101834215913,32.9390150250485,0.000244765286017275,0.0059405659451566
"Cenpu",-1.27659465130724,2.2401648588787,32.9361521234219,0.000244844485589925,0.0059405659451566
"Pla2g15",-3.84694517144178,4.55204614372649,32.8261910794617,0.000247910170905365,0.00600450485121659
"Cldn11",3.83989177725081,5.84350697026353,32.7758859837854,0.000249328210213382,0.00602067732874925
"Rrm1",-1.46705726670549,6.40450473521115,32.7641994367938,0.000249659049743752,0.00602067732874925
"Milr1",-2.42988644426252,2.23170105417243,32.7566671840001,0.000249872566364118,0.00602067732874925
"Gm5086",-2.32594404700493,1.89685487361652,32.7225314504332,0.000250842998130482,0.00602157172482856
"Casp1",-3.36365726770988,2.73543813738732,32.7187337852805,0.000250951243452094,0.00602157172482856
"Gm38079",-4.51995432506785,3.55584174293248,32.7084762630616,0.000251243898790126,0.00602157172482856
"Alox5",-2.23478671598025,1.4644281462409,32.6947497070058,0.000251636177734575,0.00602157172482856
"Slc9a3r2",2.12951263355191,1.97215483853009,32.5597635210557,0.000255533761051154,0.00610436900757646
"Olfml2b",2.10410247692036,1.43458117634101,32.4544321769789,0.000258626149078863,0.00615917145759115
"Rai2",1.13628900251899,0.573417092209586,32.4445771745279,0.00025891779982942,0.00615917145759115
"Gsn",1.76032151404492,4.82011069754689,32.436663317194,0.000259152293427425,0.00615917145759115
"Cdk5r1",1.59788556981454,6.25152982993648,32.3715022468818,0.000261092911245635,0.00619474014419704
"Aspa",2.60778318779841,3.4598719866478,32.3547067920413,0.000261595971372578,0.00619613819459904
"Ppp1r18",-1.84058045881892,3.66795558003002,32.3388827100829,0.000262071015100851,0.00619686903673216
"Rtn1",1.55981614613072,3.16212836443634,32.2515107260024,0.000264712908573881,0.00624874752540477
"Tagln3",2.2183683535386,6.80339640625638,32.2293808274493,0.000265387187932168,0.00625408219398932
"Clec12a",-2.50078825974347,1.91052271312048,32.2085458312291,0.000266023921658261,0.00625670812468724
"Aurka",-1.72465409346222,5.26532754181165,32.1964128018514,0.00026639557207829,0.00625670812468724
"Pcgf1",1.39925005666719,4.95641986505939,32.0972327759089,0.000269457371157826,0.00631798283197113
"Aurkb",-1.83765295316145,6.94876262168218,31.8387557613892,0.000277640139062188,0.00649890455219919
"Unc5b",1.55097826886924,1.19996405273279,31.8243434447851,0.000278105226697937,0.00649890455219919
"Vav1",-2.66477456378952,1.75776802766797,31.6985587188052,0.000282204783488383,0.00657639650287347
"Cdkn3",-1.71946452472786,4.3706926854653,31.6937155075567,0.000282364096137998,0.00657639650287347
"Spc24",-1.81925791805685,6.30722358885684,31.5497611054615,0.000287149644650531,0.00667472399540638
"Nxph4",2.28455455800474,1.22249875317872,31.5380653870858,0.000287542765481989,0.00667472399540638
"Dnajb1",-1.74953698114544,6.41263713077429,31.5080316145113,0.000288555272811483,0.00667970356195922
"Osm",-3.34397861950656,2.20839089098388,31.5033090033477,0.000288714876916451,0.00667970356195922
"Tgfb1",-1.65427807257853,1.1305279442109,31.4568366622017,0.000290291181390836,0.00670505342977409
"Enpep",1.41088983695166,0.717639061571268,31.4364817021225,0.000290984898910944,0.00670996747885386
"Tgfbr2",-2.00377202023993,1.95391848383155,31.2452724794658,0.000297600879769659,0.00685120441199093
"Nuak1",1.27990362720191,1.5463262459655,31.2138350277001,0.000298706070073295,0.00686035126666386
"Akr1c13",-1.99621885403163,1.40149147399587,31.2027877210465,0.000299095624735938,0.00686035126666386
"Tlr5",-2.73710066092078,1.81535176187047,31.1920901061263,0.000299473437129832,0.00686035126666386
"Myrf",2.22985148210476,2.01089483714789,31.1425502330104,0.000301230641342591,0.00688929291372212
"Jup",1.27628930112467,2.4286897116305,31.1104579577173,0.000302375661935718,0.00690416179977938
"Msr1",-2.60398055716923,1.85629324435581,31.0311829435483,0.000305226871994174,0.0069578759659979
"Porcn",2.4232112350489,3.81297337576257,30.9778711304986,0.000307162677453069,0.00698861201051048
"Mro",1.62034115224892,4.4498032810561,30.9665117423006,0.000307577075080886,0.00698861201051048
"Ccrl2",-3.15596607613578,5.60573652234805,30.8507360327409,0.000311839649579088,0.00707394301020789
"Slc39a12",1.40424288306652,1.58200217542795,30.8123570247637,0.000313268494876115,0.00709481943509201
"Il6ra",-1.50427749426608,1.1995278639716,30.7658232073967,0.000315011633027319,0.00712273467157882
"Sema4a",-2.19718967452069,3.66882849425163,30.6697387261485,0.000318648378461104,0.00719330667946741
"Cit",-1.57742343172539,2.17173112534084,30.6230736162286,0.000320433034610149,0.00722190834547042
"Trim14",-1.25873634161462,0.780177077983428,30.5741449613146,0.000322317324116515,0.00725265965927339
"Lgals9",-2.42146544325978,4.06624489961187,30.5598043026407,0.000322872147357457,0.00725344497227678
"Slain1",1.58673586137313,2.12887562539335,30.479932391878,0.000325983626278593,0.00730300182251102
"Pole",-1.63727296336617,2.31033099989156,30.4734581553259,0.000326237429383039,0.00730300182251102
"Cd80",-2.21630838497269,1.54979969592001,30.4533115603733,0.000327028754740968,0.00730300182251102
"Mpp3",1.65167303920094,2.15955085232024,30.4496717586148,0.000327171968967772,0.00730300182251102
"Batf",-1.56654129663176,0.884891041677048,30.4362038867665,0.000327702548841425,0.00730316015796601
"Serpini1",1.56113991892742,1.45755920993004,30.4012714216047,0.000329083630026604,0.00732224198166053
"Ermn",3.97284832036196,5.64221927437111,30.3463237030274,0.000331270377199191,0.00735150665186028
"Fam107a",2.59869547691652,4.59618951052989,30.3417603797785,0.000331452776433239,0.00735150665186028
"Rassf3",-1.640975650972,1.67907270759534,30.2691861186397,0.000334370097926825,0.00740408720426627
"Vtn",3.99446117271986,8.86695883073787,30.25645965938,0.000334884884660026,0.00740408720426627
"Lrpap1",1.1091312640427,7.80501156556287,30.2413274880358,0.000335498237197455,0.00740454246347376
"Gm13710",-1.93613363545514,1.13662963879075,30.2297855998678,0.00033596698296745,0.00740454246347376
"Stk19-ps1",-1.52449004983782,0.881675665285249,30.1391220436689,0.000339676888671402,0.00747449885466046
"Fam167b",-3.17798247711208,3.0732928297551,30.1019550677132,0.000341212124361957,0.0074964572393286
"1700017B05Rik",-1.45543060869462,3.66218579925877,30.0560619324434,0.000343119462483243,0.0075265088382134
"Tnfrsf11a",-2.00129874225113,1.31726061708162,30.0130780283676,0.000344917658873821,0.00755407575973104
"Mgat1",-1.74895340580574,4.66921761547262,29.9765456550194,0.000346454973785609,0.00757585162897027
"Slc9a9",-1.76304862205271,1.40939635360357,29.9091872867488,0.000349311372535807,0.00762635830711588
"Plxnd1",-2.22515441049491,1.74700619097842,29.853527328505,0.000351693315259887,0.00765816290910397
"Fam46a",-3.10272565215832,3.7926014421726,29.846417422033,0.000351999000796652,0.00765816290910397
"Acat3",1.4179207806887,1.64778945968776,29.8246221602545,0.000352938087942306,0.00765816290910397
"Zfp811",2.38662242121445,2.63998064298728,29.8085539663755,0.00035363236520492,0.00765816290910397
"Hlx",-2.42856419683277,1.43246096867463,29.8074359959966,0.000353680732410887,0.00765816290910397
"Smpdl3a",1.38070193973683,4.20447401226094,29.7958548475413,0.000354182245801371,0.00765816290910397
"Ska1",-1.64365716305894,4.14494574109445,29.785977642155,0.000354610654381848,0.00765816290910397
"Efna1",2.1273448701982,2.94187448658742,29.7134283355585,0.000357776752102753,0.00771459577833927
"Cxadr",1.9029202354752,1.65278068528682,29.665025171063,0.000359908219160771,0.00774806121776568
"Pilrb1",-1.71385360696589,0.96397610797518,29.6530142044277,0.000360439519054543,0.00774806121776568
"Snap47",1.17657002093951,4.98010624954797,29.639895070549,0.000361020928177218,0.00774861995230826
"Cebpa",-1.63807992464041,3.98191527842593,29.6156783815851,0.000362097152575846,0.00775978091487807
"Islr",2.1712415904489,2.12378324041739,29.5191126509735,0.000366427648591642,0.00784054006978835
"Rpl13-ps6",-1.3100095275013,0.655004763750648,29.4613058099205,0.000369050135874023,0.00788456117240199
"Ndp",1.5816669666736,4.02746631961171,29.3819767069134,0.000372686257633963,0.00795007030619484
"Ntng2",1.35682111995468,1.44246858181984,29.3317253918628,0.000375012114770034,0.00798747177581182
"Myt1l",1.42739652928208,0.82161511014753,29.294848994169,0.00037673015321606,0.00801183287731288
"D330045A20Rik",-1.18279963873042,0.892395498476901,29.2509493396584,0.00037878789259462,0.00804333316527783
"Tmem59l",2.6138534003507,6.06602166347876,29.1693860147107,0.000382647470654183,0.00811090293744608
"Cpm",1.87950944999577,1.74803016369151,29.1487341736578,0.000383632290825576,0.00811090293744608
"Ifi204",-2.32182794492356,1.74998104427557,29.1444077689944,0.000383838993442718,0.00811090293744608
"Traf1",1.70759353575883,1.14086022055602,29.1348623707968,0.000384295523019988,0.00811090293744608
"Pik3r6",-1.1995224254617,0.798002073277491,29.1070602873592,0.000385628985076117,0.0081267522217476
"Gjb6",2.32871304919238,5.32705010963544,29.0896210605599,0.000386468288198586,0.00813215548817267
"Rpl38-ps1",1.74132064227642,2.70901508888219,29.0119092953402,0.00039023545466132,0.0081990584758736
"Slc12a2",1.41287144501021,3.13294770228885,28.904866945007,0.000395497836837866,0.00829712830334597
"Cxcl14",1.75009520478591,3.0242073357668,28.8743773377385,0.00039701251793663,0.00830078202021426
"Tekt2",2.51714577938351,2.13835335415301,28.8722182701641,0.000397120044559091,0.00830078202021426
"Ndc80",-1.72291225830725,3.31428747157988,28.8654573282495,0.000397456984409944,0.00830078202021426
"Pim1",-1.53363986719114,7.08132437960727,28.8388130424061,0.000398788223665669,0.00831613528902803
"Snx8",-2.29367734261735,2.48401230790792,28.8122107229988,0.000400122778224115,0.0083315117597084
"Ankrd13b",1.13859404305235,1.02214721475691,28.795995967866,0.000400938885130295,0.0083360631690801
"Snhg5",1.69000157713633,7.65073289648618,28.7284625454384,0.000404359762476453,0.00839040920337873
"Gstt1",1.88410126823474,3.44520773697444,28.7206929290268,0.000404755601309862,0.00839040920337873
"Gm9844",1.52959369441047,7.9583451029962,28.6967326352279,0.000405979277105913,0.00840328916157952
"Tnfrsf13b",-2.23743353454335,1.54792029544331,28.6637939331195,0.000407668839544407,0.00842575997108743
"Mycl",1.81845942542679,4.26010322201757,28.6307833847878,0.000409370671844418,0.00844841751908501
"Ncaph",-1.8320314662077,4.53029145101269,28.5035869266848,0.000416009480452294,0.00857274484754794
"Pon3",-1.69291523793385,2.23932271648575,28.4557578512274,0.000418539659641102,0.00861216340951772
"Gm8995",-2.97966522913761,2.68806944829247,28.3953977515169,0.00042175949572009,0.00862704808967027
"Sntn",1.27675293417569,0.770616377059625,28.3943343433835,0.000421816491373661,0.00862704808967027
"Ccdc92",1.17468306836647,1.11171737623069,28.3897681117463,0.000422061334875586,0.00862704808967027
"Dnmt1",-1.56551663050612,4.05299041372322,28.3887823607788,0.000422114213984468,0.00862704808967027
"Sgol2a",-1.19482167950964,2.12228815083416,28.3842966372414,0.000422354945541165,0.00862704808967027
"Prune2",-1.58322214657118,1.62731514565792,28.3582608888189,0.000423755484909271,0.00864300112568601
"Sgsm2",1.09843246057192,1.37714472289628,28.3449619911451,0.000424473050287383,0.00864499784607195
"Rgs5",3.48038867333092,4.81972796718727,28.3180856991821,0.000425927722880404,0.00866197909898617
"Degs1",1.56988031299438,7.27577309823697,28.2556123479325,0.000429332564894403,0.00871851326468969
"Frat1",2.78982354190195,5.17701177900263,28.2246847312928,0.000431030386020589,0.00874026877234482
"Mtr",-1.43497111949084,2.2123795237177,28.1900451440205,0.000432941683982514,0.00876628364766336
"Ccdc190",2.08260169954241,3.56629681764818,28.127116667638,0.000436440304022399,0.00882431692958911
"Ticam2",-1.88932677095846,1.41574466472315,28.0598192129172,0.000440219939649447,0.00888785582930455
"Tmem35a",2.12151195069476,3.63928594864907,28.034241791518,0.000441666877684399,0.00890418296325875
"Pbk",-1.59106351338914,7.42854255213685,28.0111350983102,0.000442979018737583,0.00890575878124505
"Pmp22",-1.61584080957984,5.14568177963117,28.0103838025111,0.000443021761463986,0.00890575878124505
"Rassf2",-1.45452471790361,4.47784972350485,27.9798983284716,0.000444760379026612,0.00891782041366184
"Sc5d",1.31336931507471,5.87256116570636,27.9774525614199,0.000444900222773181,0.00891782041366184
"CT025533.1",1.54263986597854,0.771319932989271,27.9626439802125,0.000445748088643951,0.00892199653467972
"Ctsa",-1.89709674898479,8.96012067155839,27.8541992084368,0.00045201734168675,0.00903451852990236
"Rasa4",-2.32658393863847,1.471135949063,27.8327195621902,0.000453271782819174,0.00904663038928512
"Hdac11",2.09922171878594,3.1981971533415,27.7920699403499,0.000455657383006523,0.00908077982686531
"Gpr85",1.97775491284158,5.22523687482083,27.7814251257326,0.000456284614624943,0.00908077982686531
"Trim30c",-1.70329203810797,0.985808037083494,27.7541421195998,0.000457897029532179,0.0090998881182385
"Gm11747",1.83885773629703,1.4650204782245,27.7202144962302,0.00045991181449657,0.00912692706122567
"Gusb",-1.33715125362075,5.33674037925521,27.7074155350781,0.000460674677361414,0.00912908014754132
"Samd9l",-1.76773014977176,1.62158797762553,27.6715908745869,0.000462818147259825,0.00915428628457761
"Fam102b",-1.98357685315852,1.65613055178121,27.6642479677909,0.000463258986231223,0.00915428628457761
"Col1a1",2.44204994852232,2.34383558042221,27.5937785392393,0.000467515759626436,0.00921588026017541
"Gm15280",2.42831040055019,1.70140617055302,27.5813987524697,0.000468268475937776,0.00921588026017541
"Trim25",-1.50233228871411,2.82230108179194,27.5799319255112,0.000468357759620412,0.00921588026017541
"Mapk1ip1",1.33104970098227,3.98017416826962,27.5308639366589,0.000471356422049117,0.00925767849112853
"Pbxip1",1.51984759777634,4.0859077861913,27.5201930647897,0.000472011631857388,0.00925767849112853
"Tlr6",-2.72746957010725,2.32096433500638,27.5021621705457,0.000473121278123701,0.00925767849112853
"Spc25",-1.63306042708181,6.26176847057102,27.5019181470564,0.000473136317409121,0.00925767849112853
"Fbll1",2.86180937194785,1.43090468597392,27.4880169249111,0.0004739940170034,0.00926147133223311
"Them4",1.61532334397058,4.57428636106636,27.4026978234893,0.00047929978034436,0.00934156607284055
"Map1lc3a",1.32417861802154,6.41046099798955,27.3799139575594,0.000480728846068263,0.00934156607284055
"Gpm6a",1.99283411100444,6.08927642989404,27.3795517113727,0.000480751608938587,0.00934156607284055
"Uchl1",1.6980548979785,5.55170860007927,27.3792337652684,0.000480771589154864,0.00934156607284055
"Tppp",2.20271389614899,3.87803675649696,27.2989265543434,0.000485850713866682,0.00942712560383044
"Mdc1",-2.00554338496346,3.4098764704206,27.2303214813649,0.000490241479919832,0.00949910956439108
"Ifitm1",3.69036859793099,4.23678988797053,27.2141517929078,0.000491283366433233,0.00950609465341197
"Tmsb10",1.61316670168623,10.5710126843888,27.17101318522,0.000494076184590792,0.00954689314574258
"Sh3rf3",1.12845309137492,0.632114462215268,27.1602498527497,0.00049477601570594,0.00954719252436178
"Zer1",1.04872689697148,2.74105326309249,27.1172362630578,0.000497584817710332,0.00958812954679121
"P2rx4",-2.99148585646033,3.56816582336227,27.0932988965818,0.000499156333416501,0.00960514483792221
"Hprt",-1.25868720937927,5.38135503052269,27.0625235304883,0.000501185648967559,0.00963091045281875
"Trim30a",-2.28342119443675,1.69477961431962,27.0235350198397,0.000503770961136809,0.009667274661375
"Higd1b",4.76633033427661,4.97911779636521,26.9965217647698,0.000505571712336656,0.00968850406429765
"Ttll7",1.45221913568057,1.04314242974256,26.9707106387565,0.000507299644872292,0.00970138647831096
"Nrn1",1.60474920901679,4.34448817517297,26.9657176421094,0.000507634730783958,0.00970138647831096
"Insc",1.62084682139186,1.09154874884158,26.809441044979,0.000518260007901541,0.00989089653930835
"Trip13",-1.96738835846032,1.92054897721305,26.7838798761803,0.000520023552762425,0.00991099533413742
"Nupr1",2.07296943858769,4.63719318818897,26.7622054498568,0.0005215246590747,0.00991428259349898
"Xkr7",1.12576950996804,0.6357495406418,26.760869809565,0.000521617333784549,0.00991428259349898
"Plxnb3",2.23589210140434,1.69852686456211,26.6995487226198,0.000525893805615737,0.00998196528183013
"Galr1",2.77714848225744,1.43564067361623,26.6650549440587,0.000528318104627265,0.0100143558120312
