"","Glioblastoma_cancer_stem_cell"
"ATG16L1",3.34325321260768
"ATG3",3.94502459555722
"ATG5",1.29663348811551
"ATIC",3.57804663349462
"ATL2",3.19039975971414
"ATL3",3.43216607602196
"ATP10D",2.36781529620673
"ATP11C",1.55251692642797
"ATP13A2",0.987280817166809
"ATP1A2",0.523881437045843
"ATP1B1",4.00070458579278
"ATP1B3",4.65349059573622
"ATP2C1",3.26208553847018
"ATP5F1A",7.88051401462308
"ATP5F1AP2",0.46614771149074
"ATP5F1E",7.76764199481083
"ATP5F1EP2",0.263221049501873
"ATP5IF1",5.31617567555314
"ATP5MC1P4",2.47732237567382
"ATP5MC2P1",0.510604579532593
"ATP5MD",6.10818584218241
"ATP5ME",6.16130827980042
"ATP5MFP5",1.22005355722035
"ATP5MG",3.92111851186585
"ATP5PB",7.21030149465865
"ATP5PBP5",0.953235875645991
"ATP5PF",4.52622885120975
"ATP6AP1",7.92524761388356
"ATP6AP2",5.71286665130763
"ATP6V0B",7.58398353152253
"ATP6V0D1",3.59810165225583
"ATP6V0E1",4.18127213654579
"ATP6V1A",4.00771325462579
"ATP6V1B2",5.4802866914758
"ATP6V1C1",3.98717478897931
"ATP6V1D",3.56616401716024
"ATP6V1E1",4.89502783596049
"ATP6V1E2",0.727034633276339
"ATP6V1G1",6.56382552603305
"ATP6V1H",2.06622265625138
"ATRAID",7.07758043862606
"ATRIP",2.92477935231505
"ATRN",2.97307894998014
"ATRX",2.52630567830991
"ATXN10",2.71906375760203
"ATXN2-AS",1.12759556679312
"AUNIP",1.12403953474687
"AUP1",7.61897018878189
"AURKA",3.53041949274075
"AURKAIP1",8.15730351262461
"AURKB",4.77486625583098
"AVEN",0.411715798755014
"AVPI1",2.6139227043794
"AXL",4.30291811520786
"AZI2",3.25023708113554
"AZIN1",4.77014185083989
"B2M",10.0836453940153
"B3GALNT1",0.971287245945079
"B3GALT4",0.888449278936249
"B3GALT6",6.63152464649473
"B3GLCT",1.40220738981982
"B3GNT10",2.75158611848856
"B3GNT9",5.61593846069037
"B3GNTL1",0.841341090503584
"B4GALNT1",4.26457308780575
"B4GALT1",3.89424619567672
"B4GALT2",4.9808430870427
"B4GALT4",2.74785884306506
"B4GALT7",4.72901998187025
"BACH1",1.10157359237389
"BAG1",3.37342662856508
"BAG2",3.31623487871603
"BAG4",2.7504457662122
"BAG6",7.09749786912041
"BANF1",8.27750317648409
"BARD1",2.30454209446175
"BASP1",0.726379863943679
"BAZ1A",2.63553786325243
"BBIP1",3.84959447963938
"BBS12",2.34411751661672
"BCAN",3.56023431592378
"BCAP29",4.92141749216285
"BCAP31",5.77660729564833
"BCAR3",1.24054981984412
"BCAS2",5.36685790113748
"BCCIP",3.64309591425337
"BCKDHB",1.03687676247005
"BCKDK",5.39456306982914
"BCL10",4.37188754594439
"BCL2L12",4.10896953189143
"BCLAF1",5.39425046235325
"BCS1L",5.32283771325248
"BEGAIN",1.61748286500149
"BEND3",1.34833092015692
"BEND3P1",0.750450889795278
"BEND6",0.898024844028324
"BFAR",4.06646516738168
"BGN",0.935309737140145
"BHLHB9",1.98897848847789
"BICC1",0.458123873113048
"BICDL1",0.446049146196154
"BIN1",1.02820822226661
"BIRC2",3.95737977590118
"BIRC3",1.433458993709
"BIRC5",5.13310453305656
"BLCAP",3.61884413223275
"BLM",1.76084053475865
"BLMH",2.81149209487824
"BLOC1S4",5.38646330183138
"BLZF1",4.14140635835745
"BMI1",5.08301432362081
"BMP1",3.87238485393914
"BMP2",0.38954504315658
"BMP7",0.753100690344968
"BMPR1A",1.85113392669703
"BMPR2",2.28775971418001
"BMS1",3.75467277505069
"BMT2",1.54644381272621
"BNIP1",2.87400081384079
"BNIP2",2.56085754028399
"BNIP3",4.90980547051025
"BNIP3L",3.41947351364893
"BOK",1.04610623766459
"BOLA2B",2.22173570858151
"BOLA3",3.42499398723836
"BOLA3-AS1",4.34346264970612
"BOP1",3.70537168976608
"BORA",2.55309774645514
"BPNT1",3.42937443503985
"BRCA1",2.20289948532956
"BRCA2",1.75333013780352
"BRD7",3.14675903617352
"BRD8",4.28469791290197
"BRI3BP",3.1017296023993
"BRIP1",1.27740588117527
"BRIX1",4.98153689729737
"BRK1",6.30329284686061
"BRMS1",4.35093586033654
"BRMS1L",1.7765627636214
"BROX",4.8073101460307
"BRPF3",3.60041526140959
"BST1",0.532131485139458
"BTBD10",2.74113026088463
"BTBD10P1",0.319178431876019
"BTC",1.20031812012899
"BTD",1.29584424181071
"BTF3L4",4.27167641262207
"BTF3P4",0.853542429612228
"BTF3P5",0.585268762824804
"BTF3P9",0.651959297862606
"BTG3",5.13130643508297
"BTN2A1",4.49949045209947
"BTN2A2",3.98609052696671
"BTN2A3P",2.82119532843405
"BTN3A2",4.51783406953164
"BUB1",3.54573355351912
"BUB1B",2.37259087134095
"BUB3",6.32199610907559
"BUD13",3.04518662840927
"BX293535.1",0.658716323809148
"BX323046.1",0.549280393659799
"BX323845.3",0.432033798516845
"BYSL",4.03395098391333
"BZW1",6.81391269116355
"C10orf88",3.20254597903592
"C11orf24",4.4017219018834
"C11orf58",3.24863447775587
"C11orf70",0.810099146793178
"C12orf4",3.22186339956742
"C12orf43",3.41326156938635
"C12orf57",6.67139840176315
"C12orf71",0.407224410990131
"C12orf75",1.42939897720484
"C14orf132",2.19519215851214
"C16orf72",4.18093610598877
"C16orf91",5.82843467138463
"C17orf51",0.843004941264587
"C17orf53",2.39579170279765
"C17orf58",4.57675850084921
"C17orf80",3.70152549539322
"C17orf82",0.879091280070856
"C18orf21",4.02871415496664
"C18orf54",2.56034979975722
"C19orf24",5.90818582211335
"C19orf48",5.29421396708672
"C19orf53",6.87307794090398
"C1D",1.83511070364601
"C1GALT1",2.50709201357461
"C1GALT1C1",5.80089603332928
"C1GALT1P1",0.999164985920229
"C1QBP",5.8797995586126
"C1QL3",0.66772289658258
"C1QTNF1",0.909862461296378
"C1QTNF2",0.713680218774502
"C1R",6.22335234545535
"C1RL-AS1",3.01540145004615
"C1S",2.3145897766806
"C1orf109",4.50028245867857
"C1orf112",1.04326163479692
"C1orf122",6.57536740342674
"C1orf131",3.78363078377757
"C1orf216",5.78559557986854
"C1orf35",5.53820627675314
"C1orf43",7.35191603486031
"C1orf53",2.35908517953733
"C1orf56",3.87222681032347
"C1orf74",3.34057485396499
"C21orf58",3.16554871966903
"C21orf91",0.432224899629181
"C2CD5",2.79738155156709
"C3",0.776265279741959
"C3AR1",2.15567619925597
"C3orf38",3.78183655292232
"C3orf52",0.674387572999244
"C3orf58",2.37341436555749
"C3orf70",1.4967106248558
"C3orf80",1.32547416772649
"C4orf3",6.0959852692678
"C4orf46",4.70597707932043
"C4orf48",1.54407998569011
"C5orf15",6.36790923607603
"C5orf24",6.30679899176652
"C5orf30",3.16487734966055
"C5orf51",5.6363084401349
"C5orf63",0.373492563409981
"C6orf106",2.87184399297657
"C6orf118",0.293787532421779
"C6orf120",6.05299960431714
"C6orf141",1.80532468216272
"C6orf203",2.69022287616538
"C6orf226",5.05722967064594
"C6orf62",6.98979353090321
"C7orf43",4.77292444758423
"C7orf50",2.71202175212756
"C8orf31",0.60451193501185
"C8orf33",7.27786975779861
"C8orf59",5.06658601089569
"C8orf76",1.58123690924113
"C8orf82",4.37846141953309
"C8orf88",1.3036826760743
"C9orf116",2.11974166134323
"C9orf3",0.921101683641824
"C9orf40",4.77437950987543
"C9orf64",0.716997090558686
"CA13",1.22859936898449
"CA2",1.78052565818564
"CA8",0.3110694762545
"CA9",0.874512827747252
"CAAP1",2.90912398648769
"CAB39",2.78173810187074
"CACNG4",1.85891405352339
"CACNG8",0.690095369062545
"CACYBP",5.88955334468858
"CACYBPP2",0.314063378274694
"CADM3",0.374545764083441
"CALD1",4.28604211368781
"CALM3",6.06544060335175
"CALR",9.98223546627377
"CALU",8.11039660757588
"CAMP",0.692061023070344
"CAMSAP2",3.7979421599055
"CAND1",5.42622060989465
"CANT1",5.3161579822692
"CANX",7.6656027091142
"CAP1",5.28825678020926
"CAP2",1.95488435708409
"CAPG",1.57240475774937
"CAPRIN1",5.91450242795442
"CAPZA1",5.70028321658824
"CAPZA2",3.97044947668898
"CAPZB",3.35541744406771
"CARD6",0.68451427365737
"CARS2",2.70072192799962
"CASP1",2.52369597550214
"CASP2",5.05999915714959
"CASP3",4.68872930929583
"CASP4",2.4865920223983
"CASP6",3.52218851483952
"CASP7",4.12613905711791
"CASP8",2.87164493137871
"CASP8AP2",3.41532514785614
"CAT",3.95764363480088
"CAV1",6.10378607899273
"CAV2",1.49236802676707
"CAVIN1",7.82821680135032
"CAVIN2",1.53438045007234
"CAVIN3",4.38391172256888
"CAVIN4",1.58089153131272
"CBFB",3.48156936918674
"CBLN3",0.820882923018527
"CBLN4",2.61189593347865
"CBX1",5.01579045382282
"CBX1P4",0.730128250221815
"CBX2",4.15957537063514
"CBX3",7.97302638264743
"CBX4",5.93658382190487
"CBX5",5.85418254061319
"CC2D1B",4.25987861785339
"CC2D2A",1.0554648271454
"CCAR1",3.97432829122259
"CCAR2",5.8897676707051
"CCDC102B",0.97791826179767
"CCDC106",4.07979148862172
"CCDC107",2.99467846846718
"CCDC117",4.21384547837333
"CCDC12",2.03687624688288
"CCDC127",3.86629465773323
"CCDC137",5.69815972056539
"CCDC138",1.21359950493018
"CCDC15",0.682404726605447
"CCDC150",0.730285764721375
"CCDC157",0.750257174065232
"CCDC160",0.421930586197675
"CCDC163",2.4632009942705
"CCDC167",2.89288778697964
"CCDC173",1.02658543599214
"CCDC177",0.692807093565034
"CCDC18",1.92214840865271
"CCDC188",2.68325132543028
"CCDC189",1.3854745369577
"CCDC22",3.41951902865202
"CCDC28A",3.31226827872195
"CCDC34",2.84492761189016
"CCDC47",4.6100896961299
"CCDC50",4.27789118125365
"CCDC51",4.20794093602089
"CCDC58",2.77256124544788
"CCDC59",1.54424471162801
"CCDC6",2.45790052762406
"CCDC70",0.627155155755295
"CCDC71",4.89320118529151
"CCDC74A",2.90868209980997
"CCDC74B",2.94461461842246
"CCDC8",1.08340876546439
"CCDC80",1.57141740234645
"CCDC82",3.90493731707044
"CCDC85B",6.6629452096294
"CCDC87",1.23075511186875
"CCDC89",2.29719751456557
"CCHCR1",4.58758502560645
"CCL2",3.20219682803763
"CCL7",0.555682611309506
"CCNA2",5.32635184488507
"CCNB1",5.86723308329992
"CCNB2",3.61771947494938
"CCNC",4.45209885733164
"CCND3",2.28682923083773
"CCNE1",2.34501147650364
"CCNE2",2.93619342061268
"CCNF",2.23446523361054
"CCNQ",2.82023747339076
"CCNT1",4.98710439886552
"CCNT2",4.15469768364389
"CCNY",1.69922031945607
"CCNYL1",2.41303958404141
"CCP110",4.20575120435268
"CCR7",0.342518860725978
"CCSAP",3.53153848828562
"CCT2",6.82496440296849
"CCT3",5.48975892877085
"CCT4",3.30456505518495
"CCT5",6.73599759130882
"CCT6A",8.0517449332352
"CCT7",6.68948509208892
"CCT7P2",0.429377622541032
"CCT8",6.48950431500103
"CD151",7.61814659533359
"CD200",0.697502996271688
"CD274",1.79606302585857
"CD276",5.89108975655789
"CD2AP",2.39126391287725
"CD320",6.19508659397784
"CD34",0.809686935909456
"CD40",0.587059100644544
"CD44",5.64345111604656
"CD46",6.23940078353622
"CD55",0.738902217333896
"CD59",0.830959029669254
"CD70",1.01016399754347
"CD74",1.37225251657528
"CD82",2.02122766971482
"CD83",2.14909183495894
"CD99",5.02437062090116
"CD99L2",2.85975682795457
"CD99P1",0.683838821391765
"CDC123",3.23408380369173
"CDC20",6.1586126432761
"CDC20B",0.692418299459991
"CDC23",4.65782876422804
"CDC25A",1.91199606468947
"CDC25C",1.41461223118315
"CDC27",3.9339810813369
"CDC37L1",2.80549699872755
"CDC42",5.38057278167652
"CDC42EP1",1.5340657530977
"CDC42EP2",3.35400544460384
"CDC42EP3",1.44506717967835
"CDC42P4",0.801740674331189
"CDC42SE1",5.54027477070547
"CDC45",2.21381970264176
"CDC5L",3.50169856131188
"CDC6",4.30435220738164
"CDC7",3.30402543417871
"CDC73",2.83235666699705
"CDCA2",2.35239930742206
"CDCA3",4.30833136226172
"CDCA5",3.87139622207837
"CDCA7",3.75906373911196
"CDCA7L",1.14152093641649
"CDCA8",3.51543950432935
"CDH11",0.918271636002066
"CDH2",3.92631092428456
"CDH22",0.383110139023037
"CDH5",0.408354012587225
"CDH6",1.11702022629292
"CDK1",5.13803336076844
"CDK12",3.27703294531073
"CDK17",2.23495873547953
"CDK2AP1",6.24277348256712
"CDK2AP2",6.73405970350348
"CDK4",6.8646751212472
"CDK5RAP1",2.85188098482531
"CDKN1C",2.32399842518096
"CDKN2AIP",5.64644698407554
"CDKN2AIPNL",4.90390987493606
"CDKN2B-AS1",0.372111952537183
"CDKN2C",5.06561052568062
"CDKN3",3.20899150878509
"CDON",0.985063450184126
"CDR1",0.213124882346897
"CDR2L",3.52567868386375
"CDRT15",1.30509152895751
"CDT1",4.60872614585416
"CDV3",6.12615330417086
"CEBPA",0.378469748124057
"CEBPB",6.76902501831005
"CEBPZ",3.73682335549724
"CELSR1",2.91285401066555
"CENPA",2.21368213889196
"CENPB",7.94763556329866
"CENPE",2.20046275135794
"CENPF",5.00997889463441
"CENPH",3.60532153695012
"CENPI",1.55341474329675
"CENPJ",3.11676909499742
"CENPK",3.58530647378669
"CENPL",2.93006937094814
"CENPM",3.12545022403719
"CENPO",2.09661940305441
"CENPQ",2.51418778814903
"CENPU",3.32837703452535
"CENPV",0.645918672725572
"CENPW",2.99382220990402
"CENPX",5.38884881026245
"CEP131",2.86348417198342
"CEP135",1.25631063802042
"CEP152",1.79543710469847
"CEP162",1.68523589266186
"CEP170",3.31197735431692
"CEP192",2.98739700566383
"CEP295",2.08280915685789
"CEP55",3.34117252285124
"CEP57",3.94881139119887
"CEP57L1",2.04230586394277
"CEP63",1.84306838647569
"CEP72",1.62270591357588
"CEP83-AS1",1.33661002094548
"CEP85",3.2764022317556
"CEP97",3.43734238502027
"CER1",0.743021553157629
"CERKL",0.641084235966579
"CERS2",6.17457232547069
"CES1",0.573629764210792
"CETN2",6.29011839243711
"CETN3",4.52994498860282
"CFAP20",3.8377724913779
"CFAP44",1.0237756038785
"CFDP1",1.28989571507737
"CFH",0.616149569850581
"CFL1P2",1.19436439771404
"CFL2",6.82733699136927
"CGAS",0.629498401940909
"CGGBP1",3.83814856192114
"CH25H",1.25108210894022
"CHAF1A",3.13129257897586
"CHAF1B",2.61037461173826
"CHAMP1",4.19252289832612
"CHCHD1",7.05960959298471
"CHCHD2",8.61015101298052
"CHCHD2P6",1.45768394192257
"CHCHD3",2.02415824715666
"CHCHD3P3",6.11616483430796
"CHCHD4",2.90349672672571
"CHCHD5",4.57403503535723
"CHCHD7",5.77604605591595
"CHD1L",0.76171660550842
"CHD3",3.8544477292282
"CHD9",2.43901578982067
"CHEK1",2.29361776851327
"CHEK2",1.7224403585346
"CHIC1",1.52420546562843
"CHID1",3.7559914915425
"CHM",1.80550009514236
"CHMP1A",5.75451365809932
"CHMP2B",3.85395725315409
"CHMP3",3.09705782311731
"CHMP4B",3.92113461656923
"CHMP5",5.55392795594918
"CHMP7",4.69628806300864
"CHN1",1.87492980979497
"CHORDC1",3.92189839886986
"CHPF2",7.33063620125656
"CHRAC1",5.47773553059567
"CHRM3",0.888246406038028
"CHRNA10",1.14905271008272
"CHRNA3",0.597155182578464
"CHRNA5",0.646578607223328
"CHRNB1",2.3420371658614
"CHST10",3.16779144338063
"CHST14",5.99773520489183
"CHST15",0.35317137832295
"CHST2",7.15352071268835
"CHST7",2.99104056463115
"CHSY1",3.20070080305093
"CHTF18",3.61690210326713
"CHTF8",5.35299138453109
"CHTOP",6.50874447353464
"CHUK",3.39156986834375
"CIAO1",6.81271545895659
"CIAPIN1",4.48415293996945
"CIP2A",2.89933391263089
"CISD1",3.37174398867306
"CISD3",4.67679310059287
"CIT",1.99977799765395
"CKAP2",5.34604644209716
"CKAP2L",2.60504065490191
"CKAP4",3.56053422093554
"CKAP5",4.577365052525
"CKS1B",6.92284083824102
"CKS2",6.46572033738782
"CLCN3",3.78128038076842
"CLCN5",0.522816253221722
"CLDN1",1.2814940758047
"CLDN18",1.36840811797561
"CLDN23",1.82858409378137
"CLDND1",5.06458758436215
"CLEC11A",1.37300132870088
"CLEC19A",0.513817646889238
"CLEC2B",3.65500310479432
"CLGN",1.67756339983645
"CLIC1",7.97383846729338
"CLIC3",0.742943866011928
"CLIC4",5.83965809060854
"CLINT1",4.08800064385023
"CLIP4",2.68286698654449
"CLK2",5.47290249191377
"CLMP",0.599980315327117
"CLP1",3.16430965283081
"CLPTM1L",5.58758794385205
"CLSPN",2.15502095688864
"CLSTN1",4.76352816273123
"CLTA",3.51666480340886
"CLTB",2.03173412662639
"CLTC",5.11471233197752
"CLUHP3",1.47897443604388
"CMAS",4.38664795203104
"CMBL",1.33458055732794
"CMPK1",4.60094720460908
"CMTM3",5.0998674873135
"CMTM4",2.65184158694309
"CMTM6",4.23160661380866
"CMTR2",4.70818637307269
"CNDP2",4.71978008608503
"CNEP1R1",3.83240175862508
"CNFN",1.31181558409064
"CNIH1",5.91965639249312
"CNIH2",2.99303033684569
"CNIH4",4.87164118854137
"CNN2",5.45763350564798
"CNN3",6.64750614093383
"CNOT10",2.05457715216895
"CNOT11",4.80837165453901
"CNOT6",3.24991993449364
"CNOT7",5.35404201776331
"CNOT9",4.54376474731004
"CNP",6.88591729015653
"CNPY3",5.12552644567344
"CNRIP1",0.465271832516974
"CNST",2.371859953212
"CNTF",1.7796061604442
"CNTRL",2.57630038291021
"CNTROB",4.95273498067741
"COA3",5.92128115736054
"COA4",5.57638121713146
"COA6",4.35067987956821
"COA7",4.00359711093548
"COG2",3.75110135206381
"COG4",4.03965093407554
"COIL",3.59979598451112
"COL11A1",0.718424396872168
"COL12A1",0.765776840271175
"COL15A1",0.820328978177006
"COL1A1",3.07847051397984
"COL1A2",2.01421160947752
"COL21A1",0.361433066717711
"COL3A1",0.814110842275225
"COL4A6",0.481866920176906
"COL5A1",2.03790374361892
"COL5A2",4.33631558248274
"COL5A3",0.727198879706873
"COL6A1",6.4438780596925
"COL6A2",5.14043796511529
"COL6A3",1.26743579803267
"COL8A1",0.786671874003705
"COL9A2",0.951536083828566
"COL9A3",1.47436065112487
"COLCA1",1.60171733748351
"COLCA2",0.599278666471947
"COMMD10",0.865888784176857
"COMMD2",5.0325391844428
"COMMD4",5.32555786160529
"COMMD5",3.90094677349886
"COMMD8",3.45894156900876
"COMMD9",3.30349158860904
"COPA",5.78662598121562
"COPB1",4.58017086567543
"COPB2",5.94921501205202
"COPE",4.8763397874394
"COPG1",6.040602907927
"COPG2",2.54234468033555
"COPRS",5.86404411599253
"COPS2",4.13588378853095
"COPS3",4.31152265064575
"COPS4",3.23287457864394
"COPS5",2.90918852950197
"COPS6",8.71946503965946
"COPS8",5.78356067987717
"COPS9",4.33405505106865
"COPZ1",4.52381084114981
"COPZ2",2.43734505379922
"COQ10A",4.16840930592155
"COQ10B",4.22702945913481
"COQ2",2.53316116214459
"COQ3",2.17170796296238
"COQ7",3.96314995186182
"CORO1A",1.83539694679104
"CORO1C",4.72111389934142
"CORO2B",3.17524395713975
"COTL1",3.29242903089837
"COX11",4.60304419859413
"COX17",3.41388212617308
"COX5A",5.13745335967687
"COX5B",8.40222967295352
"COX6A1",5.2974587340013
"COX6A1P2",0.496673512253302
"COX6C",5.46110420355194
"COX7A2",6.22549499551596
"COX7A2L",3.16532348588606
"COX7B",6.65461986623956
"CP",0.581124096112345
"CPA4",0.949363675932723
"CPA6",0.278115176028584
"CPD",5.0427751095796
"CPE",1.59606220198797
"CPNE1",4.42307823785575
"CPOX",2.55112447622525
"CPPED1",0.508583308319334
"CPQ",0.692605375373256
"CPSF2",4.60279790642831
"CPSF3",3.3377978640489
"CPSF7",5.23015952695394
"CPTP",5.11830543278391
"CPXM1",1.19550716461353
"CR769775.4",0.35188474210441
"CRB2",1.2610391086027
"CREB3",6.54248390795162
"CREB3L1",0.72414255950454
"CREB3L2",3.06615895590237
"CREG1",4.77911038503545
"CRELD2",4.79142523385005
"CRIM1",2.62249547013342
"CRIPT",3.88577422856766
"CRISPLD1",1.85207115255695
"CRISPLD2",1.0519182519278
"CRK",4.85848572443451
"CRKL",4.57201360821423
"CRMP1",2.08313971806588
"CRNKL1",4.03292102246575
"CRTAP",5.36173557490267
"CRYBG1",1.41591350884923
"CRYZ",4.34552345492687
"CSDC2",0.5735685904584
"CSE1L",4.66696721390319
"CSF1",6.02757846418839
"CSF2",0.285052628395755
"CSGALNACT2",3.39025094553581
"CSNK2A1",4.19562885752673
"CSPG4",2.7875598125257
"CSPG5",2.27277138358184
"CSPP1",1.22121929896116
"CSRP1",5.57026009077293
"CSTA",0.591518512148596
"CSTB",7.21636113704549
"CSTF1",4.70270045381422
"CSTF2",3.73508021865337
"CSTF3",1.88865718099773
"CTBP2",1.80325660680472
"CTCF",2.96614896289362
"CTDNEP1",4.3968774728731
"CTDP1",1.6602429275475
"CTDSP1",6.02573410636036
"CTDSPL2",2.75491415670832
"CTGF",6.48063190530478
"CTHRC1",2.02308895406742
"CTNNA1",4.30133513458458
"CTNNA1P1",1.19748484142242
"CTNNAL1",3.26081059832537
"CTNNB1",6.02776571615474
"CTNNBIP1",2.03011165250492
"CTNNBL1",1.76592599735105
"CTPS1",4.13460129847255
"CTR9",3.75309522715202
"CTSA",7.37017082415616
"CTSK",3.76026255994882
"CTSL",7.73437591922387
"CTSO",3.6127793513884
"CTSS",0.990682156927556
"CTSV",2.92979679623531
"CTSZ",1.94638658879387
"CTTN",5.76989973977672
"CTXN1",5.89671047922905
"CU634019.6",2.71957562992266
"CUEDC1",2.68142215151002
"CUL1",3.90581955261079
"CUL2",2.76716923729257
"CUL3",2.77801698868818
"CUL4A",4.39452066128058
"CUL4B",4.27846862517417
"CUTA",8.33755224684831
"CUTC",2.76134801585398
"CWC15",4.94410697380662
"CWC22",2.739094800916
"CXCL1",0.577681302476272
"CXCL2",1.23561818371541
"CXCL3",1.37386385493177
"CXCL5",0.456321444277657
"CXCL8",1.73069666152881
"CXXC1",5.05289170693901
"CXXC5",4.23946096688783
"CXorf40A",3.32610153516647
"CXorf56",3.11696584821509
"CXorf57",0.801420220858022
"CYB561",1.67315820858932
"CYB561A3",2.54703182717077
"CYB5A",1.96550401751194
"CYB5B",4.28424065087512
"CYB5R3",5.6170595522872
"CYB5R4",1.66050491906343
"CYBA",1.28012270804343
"CYC1",8.55533810002032
"CYLD",1.64677292525311
"CYP1B1",1.88651917355097
"CYP20A1",1.84372587304078
"CYP27A1",1.42009355844948
"CYP2R1",0.993302325047189
"CYP4F11",0.650940173152832
"CYP4F3",0.463358731204498
"CYP51A1P2",0.471379382809657
"CYR61",6.13354160271599
"CYS1",0.311682702997533
"DAG1",5.26114650161375
"DANCR",4.46926935458454
"DAP",3.76259457146671
"DAP3",4.70558488006467
"DAP3P2",0.993865015204937
"DAPK2",0.401795019116597
"DARS",3.82439138606641
"DARS2",3.62737979035297
"DAXX",7.01991973926168
"DBF4B",2.22149130687162
"DBI",8.22004565097569
"DBN1",6.21099428431592
"DBNL",5.30371055914655
"DBR1",3.86561328544955
"DCAF1",2.53087553358827
"DCAF13",4.36796870543155
"DCAF15",4.83061498340661
"DCBLD2",2.09686179669841
"DCHS1",1.40785932448311
"DCK",2.62306451640831
"DCLRE1A",3.64960394917523
"DCLRE1B",4.85500867219483
"DCLRE1C",2.25657407236626
"DCN",2.15942465674883
"DCP2",4.3687493763177
"DCPS",1.5370019238222
"DCTD",4.6107570275806
"DCTN1",5.36951635774685
"DCTN3",5.91923022673625
"DCTN5",4.70507708303991
"DCTN6",2.64163683342992
"DCUN1D1",3.79121254647855
"DCUN1D5",3.0135591325606
"DCXR",6.86868672539069
"DDB1",5.76269331388696
"DDHD2",3.38888249250695
"DDI2",3.06812455327959
"DDIT3",1.24765526201765
"DDOST",7.75823760879605
"DDR2",1.53306357189776
"DDT",1.87639566960465
"DDX1",5.00119525784328
"DDX11",4.01281111399144
"DDX11-AS1",0.803429743279675
"DDX12P",1.1734027891919
"DDX18",5.35081825863338
"DDX20",5.08167853634658
"DDX21",5.59612848982835
"DDX23",5.66814882162995
"DDX27",3.77432134008874
"DDX39A",6.09160309411482
"DDX3X",7.06994905335118
"DDX3Y",1.03047800649917
"DDX42",5.41456598413771
"DDX46",3.71828640016182
"DDX50",3.34938958305797
"DDX52",3.53576581225864
"DDX59",2.35964435390349
"DDX6",3.99139590760689
"DECR1",3.39709435597182
"DEDD",2.63800643692589
"DEFB131E",1.227633441354
"DEGS1",6.08094808883196
"DEK",5.60542167098203
"DENND1B",0.536654183612443
"DENND6A",2.46747885032172
"DENR",5.71600284677676
"DEPDC1",3.1228916887183
"DEPDC1B",1.7558695405836
"DERA",2.03146862981559
"DERL2",5.02514757267652
"DERL3",0.932106210211695
"DESI2",4.08525791189969
"DGAT2",0.47093201181988
"DGCR6L",4.27261923989863
"DGKE",0.558044820709757
"DGKG",0.83955634450613
"DGKH",1.1775892514328
"DGUOK",2.83073636628091
"DHCR24",6.69556491375272
"DHDDS",3.64978138255597
"DHFR",4.77698078729699
"DHFR2",3.27246315164444
"DHRS11",3.940204139489
"DHRS3",1.32364027799628
"DHRS7B",1.98504530983474
"DHX15",4.53470896658037
"DHX35",2.183861503742
"DHX36",4.24568844375692
"DHX57",2.30821923639684
"DHX8",3.99872972249087
"DHX9",5.75974705975504
"DIRAS2",0.807924164064095
"DIS3",4.54776419981909
"DIS3L",2.39714523739539
"DKC1",5.26750385781547
"DKK3",2.65427005230417
"DLAT",3.56615231298767
"DLD",5.06050506457119
"DLG5-AS1",2.29966116336919
"DLGAP5",3.22874655751628
"DLK2",1.65305815812569
"DLX1",2.67495711558246
"DLX2",1.17933231751378
"DMAC1",1.21002990750765
"DMAC2",5.0410893742774
"DMKN",0.885892812424095
"DMRTA1",0.568933527625791
"DMRTA2",1.60144062398439
"DNA2",2.00994846705399
"DNAJA1",7.27531654845143
"DNAJA1P3",1.00337152053706
"DNAJA2",5.31971290221604
"DNAJB11",4.68286706412638
"DNAJB12",4.35554698551208
"DNAJB5",3.99418582620724
"DNAJC1",0.973724365207777
"DNAJC10",4.45754930706665
"DNAJC13",3.12241186938232
"DNAJC14",4.68951585716232
"DNAJC15",0.395526765672744
"DNAJC21",4.44362915216881
"DNAJC28",2.22301213177887
"DNAJC3",2.57066993083446
"DNAJC30",4.93232467703576
"DNAJC5",4.45453534723288
"DNAJC7",4.22538272085134
"DNAJC8",4.69332897976904
"DNAJC9",1.63744460054427
"DND1P1",1.62163809860226
"DNER",0.394769060950889
"DNMT1",4.16174850554511
"DNMT3B",1.58809742350719
"DNPH1",5.2680677064495
"DNTTIP1",3.479529678279
"DNTTIP2",5.57112582457626
"DOCK10",1.2625699852483
"DOCK11",0.636085496839366
"DOCK5",0.549787248346765
"DOCK7",2.31362219478852
"DOHH",3.33147009911868
"DOK1",4.33057606772652
"DOK3",1.52460258823288
"DOLPP1",4.97684281907543
"DOT1L",3.1326871966268
"DPCD",2.19760348256252
"DPF1",2.05278268254372
"DPH2",5.86158158365044
"DPH3",5.40309044007588
"DPM1",3.44884516918825
"DPM3",7.54346340079151
"DPP3",3.18896154462687
"DPP4",1.904842936927
"DPPA4",1.49321587053039
"DPY19L1",4.28921012517924
"DPY19L1P2",1.21398849873432
"DPY19L3",2.90091531177704
"DPY19L4",3.48205815010979
"DPY30",1.27862861833302
"DPYSL3",5.02199527537897
"DPYSL4",2.74059582247535
"DPYSL5",0.575841834590106
"DRAP1",8.13847218659686
"DRG1",1.88491572414591
"DRP2",0.590432591351867
"DSCC1",2.62843961682797
"DSEL",2.57440298382601
"DSG2",0.347920287489991
