"","PGBC","QGBC","No_data","No_data","Glioblastoma_cancer_stem_cell"
"AC005336.1",1.39001445316436,0,0.834008671898614,0.834008671898614,0.834008671898614
"AC005410.1",0.594505396490292,0.421037759179304,0.525118341565897,0.525118341565897,0.525118341565897
"AC005479.2",0.754232106602331,0.979720761563752,0.8444275685869,0.8444275685869,0.8444275685869
"AC005498.2",0.770725905909664,0.391719739151525,0.619123439206408,0.619123439206408,0.619123439206408
"AC005593.1",0.727368566177439,0.421752499006604,0.605122139309105,0.605122139309105,0.605122139309105
"AC005674.2",1.73189911465777,0.926186526052717,1.40961407921575,1.40961407921575,1.40961407921575
"AC005695.3",0.640599251813901,0.142092757165019,0.441196653954348,0.441196653954348,0.441196653954348
"AC005722.2",1.57403070435898,0.647999436090632,1.20361819705164,1.20361819705164,1.20361819705164
"AC005722.3",0.89197768491273,0.172652816094866,0.604247737385585,0.604247737385585,0.604247737385585
"AC005736.1",1.2310973476113,0.904920041267266,1.10062642507369,1.10062642507369,1.10062642507369
"AC005740.1",0.60730164331243,0.447065430096899,0.543207158026218,0.543207158026218,0.543207158026218
"AC005829.1",0.892703815044718,0.719313552468584,0.823347710014264,0.823347710014264,0.823347710014264
"AC005837.1",1.59046985092911,1.19089084879246,1.43063825007445,1.43063825007445,1.43063825007445
"AC005840.1",0.651151541081234,0.282240516539827,0.503587131264671,0.503587131264671,0.503587131264671
"AC006023.2",1.33255055592953,1.0906362681924,1.23578484083468,1.23578484083468,1.23578484083468
"AC006026.2",0.291323463875923,0.205119382816362,0.256841831452099,0.256841831452099,0.256841831452099
"AC006058.1",1.03274815925239,0.0425871402363736,0.636683751645982,0.636683751645982,0.636683751645982
"AC006058.3",0.469842127205609,0,0.281905276323365,0.281905276323365,0.281905276323365
"AC006058.4",0.900645546527548,0,0.540387327916529,0.540387327916529,0.540387327916529
"AC006065.1",0.966718026483416,0.586982791585771,0.814823932524358,0.814823932524358,0.814823932524358
"AC006157.1",0.887521066672043,0,0.532512640003226,0.532512640003226,0.532512640003226
"AC006329.2",0.579543972688419,0.544930700726883,0.565698663903805,0.565698663903805,0.565698663903805
"AC006369.1",0.609214701125721,0.349326715348391,0.505259506814789,0.505259506814789,0.505259506814789
"AC006466.1",0.698213576588551,0,0.41892814595313,0.41892814595313,0.41892814595313
"AC006963.1",1.84163734934622,1.12406797161975,1.55460959825563,1.55460959825563,1.55460959825563
"AC006970.1",0.882335646076933,0.0943505097604125,0.567141591550325,0.567141591550325,0.567141591550325
"AC007250.1",0.827065606072073,0.378976917091113,0.647830130479689,0.647830130479689,0.647830130479689
"AC007318.1",0.911864198362869,0.454588267590803,0.728953826054042,0.728953826054042,0.728953826054042
"AC007344.1",0.792382828236968,0.336206844351822,0.60991243468291,0.60991243468291,0.60991243468291
"AC007382.1",4.779761467023,4.1161900232248,4.51433288950372,4.51433288950372,4.51433288950372
"AC007387.1",1.02327954552737,0.444466270466,0.791754235502821,0.791754235502821,0.791754235502821
"AC007490.1",0.915925501791995,0,0.549555301075197,0.549555301075197,0.549555301075197
"AC007622.1",1.53053866352091,1.2656918347102,1.42459993199663,1.42459993199663,1.42459993199663
"AC007785.3",0.865081723479653,0.716166971307101,0.805515822610632,0.805515822610632,0.805515822610632
"AC007906.2",1.24134408000335,0.813917021528437,1.07037325661338,1.07037325661338,1.07037325661338
"AC007969.2",0.345261020555908,0.194076088978335,0.284787047924879,0.284787047924879,0.284787047924879
"AC008063.2",0.413023235154398,0,0.247813941092639,0.247813941092639,0.247813941092639
"AC008066.1",0.606168731150716,0.512540400427147,0.568717398861288,0.568717398861288,0.568717398861288
"AC008074.3",2.35746290583773,1.12436980832827,1.86422566683395,1.86422566683395,1.86422566683395
"AC008105.3",0.709235688626057,0.38275653776496,0.578644028281618,0.578644028281618,0.578644028281618
"AC008155.1",0.570305483034741,0,0.342183289820845,0.342183289820845,0.342183289820845
"AC008494.1",1.36482468017165,0.817420317308606,1.14586293502643,1.14586293502643,1.14586293502643
"AC008494.3",1.26698260626537,0.484261238243679,0.953894059056693,0.953894059056693,0.953894059056693
"AC008507.1",2.36225303987374,1.94506601901954,2.19537823153206,2.19537823153206,2.19537823153206
"AC008507.2",0.877291647425261,0.668389453521677,0.793730769863828,0.793730769863828,0.793730769863828
"AC008543.1",1.10986040719127,0.718618114798984,0.953363490234353,0.953363490234353,0.953363490234353
"AC008549.3",0.410589232491884,0.322223859501016,0.375243083295537,0.375243083295537,0.375243083295537
"AC008555.8",1.49724984991707,1.26236258488715,1.4032949439051,1.4032949439051,1.4032949439051
"AC008567.1",0.716790974957143,0.590099582696081,0.666114418052718,0.666114418052718,0.666114418052718
"AC008592.3",0.977351131663435,0.271643094758139,0.695067916901316,0.695067916901316,0.695067916901316
"AC008622.2",0.873137110809469,0.747220467547729,0.822770453504773,0.822770453504773,0.822770453504773
"AC008747.1",0.814015766177616,0.31561456094808,0.614655284085801,0.614655284085801,0.614655284085801
"AC008750.3",0.508129579066387,0.0880715234338976,0.340106356813391,0.340106356813391,0.340106356813391
"AC008771.1",3.68805012545336,3.41830501254701,3.58015208029082,3.58015208029082,3.58015208029082
"AC008915.2",1.50557866891536,0.943576801591986,1.28077792198601,1.28077792198601,1.28077792198601
"AC008972.2",1.13287352717106,0.760997346380978,0.984123054855024,0.984123054855024,0.984123054855024
"AC009005.1",1.21470389392749,0.842183042024151,1.06569555316615,1.06569555316615,1.06569555316615
"AC009053.2",0.748460533307498,0.679195601632606,0.720754560637541,0.720754560637541,0.720754560637541
"AC009086.3",1.82795522128292,1.45620431238066,1.67925485772201,1.67925485772201,1.67925485772201
"AC009110.1",1.09497728474554,0,0.656986370847326,0.656986370847326,0.656986370847326
"AC009220.1",0.886768644243875,0.686935542821155,0.806835403674787,0.806835403674787,0.806835403674787
"AC009237.14",0.854373070762913,0,0.512623842457748,0.512623842457748,0.512623842457748
"AC009237.15",1.43274246359723,0.894940053559127,1.21762149958199,1.21762149958199,1.21762149958199
"AC009237.3",1.07814764751551,0.525680732755359,0.857160881611452,0.857160881611452,0.857160881611452
"AC009237.8",1.21234096141716,0.748303478864078,1.02672596839593,1.02672596839593,1.02672596839593
"AC009474.2",1.05091453562387,0,0.630548721374322,0.630548721374322,0.630548721374322
"AC009486.1",2.49749023480389,1.98768141656311,2.29356670750758,2.29356670750758,2.29356670750758
"AC009506.1",2.37374210365445,1.88662516137476,2.17889532674258,2.17889532674258,2.17889532674258
"AC009518.1",1.68929503408006,1.7486951537793,1.71305508195975,1.71305508195975,1.71305508195975
"AC009533.1",1.5609311993614,0.643263427011344,1.19386409042138,1.19386409042138,1.19386409042138
"AC009630.1",0.56870300789614,0.280423436220016,0.453391179225691,0.453391179225691,0.453391179225691
"AC009804.1",0.495596938627943,0.202842397184237,0.378495122050461,0.378495122050461,0.378495122050461
"AC009812.4",2.49811451904505,1.35747259105139,2.04185774784759,2.04185774784759,2.04185774784759
"AC009908.1",0.527315751575225,0.0889653183774695,0.351975578296123,0.351975578296123,0.351975578296123
"AC009948.1",1.89230693694831,1.39329374041897,1.69270165833658,1.69270165833658,1.69270165833658
"AC009949.1",0.804424323557003,0.332187511978637,0.615529598925657,0.615529598925657,0.615529598925657
"AC009962.1",1.06186103788755,0.731507286251677,0.929719537233202,0.929719537233202,0.929719537233202
"AC009974.1",0.96949304659148,0.190477499863863,0.657886827900433,0.657886827900433,0.657886827900433
"AC010149.1",0.462554755126533,0.188557285429924,0.352955767247889,0.352955767247889,0.352955767247889
"AC010186.3",3.07048022103616,2.63695746070455,2.89707111690352,2.89707111690352,2.89707111690352
"AC010240.3",1.10398287988624,0.637061713353056,0.917214413272964,0.917214413272964,0.917214413272964
"AC010424.1",3.47263345395915,3.20176965081943,3.36428793270326,3.36428793270326,3.36428793270326
"AC010424.2",0.821283920908956,0.103081898699489,0.534003112025169,0.534003112025169,0.534003112025169
"AC010457.1",0.374229299415374,0.168371294928247,0.291886097620523,0.291886097620523,0.291886097620523
"AC010468.1",1.23175938175576,0.600625520327999,0.979305837184655,0.979305837184655,0.979305837184655
"AC010655.1",0.781668365196016,0.26430923668422,0.574724713791298,0.574724713791298,0.574724713791298
"AC010677.1",0.624070092886636,0.23220484540232,0.467323993892909,0.467323993892909,0.467323993892909
"AC010889.1",0.684807602818509,0.368343159307496,0.558221825414104,0.558221825414104,0.558221825414104
"AC010969.2",3.7375685586872,3.33905255341884,3.57816215657986,3.57816215657986,3.57816215657986
"AC010997.5",1.34693875990913,1.02265940145177,1.21722701652619,1.21722701652619,1.21722701652619
"AC011008.2",1.46514929028828,1.09183672446731,1.31582426395989,1.31582426395989,1.31582426395989
"AC011043.1",3.6769072714436,3.31211977272616,3.53099227195663,3.53099227195663,3.53099227195663
"AC011379.2",1.0262989951488,0.824571766182403,0.945608103562239,0.945608103562239,0.945608103562239
"AC011416.2",1.25218407791621,0.758238688879525,1.05460592230154,1.05460592230154,1.05460592230154
"AC011451.1",3.95581912538245,3.61542851969141,3.81966288310603,3.81966288310603,3.81966288310603
"AC011468.4",1.37804750567912,0.850982186048998,1.16722137782707,1.16722137782707,1.16722137782707
"AC011477.3",1.3482354294064,1.04228339080089,1.2258546139642,1.2258546139642,1.2258546139642
"AC011712.1",1.09809439438778,0.345670249719025,0.797124736520279,0.797124736520279,0.797124736520279
"AC011894.1",1.76655491496344,1.94676008284151,1.83863698211467,1.83863698211467,1.83863698211467
"AC011978.2",1.72538457405947,1.16803232055271,1.50244367265676,1.50244367265676,1.50244367265676
"AC011979.1",1.04815932339955,0.485991522590822,0.823292203076061,0.823292203076061,0.823292203076061
"AC012020.2",1.22134013085492,1.16393993649936,1.19838005311269,1.19838005311269,1.19838005311269
"AC012065.5",5.84258023482137,5.30373683761158,5.62704287593746,5.62704287593746,5.62704287593746
"AC012213.3",1.23218707611269,1.09515079035211,1.17737256180846,1.17737256180846,1.17737256180846
"AC012213.4",0.569716273537649,0,0.341829764122589,0.341829764122589,0.341829764122589
"AC012306.2",2.5563389675141,1.4633817600854,2.11915608454262,2.11915608454262,2.11915608454262
"AC012360.3",3.94907631306204,3.57368276724103,3.79891889473364,3.79891889473364,3.79891889473364
"AC012368.2",0.402861440148037,0.168636518218321,0.30917147137615,0.30917147137615,0.30917147137615
"AC012513.3",5.0623179818753,4.09216931501488,4.67425851513114,4.67425851513114,4.67425851513114
"AC012603.1",1.4477480226141,0.946393102938469,1.24720605474385,1.24720605474385,1.24720605474385
"AC012640.3",0.420305064570908,0,0.252183038742545,0.252183038742545,0.252183038742545
"AC012640.5",0.910063428152957,0.347941353073216,0.68521459812106,0.68521459812106,0.68521459812106
"AC013356.1",1.38241714124832,0.417755602764651,0.996552525854851,0.996552525854851,0.996552525854851
"AC013400.1",1.30205516883656,0.855652210032726,1.12349398531503,1.12349398531503,1.12349398531503
"AC013451.2",0.839298097406724,0.201669098940341,0.584246498020171,0.584246498020171,0.584246498020171
"AC013476.2",0.763330090858885,0.571741489213246,0.686694650200629,0.686694650200629,0.686694650200629
"AC013643.3",1.27205672020916,0.836373874272474,1.09778358183448,1.09778358183448,1.09778358183448
"AC013724.1",0.432196112735507,0.109625299198744,0.303167787320802,0.303167787320802,0.303167787320802
"AC015726.1",3.58475618757409,3.31870811178056,3.47833695725668,3.47833695725668,3.47833695725668
"AC015813.5",2.9492747693265,1.67723593226525,2.440459234502,2.440459234502,2.440459234502
"AC015813.6",4.48375420443445,3.68944125880649,4.16602902618327,4.16602902618327,4.16602902618327
"AC015813.7",1.16693977891682,1.03877512883083,1.11567391888243,1.11567391888243,1.11567391888243
"AC015818.2",1.6578428223318,1.06966679993689,1.42257241337384,1.42257241337384,1.42257241337384
"AC015819.1",1.10885950145875,0.864181585973058,1.01098833526447,1.01098833526447,1.01098833526447
"AC015819.2",0.409564843098155,0.377043300415876,0.396556226025243,0.396556226025243,0.396556226025243
"AC015849.5",0.463869304200597,0.0669316071334252,0.305094225373728,0.305094225373728,0.305094225373728
"AC015911.1",0.637685550819432,0,0.382611330491659,0.382611330491659,0.382611330491659
"AC015912.2",0.183405577952609,0.170568317336235,0.178270673706059,0.178270673706059,0.178270673706059
"AC015912.3",2.95785781713262,1.57073682387329,2.40300941982889,2.40300941982889,2.40300941982889
"AC015922.3",3.18829232881574,1.58544201733875,2.54715220422494,2.54715220422494,2.54715220422494
"AC015922.4",3.22457187007089,1.64413175267096,2.59239582311092,2.59239582311092,2.59239582311092
"AC016257.1",0.80069411527279,0.564495826868838,0.706214799911209,0.706214799911209,0.706214799911209
"AC016397.2",0.666410839788017,0,0.39984650387281,0.39984650387281,0.39984650387281
"AC016405.2",0.647666396646244,0.388921530817612,0.544168450314791,0.544168450314791,0.544168450314791
"AC016546.1",1.3851577209564,0.932732431558949,1.20418760519742,1.20418760519742,1.20418760519742
"AC016583.1",0.852474450134036,0.686771996075277,0.786193468510533,0.786193468510533,0.786193468510533
"AC016712.1",2.60963939738848,2.28610458657771,2.48022547306417,2.48022547306417,2.48022547306417
"AC016745.1",1.76900242937711,1.53429706629474,1.67512028414417,1.67512028414417,1.67512028414417
"AC016773.1",3.55053052397545,3.18058862266964,3.40255376345312,3.40255376345312,3.40255376345312
"AC016877.3",0.997281501232731,0.092715246065733,0.635454999165932,0.635454999165932,0.635454999165932
"AC017079.2",0.746831894228479,0.469166096496563,0.635765575135713,0.635765575135713,0.635765575135713
"AC017100.1",1.50221943434344,1.17007768976686,1.36936273651281,1.36936273651281,1.36936273651281
"AC017104.2",0.462864178540661,0,0.277718507124396,0.277718507124396,0.277718507124396
"AC018450.1",2.00378502161275,1.92787413030945,1.97342066509143,1.97342066509143,1.97342066509143
"AC018521.5",3.64837313486009,3.22339220952986,3.478380764728,3.478380764728,3.478380764728
"AC018553.1",2.81580187629089,2.30619279082947,2.61195824210632,2.61195824210632,2.61195824210632
"AC018553.2",1.42027173913712,1.28237143426634,1.3651116171888,1.3651116171888,1.3651116171888
"AC018638.3",0.844223077385048,0.154853887080215,0.568475401263115,0.568475401263115,0.568475401263115
"AC018638.6",2.15632226996186,1.41234069064077,1.85872963823343,1.85872963823343,1.85872963823343
"AC018639.1",0.3455712757966,0.200067236448116,0.287369660057207,0.287369660057207,0.287369660057207
"AC018648.1",2.5690468110963,2.01351548694553,2.34683428143599,2.34683428143599,2.34683428143599
"AC018653.3",3.21006018132049,2.71415404127659,3.01169772530293,3.01169772530293,3.01169772530293
"AC018730.2",1.62062527258345,1.45771192887165,1.55545993509873,1.55545993509873,1.55545993509873
"AC018868.2",1.21645452116303,0.809472021986296,1.05366152149233,1.05366152149233,1.05366152149233
"AC018904.1",3.31951697030939,2.87897024541684,3.14329828035237,3.14329828035237,3.14329828035237
"AC019069.1",2.87478140064984,1.26582410356816,2.23119848181716,2.23119848181716,2.23119848181716
"AC019131.2",3.10608765921758,2.79169722555191,2.98033148575131,2.98033148575131,2.98033148575131
"AC019163.1",1.19303512220177,0.60008351642776,0.955854479892164,0.955854479892164,0.955854479892164
"AC020765.2",1.1192910486631,0.425391700815047,0.841731309523878,0.841731309523878,0.841731309523878
"AC020905.1",1.95821713947323,1.48058969397255,1.76716616127296,1.76716616127296,1.76716616127296
"AC020922.4",0.597449315119967,0.235314038744995,0.452595204569978,0.452595204569978,0.452595204569978
"AC021087.1",1.63262646911889,1.24411729802727,1.47722280068224,1.47722280068224,1.47722280068224
"AC021231.2",0.7179773680031,0.490718653118559,0.627073882049284,0.627073882049284,0.627073882049284
"AC021242.3",1.83703123755764,1.43157396209447,1.67484832737238,1.67484832737238,1.67484832737238
"AC021321.1",2.48179764461006,2.17951034068119,2.36088272303851,2.36088272303851,2.36088272303851
"AC021851.1",2.05813122039345,1.35062873043414,1.77513022440972,1.77513022440972,1.77513022440972
"AC022034.2",1.53344718954745,0.288888272685782,1.03562362280278,1.03562362280278,1.03562362280278
"AC022034.3",0.368659294083306,0,0.221195576449984,0.221195576449984,0.221195576449984
"AC022098.3",0.827726179232077,0.73072898114107,0.788927299995675,0.788927299995675,0.788927299995675
"AC022210.1",0.731857005039462,0.567635215537526,0.666168289238688,0.666168289238688,0.666168289238688
"AC022432.1",1.98204322882349,1.47855826363976,1.78064924275,1.78064924275,1.78064924275
"AC022613.1",0.824172803084661,0.00866845391448493,0.497971063416591,0.497971063416591,0.497971063416591
"AC022743.1",1.14701343963176,0.751128714652911,0.988659549640221,0.988659549640221,0.988659549640221
"AC022893.1",1.94956237386142,1.35530054299189,1.71185764151361,1.71185764151361,1.71185764151361
"AC022916.1",0.953820321111884,0.262143524432016,0.677149602439937,0.677149602439937,0.677149602439937
"AC023043.1",0.943729321447825,0.64619347583281,0.824714983201819,0.824714983201819,0.824714983201819
"AC023043.2",0.849100999816299,0.22674566246421,0.600158864875464,0.600158864875464,0.600158864875464
"AC023043.3",1.02165689788343,0.117432779615021,0.659967250576066,0.659967250576066,0.659967250576066
"AC023161.2",0.513437785985189,0.348403318054017,0.44742399881272,0.44742399881272,0.44742399881272
"AC023232.1",0.471184603793982,0.137114254405322,0.337556464038518,0.337556464038518,0.337556464038518
"AC023310.4",1.10216012287271,0.965233924276593,1.04738964343426,1.04738964343426,1.04738964343426
"AC024243.1",1.12665667034126,0.901845540508276,1.03673221840807,1.03673221840807,1.03673221840807
"AC024884.1",0.533589917009526,0.0923866097294483,0.357108594097495,0.357108594097495,0.357108594097495
"AC024884.2",0.556104896135732,0.112665837525655,0.378729272691702,0.378729272691702,0.378729272691702
"AC024937.2",1.19962722073714,1.16062658133939,1.18402696497804,1.18402696497804,1.18402696497804
"AC025048.6",0.83688089523642,0.696716710590793,0.780815221378169,0.780815221378169,0.780815221378169
"AC025062.1",0.907938987308605,0.49474439118318,0.742661148858435,0.742661148858435,0.742661148858435
"AC025166.1",0.64716314977148,0.207790047347603,0.471413908801929,0.471413908801929,0.471413908801929
"AC025175.1",2.32489728297525,1.90908363213814,2.15857182264041,2.15857182264041,2.15857182264041
"AC025176.1",3.50462424223038,3.26775991560031,3.40987851157835,3.40987851157835,3.40987851157835
"AC025181.2",3.52634599003063,3.23669884248854,3.41048713101379,3.41048713101379,3.41048713101379
"AC025259.2",3.27166421904284,2.70876180680655,3.04650325414832,3.04650325414832,3.04650325414832
"AC025271.1",0.521661603773465,0.449890613228553,0.4929532075555,0.4929532075555,0.4929532075555
"AC025271.4",1.10280030585419,0.835930458839575,0.996052367048347,0.996052367048347,0.996052367048347
"AC025449.1",3.68995621547335,2.82942712811502,3.34574458053002,3.34574458053002,3.34574458053002
"AC025459.1",1.79439650939276,0.455221661129892,1.25872657008761,1.25872657008761,1.25872657008761
"AC025475.1",0.51387463640013,0,0.308324781840078,0.308324781840078,0.308324781840078
"AC025574.1",0.916406422162562,0.713481386875225,0.835236408047627,0.835236408047627,0.835236408047627
"AC025884.1",0.742835973653395,0.76064189997921,0.749958344183721,0.749958344183721,0.749958344183721
"AC026250.1",1.01641901334156,0.408381525127235,0.77320401805583,0.77320401805583,0.77320401805583
"AC026333.4",2.61173839280958,1.88917049102759,2.32271123209679,2.32271123209679,2.32271123209679
"AC026403.1",1.02695081716761,0.705612858414372,0.898415633666317,0.898415633666317,0.898415633666317
"AC026410.2",0.504574294007229,0.210940871234857,0.38712092489828,0.38712092489828,0.38712092489828
"AC026410.3",4.55690033683206,3.79622287188162,4.25262935085188,4.25262935085188,4.25262935085188
"AC026471.6",2.30982165646331,2.16462603417669,2.25174340754866,2.25174340754866,2.25174340754866
"AC026691.1",1.63714443288802,1.3348217677738,1.51621536684233,1.51621536684233,1.51621536684233
"AC026726.1",0.536088484100356,0.378301092333756,0.472973527393716,0.472973527393716,0.472973527393716
"AC026801.2",1.68855097511768,0.713315767297913,1.29845689198977,1.29845689198977,1.29845689198977
"AC026979.3",1.96061194874299,0.730625009800531,1.46861717316601,1.46861717316601,1.46861717316601
"AC027031.2",5.93290564804196,5.57931108739178,5.79146782378189,5.79146782378189,5.79146782378189
"AC027237.3",0.561222622625218,0.132925886527644,0.389903928186189,0.389903928186189,0.389903928186189
"AC027243.2",0.743924635195821,0.408710757849532,0.609839084257305,0.609839084257305,0.609839084257305
"AC027271.1",1.47423628474618,0.668541037415162,1.15195818581377,1.15195818581377,1.15195818581377
"AC027307.3",2.38458743785912,2.22153053312205,2.31936467596429,2.31936467596429,2.31936467596429
"AC027338.1",0.768386925901826,0.506636166157508,0.663686622004099,0.663686622004099,0.663686622004099
"AC027373.1",1.96681132231148,0.619085094784479,1.42772083130068,1.42772083130068,1.42772083130068
"AC027559.1",0.644602484937647,0.00689991096950567,0.38952145535039,0.38952145535039,0.38952145535039
"AC027801.5",0.783287482012862,0.430112595974411,0.642017527597482,0.642017527597482,0.642017527597482
"AC034229.4",1.37522637702426,0.900989177671055,1.18553149728298,1.18553149728298,1.18553149728298
"AC034231.1",1.20568382376592,0.669834388391389,0.99134404961611,0.99134404961611,0.99134404961611
"AC036176.1",0.946052654251031,0.391577605683839,0.724262634824154,0.724262634824154,0.724262634824154
"AC037459.2",1.84150212915722,1.57937919544791,1.7366529556735,1.7366529556735,1.7366529556735
"AC037487.4",0.684144856004136,0.358701612958908,0.553967558786045,0.553967558786045,0.553967558786045
"AC040169.1",2.78853569094476,1.8869621425503,2.42790627158698,2.42790627158698,2.42790627158698
