"","gene_name_length"
"AL109945.1",1470
"AL109947.1",18895
"AL109954.1",37410
"AL109954.2",931
"AL109954.3",558
"AL109955.1",8903
"AL109976.1",5678
"AL109983.1",646
"AL110115.1",364
"AL110115.2",325
"AL110118.1",400
"AL110118.2",33614
"AL110292.1",323693
"AL110503.1",1797
"AL110504.1",1076
"AL110505.1",19793
"AL117187.1",307
"AL117190.1",110926
"AL117190.2",26595
"AL117190.3",87
"AL117192.1",7155
"AL117209.1",3604
"AL117328.1",162
"AL117328.2",1940
"AL117329.1",223927
"AL117329.2",1045
"AL117332.1",974
"AL117335.1",6247
"AL117336.1",10705
"AL117336.2",335
"AL117336.3",21850
"AL117337.1",15643
"AL117338.1",8567
"AL117339.1",47770
"AL117339.2",180
"AL117339.3",162
"AL117339.4",7063
"AL117339.5",265731
"AL117341.1",1433
"AL117342.1",406
"AL117344.1",616
"AL117348.1",1147
"AL117348.2",37583
"AL117350.1",3685
"AL117351.1",766
"AL117351.2",157
"AL117372.1",5406
"AL117378.1",18603
"AL117378.2",1337
"AL117379.1",677
"AL117381.1",30610
"AL117382.1",7634
"AL117382.2",1914
"AL117692.1",713
"AL118496.1",1812
"AL118496.2",230
"AL118505.1",1932
"AL118506.1",3082
"AL118508.1",2347
"AL118508.2",7369
"AL118508.3",1854
"AL118508.4",1176
"AL118511.1",4170
"AL118511.2",1067
"AL118516.1",670
"AL118520.1",291
"AL118522.1",560
"AL118523.1",27509
"AL118556.1",7936
"AL118556.2",824
"AL118557.1",440
"AL118558.1",29914
"AL118558.2",238
"AL118558.3",1079
"AL118558.4",648
"AL121574.1",3442
"AL121576.1",276
"AL121578.1",892
"AL121578.2",447
"AL121578.3",43259
"AL121579.1",932
"AL121579.2",590
"AL121580.1",1392
"AL121583.1",682
"AL121584.1",729
"AL121590.1",458
"AL121594.1",194926
"AL121601.1",2109
"AL121601.2",707
"AL121603.1",142
"AL121603.2",2117
"AL121612.1",482
"AL121612.2",4217
"AL121652.1",448
"AL121655.1",308
"AL121656.1",1279
"AL121657.1",843
"AL121658.1",712
"AL121672.1",2421
"AL121672.2",2536
"AL121672.3",468
"AL121694.1",46164
"AL121718.1",1570
"AL121721.1",9403
"AL121722.1",23709
"AL121723.1",1519
"AL121748.1",20416
"AL121748.2",2528
"AL121749.1",3669
"AL121753.1",12159
"AL121753.2",1461
"AL121757.1",3976
"AL121757.2",313
"AL121758.1",29175
"AL121759.1",14150
"AL121759.2",814
"AL121760.1",13591
"AL121761.1",51968
"AL121761.2",1648
"AL121768.1",2544
"AL121769.1",401
"AL121772.1",6223
"AL121772.2",297
"AL121772.3",674
"AL121776.1",372
"AL121781.1",49563
"AL121782.1",413
"AL121785.1",708
"AL121787.1",3071
"AL121790.1",15079
"AL121790.2",10938
"AL121796.1",947
"AL121809.1",933
"AL121809.2",341
"AL121820.1",2155
"AL121820.2",1280
"AL121821.1",16996
"AL121821.2",394
"AL121823.1",1098
"AL121827.1",11190
"AL121827.2",7638
"AL121829.1",2825
"AL121829.2",328
"AL121830.1",4368
"AL121832.1",19795
"AL121832.2",668
"AL121832.3",3700
"AL121834.1",509
"AL121835.1",354
"AL121835.2",3502
"AL121839.1",1507
"AL121839.2",6943
"AL121845.1",1270
"AL121845.2",2129
"AL121845.3",30240
"AL121845.4",306
"AL121852.1",87777
"AL121871.1",436
"AL121871.2",1237
"AL121872.1",23246
"AL121873.1",524
"AL121877.1",622
"AL121878.1",859
"AL121882.1",417
"AL121885.1",5198
"AL121885.2",38412
"AL121885.3",2352
"AL121890.1",205
"AL121890.2",465
"AL121890.3",516
"AL121890.4",2073
"AL121890.5",304
"AL121892.1",6187
"AL121894.1",1166
"AL121894.2",491
"AL121895.1",7035
"AL121895.2",447
"AL121899.1",5935
"AL121900.1",24315
"AL121900.2",176764
"AL121901.1",2148
"AL121902.1",4518
"AL121904.1",8484
"AL121906.1",864
"AL121906.2",723
"AL121908.1",1826
"AL121910.1",593
"AL121912.1",238
"AL121916.1",308
"AL121917.1",25282
"AL121917.2",390
"AL121928.1",521
"AL121929.1",1890
"AL121929.2",1432
"AL121932.1",214
"AL121935.1",6571
"AL121935.2",5350
"AL121936.1",5375
"AL121936.2",662
"AL121944.1",2339
"AL121949.1",2815
"AL121949.2",2100
"AL121949.3",385
"AL121950.1",2077
"AL121952.1",547
"AL121955.1",303
"AL121956.1",19979
"AL121956.4",1616
"AL121956.5",221
"AL121957.1",1919
"AL121970.1",1290
"AL121972.1",46979
"AL121974.1",3013
"AL121977.1",979
"AL121978.1",359
"AL121983.1",477
"AL121983.2",44705
"AL121985.1",28984
"AL121985.2",3166
"AL121985.3",655
"AL121987.1",17334
"AL121987.2",6671
"AL121988.1",26672
"AL121989.1",2693
"AL121990.1",5772
"AL121992.1",17491
"AL121992.2",256
"AL121992.3",346
"AL121994.1",402
"AL121999.1",55852
"AL122001.1",370
"AL122003.1",784
"AL122008.1",12760
"AL122008.2",570
"AL122008.3",2483
"AL122008.4",3918
"AL122010.1",862
"AL122013.1",801
"AL122016.1",367
"AL122017.1",7814
"AL122018.1",2310
"AL122019.1",204423
"AL122020.1",459
"AL122023.1",530
"AL122034.1",4605
"AL122035.1",25623
"AL122035.2",1870
"AL122058.1",16202
"AL122125.1",600
"AL122126.1",1318
"AL122127.1",327
"AL132639.1",475
"AL132639.2",1359
"AL132639.3",996
"AL132640.1",2879
"AL132640.2",1698
"AL132640.3",182
"AL132642.1",4575
"AL132642.2",1998
"AL132655.1",2721
"AL132655.2",594
"AL132655.3",2488
"AL132656.1",490
"AL132656.2",17106
"AL132656.3",1595
"AL132656.4",2122
"AL132657.1",8761
"AL132657.2",358
"AL132671.1",2396
"AL132671.2",255361
"AL132708.1",34098
"AL132709.1",4042
"AL132711.1",3955
"AL132712.1",25746
"AL132712.2",2424
"AL132719.1",17667
"AL132765.1",553
"AL132765.2",351
"AL132777.1",618
"AL132780.1",25954
"AL132780.2",16381
"AL132780.3",35989
"AL132780.4",1135
"AL132780.5",1625
"AL132796.1",702
"AL132796.2",2669
"AL132796.3",900
"AL132800.1",7095
"AL132801.1",4752
"AL132819.1",7217
"AL132821.1",394
"AL132822.1",513
"AL132838.1",542
"AL132838.2",314
"AL132855.1",348
"AL132857.1",46315
"AL132857.2",335411
"AL132875.1",949
"AL132875.2",2738
"AL132989.1",5020
"AL132989.2",1126
"AL132994.1",400
"AL132994.2",687
"AL132996.1",17414
"AL133153.1",303
"AL133153.2",2911
"AL133163.1",949
"AL133163.2",1397
"AL133163.3",623
"AL133166.1",116915
"AL133167.1",10917
"AL133173.1",397
"AL133173.2",90
"AL133215.1",5108
"AL133215.2",977
"AL133215.3",448
"AL133216.1",12996
"AL133216.2",48965
"AL133217.1",85234
"AL133227.1",26335
"AL133230.1",7067
"AL133232.1",1064
"AL133240.1",10164
"AL133241.1",487
"AL133243.1",366
"AL133243.2",1621
"AL133243.3",3004
"AL133243.4",3109
"AL133244.1",6781
"AL133245.1",1365
"AL133247.1",36523
"AL133247.2",482
"AL133255.1",441
"AL133260.1",405
"AL133260.2",1161
"AL133264.1",955
"AL133264.2",9620
"AL133268.1",1401
"AL133268.2",3447
"AL133268.3",14826
"AL133270.1",279
"AL133271.1",291
"AL133279.1",4808
"AL133279.2",23113
"AL133279.3",2352
"AL133284.1",17880
"AL133297.1",1067
"AL133297.2",29802
"AL133299.1",917
"AL133304.1",2489
"AL133304.2",6165
"AL133304.3",165762
"AL133319.1",1319
"AL133320.1",2352
"AL133325.1",382
"AL133325.2",543
"AL133325.3",3674
"AL133329.1",6954
"AL133330.1",1458
"AL133330.2",4197
"AL133338.1",1517
"AL133338.2",736
"AL133342.1",27771
"AL133343.1",11938
"AL133343.2",12796
"AL133346.1",126448
"AL133351.1",9413
"AL133351.2",840
"AL133351.3",1501
"AL133351.4",106
"AL133352.1",24254
"AL133353.1",1917
"AL133355.1",2388
"AL133367.1",4063
"AL133368.1",814
"AL133368.2",984
"AL133370.1",5193
"AL133370.2",439
"AL133371.1",1464
"AL133371.2",406
"AL133371.3",3315
"AL133372.1",745
"AL133372.2",344647
"AL133372.3",39468
"AL133373.1",94
"AL133373.2",2828
"AL133375.1",10060
"AL133380.1",403
"AL133383.1",2167
"AL133383.2",2336
"AL133384.1",351
"AL133384.2",2954
"AL133387.1",488
"AL133387.2",10730
"AL133387.3",910
"AL133393.1",287
"AL133396.1",1005
"AL133396.2",397
"AL133399.1",298
"AL133406.1",747
"AL133406.2",2740
"AL133406.3",541
"AL133410.1",18270
"AL133410.2",1229
"AL133412.1",2992
"AL133415.1",1509
"AL133417.1",12326
"AL133419.1",12305
"AL133445.1",452
"AL133445.2",527
"AL133453.1",728
"AL133456.1",9735
"AL133457.1",987
"AL133461.1",268
"AL133464.1",100342
"AL133465.1",2115
"AL133466.1",150
"AL133467.1",1776
"AL133467.2",22372
"AL133467.3",29375
"AL133467.4",725
"AL133477.1",514
"AL133480.1",34414
"AL133481.1",26947
"AL133481.2",3326
"AL133481.3",2209
"AL133485.1",1622
"AL133492.1",3955
"AL133499.1",608
"AL133516.1",10332
"AL133517.1",748
"AL133520.1",700
"AL133523.1",31149
"AL133547.1",220
"AL133551.1",1222
"AL133553.1",489
"AL135744.1",629
"AL135746.1",1219
"AL135785.1",16004
"AL135786.1",214
"AL135786.2",615
"AL135787.1",1236
"AL135790.1",454
"AL135790.2",267
"AL135791.1",1371
"AL135818.1",9453
"AL135818.2",705
"AL135838.1",1015
"AL135901.1",333
"AL135902.1",11070
"AL135902.2",4335
"AL135903.1",4774
"AL135905.1",1404
"AL135908.1",49599
"AL135923.1",4311
"AL135923.2",668
"AL135924.1",521
"AL135924.2",448
"AL135925.1",1701
"AL135929.1",4002
"AL135929.2",790
"AL135934.1",5881
"AL135936.1",56088
"AL135937.1",12009
"AL135938.1",297
"AL135960.1",4954
"AL135978.1",1266
"AL135999.1",6977
"AL135999.2",1686
"AL135999.3",812
"AL136018.1",62052
"AL136038.1",351
"AL136038.2",375
"AL136038.3",1096
"AL136038.4",1261
"AL136038.5",554
"AL136040.1",1243
"AL136084.1",1348
"AL136084.2",25244
"AL136084.3",439
"AL136087.1",426
"AL136088.1",46379
"AL136090.1",626
"AL136097.1",2006
"AL136097.2",4803
"AL136097.3",11418
"AL136099.1",6890
"AL136100.1",330
"AL136115.1",956
"AL136115.2",69929
"AL136115.3",14846
"AL136116.1",381
"AL136116.2",785
"AL136116.3",1138
"AL136126.1",402
"AL136131.1",803
"AL136131.2",15049
"AL136131.3",188
"AL136139.1",222
"AL136140.1",1496
"AL136140.2",1705
"AL136141.1",369
"AL136146.1",1667
"AL136146.2",16580
"AL136162.1",1078
"AL136164.1",865
"AL136164.2",122264
"AL136164.3",3978
"AL136164.4",2135
"AL136172.1",1394
"AL136181.1",14011
"AL136221.1",509
"AL136226.1",802
"AL136228.1",484
"AL136231.1",730
"AL136234.1",49386
"AL136295.1",24317
"AL136295.2",1000
"AL136295.3",10874
"AL136295.4",10022
"AL136295.5",16185
"AL136295.6",658
"AL136295.7",1200
"AL136298.1",44638
"AL136298.2",1570
"AL136298.3",445
"AL136301.1",422
"AL136304.1",509
"AL136307.1",18715
"AL136309.1",691
"AL136309.2",21314
"AL136309.3",1486
"AL136309.4",10631
"AL136310.1",723
"AL136311.1",59343
"AL136313.1",202
"AL136317.1",226
"AL136317.2",6292
"AL136317.3",906
"AL136320.1",2455
"AL136322.1",9494
"AL136359.1",4874
"AL136360.1",1900
"AL136360.2",1386
"AL136361.1",1016
"AL136363.1",337
"AL136363.2",2335
"AL136366.1",40824
"AL136368.1",1852
"AL136369.1",956
"AL136369.2",10666
"AL136372.1",228
"AL136373.1",1449
"AL136376.1",4320
"AL136379.1",2642
"AL136380.1",162
"AL136382.1",32008
"AL136418.1",54112
"AL136419.1",81447
"AL136439.1",13027
"AL136452.1",439
"AL136454.1",522
"AL136455.1",1240
"AL136460.1",10873
"AL136501.1",27358
"AL136520.1",1322
"AL136526.1",2203
"AL136528.1",9835
"AL136528.2",2099
"AL136529.1",32292
"AL136531.1",964
"AL136531.2",75526
"AL136531.3",3658
"AL136537.1",46848
"AL136537.2",18893
"AL136961.1",3492
"AL136964.1",2990
"AL136967.1",441
"AL136967.2",743
"AL136968.1",946
"AL136968.2",354
"AL136972.1",8471
"AL136979.1",12078
"AL136980.1",1224
"AL136981.1",17042
"AL136981.2",734
"AL136982.1",17798
"AL136982.2",5998
"AL136982.3",1570
"AL136982.4",8270
"AL136982.5",294
"AL136982.6",31301
"AL136982.7",590
"AL136984.1",1893
"AL136985.1",12807
"AL136985.2",535
"AL136985.3",55687
"AL136987.1",20913
"AL136988.1",1582
"AL136988.2",9790
"AL137000.1",1526
"AL137001.1",865
"AL137002.1",182
"AL137002.2",4571
"AL137003.1",1515
"AL137003.2",2538
"AL137005.1",55938
"AL137013.1",1228
"AL137014.1",1250
"AL137022.1",392
"AL137024.1",30072
"AL137025.1",15116
"AL137026.1",10784
"AL137026.2",2212
"AL137027.1",5176
"AL137028.1",555
"AL137028.2",256
"AL137058.1",10313
"AL137058.2",42501
"AL137058.3",3099
"AL137060.1",2648
"AL137067.1",120
"AL137067.2",131
"AL137071.1",3226
"AL137072.1",466
"AL137074.1",465
"AL137076.1",1345
"AL137077.1",528
"AL137077.2",1608
"AL137078.1",1573
"AL137078.2",3350
"AL137100.1",1620
"AL137100.2",315
"AL137127.1",3402
"AL137129.1",42123
"AL137141.1",4836
"AL137145.1",2447
"AL137145.2",58296
"AL137159.1",512
"AL137161.1",390
"AL137186.1",10450
"AL137186.2",11631
"AL137190.1",282
"AL137191.1",5182
"AL137220.1",37557
"AL137222.1",1162
"AL137224.1",24911
"AL137230.1",13751
"AL137230.2",542348
"AL137244.1",865
"AL137246.1",977
"AL137246.2",662
"AL137247.1",7597
"AL137779.1",6097
"AL137779.2",13767
"AL137779.3",729
"AL137782.1",257348
"AL137783.1",1896
"AL137784.1",745
"AL137784.2",1000
"AL137784.3",2288
"AL137785.1",12422
"AL137786.1",3030
"AL137789.1",54631
"AL137789.2",2485
"AL137790.1",177
"AL137792.1",873
"AL137792.2",560
"AL137793.1",2091
"AL137793.2",15502
"AL137796.1",577
"AL137798.1",339
"AL137798.2",10646
"AL137798.3",343
"AL137802.1",1103
"AL137802.2",1110
"AL137804.1",8864
"AL137843.1",385
"AL137845.1",1110
"AL137845.2",988
"AL137847.1",14912
"AL137847.2",3124
"AL137847.3",109
"AL137849.1",169
"AL137856.1",16793
"AL137918.1",1922
"AL138478.1",832
"AL138479.1",484
"AL138686.1",19023
"AL138688.1",1594
"AL138688.2",1513
"AL138689.1",668
"AL138689.2",29483
"AL138690.1",2243
"AL138693.1",129
"AL138694.1",112963
"AL138709.1",1693
"AL138713.1",2130
"AL138720.1",428175
"AL138721.1",179
"AL138724.1",1088
"AL138725.1",1909
"AL138726.1",333
"AL138729.1",1636
"AL138731.1",32998
"AL138733.1",140345
"AL138733.2",958
"AL138737.1",26287
"AL138749.1",1538
"AL138752.1",351
"AL138752.2",480275
"AL138756.1",5176
"AL138759.1",33800
"AL138760.1",53627
"AL138762.1",1637
"AL138767.1",49841
"AL138767.2",14418
"AL138767.3",51295
"AL138775.1",4781
"AL138781.1",1617
"AL138781.2",1843
"AL138785.1",331
"AL138787.1",3961
"AL138787.2",21522
"AL138789.1",4411
"AL138799.1",1675
"AL138799.2",1198
"AL138799.3",350
"AL138799.4",43823
"AL138807.1",535
"AL138808.1",1521
"AL138812.1",4646
"AL138820.1",5305
"AL138825.1",192
"AL138826.1",87392
"AL138827.1",306
"AL138828.1",233816
"AL138828.2",383
"AL138830.1",12425
"AL138830.2",11403
"AL138831.1",2373
"AL138831.2",490
"AL138831.3",1458
"AL138847.1",546
"AL138847.2",1819
"AL138878.1",347
"AL138878.2",1241
"AL138880.1",642
"AL138880.2",481
"AL138881.1",30501
"AL138885.1",990
"AL138885.2",3037
"AL138885.3",3427
"AL138889.1",34309
"AL138889.2",242
"AL138895.1",1780
"AL138895.2",178
"AL138899.1",5956
"AL138899.2",499
"AL138900.1",4906
"AL138900.2",351
"AL138900.3",2353
"AL138902.1",14346
"AL138916.1",3901
"AL138916.2",2632
"AL138918.1",659
"AL138921.1",4334
"AL138921.2",712
"AL138930.1",34386
"AL138955.1",1040
"AL138957.1",1795
"AL138960.1",513
"AL138960.2",535
"AL138962.1",10627
"AL138963.1",1028
"AL138963.2",226
"AL138963.3",1145
"AL138966.1",313
"AL138966.2",464
"AL138974.1",91875
"AL138976.1",536
"AL138976.2",694
"AL138995.1",675
"AL138999.1",501
"AL139002.1",5713
"AL139005.1",1635
"AL139008.1",228
"AL139008.2",1815
"AL139010.1",24007
"AL139011.1",1035
"AL139011.2",67667
"AL139020.1",45910
"AL139021.1",28569
"AL139021.2",25619
"AL139022.1",12179
"AL139022.2",443
"AL139023.1",100472
"AL139035.1",2514
"AL139039.1",692
"AL139039.2",479
"AL139039.3",3511
"AL139041.1",610
"AL139042.1",122084
"AL139081.1",2493
"AL139082.1",3833
"AL139082.2",368
"AL139089.1",975
"AL139093.1",1014
"AL139094.1",1188
"AL139095.1",391
"AL139095.2",730
"AL139095.3",1203
"AL139095.4",22842
"AL139098.1",389
"AL139098.2",1034
"AL139099.1",2666
"AL139099.2",600
"AL139099.3",114
"AL139099.4",300
"AL139100.1",498
"AL139109.1",621
"AL139118.1",11992
"AL139120.1",6008
"AL139121.1",1095
"AL139123.1",430
"AL139124.1",421
"AL139125.1",26385
"AL139125.2",1869
"AL139128.1",1258
"AL139130.1",7384
"AL139132.1",344
"AL139135.1",209
"AL139135.2",433
"AL139142.1",57522
"AL139147.1",11164
"AL139148.1",680
"AL139156.1",841
"AL139156.2",340
"AL139156.3",394
"AL139158.1",340
"AL139158.2",71712
"AL139158.3",11130
"AL139161.1",13947
"AL139161.2",1253
"AL139174.1",886
"AL139184.1",15621
"AL139193.1",1177
"AL139193.2",2042
"AL139220.1",520
"AL139220.2",85471
"AL139230.1",1784
"AL139231.1",8850
"AL139237.1",1793
"AL139237.2",10962
"AL139240.1",2420
"AL139241.1",4553
"AL139246.1",959
"AL139246.2",3479
"AL139246.3",2974
"AL139246.4",1043
"AL139246.5",17397
"AL139247.1",325
"AL139254.1",950
"AL139254.2",2716
"AL139254.3",1619
"AL139260.1",59397
"AL139260.2",35162
"AL139260.3",17117
"AL139274.1",936
"AL139274.2",4127
"AL139275.1",10731
"AL139275.2",4672
"AL139276.1",1001
"AL139280.1",1013
"AL139281.1",335
"AL139286.1",483
"AL139286.2",396
"AL139287.1",1109
"AL139288.1",933
"AL139289.1",4043
"AL139289.2",3975
"AL139294.1",27066
"AL139300.1",122963
"AL139300.2",8457
"AL139316.1",2287
"AL139317.1",27160
"AL139317.2",158
"AL139317.3",2504
"AL139317.4",760
"AL139327.1",2125
"AL139327.2",1077
"AL139327.3",754
"AL139327.4",153
"AL139339.1",9850
"AL139339.2",657
"AL139344.1",569
"AL139348.1",2208
"AL139349.1",839
"AL139350.1",513
"AL139351.1",320
"AL139352.1",39646
"AL139353.1",123130
"AL139353.2",32598
"AL139353.3",411
"AL139354.1",1075
"AL139383.1",321563
"AL139384.1",3047
"AL139384.2",3590
"AL139385.1",3272
"AL139390.1",2364
"AL139393.1",38692
"AL139393.2",2025
"AL139395.1",160
"AL139396.1",167
"AL139397.1",1287
"AL139397.2",772
"AL139398.1",7901
"AL139400.1",510
"AL139407.1",1175
"AL139412.1",10166
"AL139413.1",217
"AL139415.1",352
"AL139415.2",163
"AL139418.1",177
"AL139420.1",1049
"AL139420.2",788
"AL139421.1",169
"AL139423.1",15093
"AL139424.1",797
"AL139424.2",2017
"AL139424.3",5245
"AL139805.1",2433
"AL139806.1",12083
"AL139807.1",85648
"AL139811.1",3103
"AL139811.2",1630
"AL139819.1",10828
"AL139823.1",5467
"AL139824.1",3194
"AL139824.2",1360
"AL157359.1",13795
"AL157359.2",17926
"AL157359.3",217
"AL157366.1",418
"AL157371.1",577
"AL157371.2",39433
"AL157373.1",1670
"AL157373.2",1187
"AL157378.1",30739
"AL157384.1",2473
"AL157385.1",546
"AL157387.1",1163
"AL157392.1",1640
"AL157392.2",26818
"AL157392.3",37303
"AL157392.4",345
"AL157392.5",45883
"AL157394.1",1224
"AL157395.1",5082
"AL157396.1",9539
"AL157398.1",186
"AL157400.1",4534
"AL157400.2",5386
"AL157400.3",32491
"AL157400.4",3634
"AL157400.5",621
"AL157401.1",455
"AL157402.1",1145
"AL157402.2",9509
"AL157407.1",904
"AL157413.1",10874
"AL157414.1",7178
"AL157414.2",1388
"AL157414.3",1954
"AL157687.1",619
"AL157688.1",8638
"AL157698.1",1011
"AL157700.1",1432
"AL157702.1",426
"AL157702.2",31900
"AL157709.1",967
"AL157712.1",4160
"AL157713.1",1531
"AL157714.1",625
"AL157714.2",105315
"AL157756.1",8645
"AL157762.1",415
"AL157770.1",439
"AL157777.1",304
"AL157777.2",137
"AL157778.1",291126
"AL157786.1",29777
"AL157788.1",349
"AL157791.1",1699
"AL157791.2",478
"AL157813.1",587
"AL157815.1",2117
"AL157817.1",790
"AL157823.1",1020
"AL157823.2",3081
"AL157827.1",132
"AL157831.1",1215
"AL157831.2",3095
"AL157832.1",592
"AL157832.2",8396
"AL157832.3",21989
"AL157834.1",26501
"AL157834.2",2902
"AL157834.3",103
"AL157838.1",23094
"AL157871.1",3540
"AL157871.2",723
"AL157871.3",293
"AL157871.4",20272
"AL157871.5",1625
"AL157871.6",11498
"AL157882.1",9071
"AL157884.1",454
"AL157884.2",1165
"AL157884.3",33021
"AL157888.1",593
"AL157893.1",2038
"AL157895.1",18223
"AL157896.1",13322
"AL157899.1",936
"AL157902.1",8939
"AL157902.2",1492
"AL157904.1",383
"AL157911.1",122668
"AL157912.1",22076
"AL157931.1",6012
"AL157931.2",463
"AL157932.1",521
"AL157935.1",6450
"AL157935.2",38173
"AL157937.1",10683
"AL157938.1",1038
"AL157938.2",34654
"AL157938.3",4296
"AL157955.1",4825
"AL157955.2",17715
"AL157996.1",2299
"AL158013.1",2574
"AL158032.1",106
"AL158032.2",195
"AL158042.1",460
"AL158047.1",881
"AL158050.1",457
"AL158050.2",568
"AL158053.1",453
"AL158055.1",69151
"AL158058.1",46067
"AL158062.1",745
"AL158063.1",536
"AL158064.1",32833
"AL158066.1",123849
"AL158066.2",1262
"AL158068.1",616
"AL158068.2",23506
"AL158069.1",689
"AL158070.1",3995
"AL158070.2",1621
"AL158071.1",461
"AL158071.2",2348
"AL158071.3",43950
"AL158071.4",4125
"AL158073.1",1104
"AL158077.1",174
"AL158090.1",20502
"AL158147.1",75
"AL158151.1",33778
"AL158151.2",2413
"AL158151.3",1769
"AL158151.4",507
"AL158152.1",1435
"AL158152.2",34339
"AL158154.1",3348
"AL158154.2",46864
"AL158156.1",473
"AL158163.1",1649
"AL158163.2",700
"AL158166.1",1470
"AL158166.2",5142
"AL158168.1",8950
"AL158175.1",60717
"AL158196.1",434
"AL158198.1",105653
"AL158201.1",1248
"AL158206.1",1965
"AL158207.1",478
"AL158207.2",3006
"AL158209.1",32718
"AL158209.2",216
"AL158210.1",6631
"AL158211.1",763
"AL158211.2",395
"AL158211.3",239
"AL158211.4",584
"AL158211.5",2518
"AL158212.1",17377
"AL158212.2",1230
"AL158212.3",4237
"AL158212.4",1286
"AL158214.1",404
"AL158801.1",348
"AL158801.2",9309
"AL158801.3",13668
"AL158801.4",459
"AL158801.5",465
"AL158817.1",17694
"AL158819.1",8947
"AL158823.1",478
"AL158824.1",450
"AL158825.1",521
"AL158825.2",6209
"AL158827.1",391
"AL158827.2",330
"AL158828.1",289
"AL158829.1",11684
"AL158832.1",5037
"AL158834.1",1144
"AL158834.2",3186
"AL158835.1",19131
"AL158835.2",26449
"AL158835.3",595
"AL158835.4",42110
"AL158837.1",5992
"AL158839.1",876
"AL158840.1",17241
"AL158847.1",49433
"AL158850.1",15946
"AL158850.2",118025
"AL159152.1",2587
"AL159153.1",317
"AL159163.1",98031
"AL159166.1",1295
"AL159169.1",127
"AL159169.2",1269
"AL159169.3",561
"AL159174.1",6170
"AL159972.1",448
"AL159987.1",2306
"AL159987.2",2626
"AL159990.1",4817
"AL159990.2",4817
"AL160004.1",737
"AL160004.2",631
"AL160006.1",4216
"AL160035.1",26030
"AL160153.1",5543
"AL160162.1",37418
"AL160163.1",1110
"AL160175.1",247
"AL160191.1",43065
"AL160191.2",601
"AL160191.3",2203
"AL160236.1",195
"AL160236.2",102872
"AL160237.1",704
"AL160237.2",10116
"AL160237.3",1337
"AL160262.1",19399
"AL160269.1",116707
"AL160270.1",2715
"AL160270.2",473
"AL160271.1",4797
"AL160272.1",120534
"AL160272.2",173322
"AL160274.1",1515
"AL160275.1",394
"AL160275.2",471
"AL160279.1",721
"AL160281.1",368
"AL160286.1",2471
"AL160286.2",934
"AL160286.3",5722
"AL160287.1",44663
"AL160290.1",1928
"AL160290.2",161259
"AL160290.3",165
"AL160291.1",7675
"AL160313.1",21185
"AL160313.2",2204
"AL160314.1",438
"AL160314.2",63952
"AL160314.3",3097
"AL160394.1",724
"AL160396.1",40351
"AL160408.1",36888
"AL160408.2",2476
"AL160408.3",26631
"AL160408.4",6834
"AL160408.5",2906
"AL160408.6",10838
"AL160411.1",11516
"AL160412.1",2923
"AL160413.1",310
"AL161420.1",264
"AL161421.1",1901
"AL161423.1",262
"AL161431.1",4205
"AL161447.1",230
"AL161449.1",1199
"AL161452.1",3175
"AL161454.1",569
"AL161457.1",2527
"AL161457.2",12620
"AL161616.1",286
"AL161616.2",18011
"AL161618.1",2863
"AL161621.1",1499
"AL161629.1",9205
"AL161629.2",275
"AL161630.1",8422
"AL161631.1",486
"AL161636.1",17159
"AL161636.2",927
"AL161637.1",412
"AL161638.1",5284
"AL161638.2",2079
"AL161640.1",4791
"AL161644.1",1967
"AL161645.1",1255
"AL161646.1",5336
"AL161646.2",872
"AL161651.1",223
"AL161658.1",1967
"AL161668.1",8661
"AL161668.2",1078
"AL161668.3",5100
"AL161669.1",4163
"AL161669.2",42
"AL161669.3",777
"AL161670.1",137
"AL161670.2",1227
"AL161672.1",818
"AL161713.1",145
"AL161716.1",125254
"AL161719.1",556
"AL161722.1",1032
"AL161722.2",981
"AL161722.3",2983
"AL161725.1",39757
"AL161725.2",7837
"AL161727.1",530
"AL161729.1",1402
"AL161729.2",456
"AL161729.3",673
"AL161729.4",476
"AL161733.1",11670
"AL161734.1",557
"AL161740.1",32872
"AL161742.1",584
"AL161747.1",358
"AL161747.2",1578
"AL161751.1",20978
"AL161752.1",1186
"AL161756.1",9169
"AL161756.2",246
"AL161756.3",2608
"AL161757.1",321
"AL161757.2",15415
"AL161757.3",6379
"AL161757.4",76141
"AL161757.5",81571
"AL161772.1",4412
"AL161773.1",863
"AL161781.1",403
"AL161781.2",5344
"AL161782.1",15042
"AL161785.1",3271
"AL161785.2",1493
"AL161785.3",2520
"AL161787.1",174
"AL161788.1",169
"AL161793.1",742
"AL161798.1",131
"AL161804.1",2689
"AL161891.1",4636
"AL161896.1",3582
"AL161901.1",3425
"AL161908.1",24107
"AL161908.2",538
"AL161909.1",712
"AL161909.2",1240
"AL161911.1",371
"AL161912.1",11983
"AL161912.2",3007
"AL161912.3",628
"AL161912.4",2468
"AL161931.1",246
"AL161932.1",146
"AL161932.2",1806
"AL161935.1",1619
"AL161935.2",60
"AL161935.3",14305
"AL161937.1",5381
"AL161937.2",3338
"AL161938.1",2180
"AL162151.1",1254
"AL162151.2",158
"AL162171.1",897
"AL162171.2",16169
"AL162171.3",3178
"AL162231.1",1950
"AL162231.2",15634
"AL162231.3",10469
"AL162231.4",4127
"AL162233.1",4438
"AL162253.1",4505
"AL162254.1",29771
"AL162258.1",8009
"AL162258.2",2960
"AL162274.1",1098
"AL162274.2",332
