"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","Overall_Survival","Censor_1dead_0alive","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex","p.value.Overall_Survival","p.value.Censor_1dead_0alive"
"41","salmon","MicrogliByothers_Zhang_Cuffdiff2FCover20__","User",3.6091317654476e-15,-0.00415648636121769,-0.00457509010871678,0.0143224587419727,0.00919486221424213,-0.00536787364350057,0.0382361381787107,-0.0395948676757034,0.01555188418096,0.00430208936447639,0.0448716218695595,-0.0420347538059311,0.934705232467667,0.928146258659236,0.777701189285127,0.856180494360468,0.915738052889075,0.450893804628174,0.434956993035124,0.759183953931235,0.932423300019978,0.376219247110141,0.407167385818034
"42","salmon","MonoByMicro_Zhang_Cuffdiff2FCover20__","User",1.10936362846863e-19,-0.00415648636121769,-0.00457509010871678,0.0143224587419727,0.00919486221424213,-0.00536787364350057,0.0382361381787107,-0.0395948676757034,0.01555188418096,0.00430208936447639,0.0448716218695595,-0.0420347538059311,0.934705232467667,0.928146258659236,0.777701189285127,0.856180494360468,0.915738052889075,0.450893804628174,0.434956993035124,0.759183953931235,0.932423300019978,0.376219247110141,0.407167385818034
"43","salmon","endoBYoFC5__","User",5.31844589054891e-06,-0.00415648636121769,-0.00457509010871678,0.0143224587419727,0.00919486221424213,-0.00536787364350057,0.0382361381787107,-0.0395948676757034,0.01555188418096,0.00430208936447639,0.0448716218695595,-0.0420347538059311,0.934705232467667,0.928146258659236,0.777701189285127,0.856180494360468,0.915738052889075,0.450893804628174,0.434956993035124,0.759183953931235,0.932423300019978,0.376219247110141,0.407167385818034
"44","salmon","EndotheByothers_Zhang_Cuffdiff2FCover20__","User",0.00268606813520155,-0.00415648636121769,-0.00457509010871678,0.0143224587419727,0.00919486221424213,-0.00536787364350057,0.0382361381787107,-0.0395948676757034,0.01555188418096,0.00430208936447639,0.0448716218695595,-0.0420347538059311,0.934705232467667,0.928146258659236,0.777701189285127,0.856180494360468,0.915738052889075,0.450893804628174,0.434956993035124,0.759183953931235,0.932423300019978,0.376219247110141,0.407167385818034
"45","salmon","nscBYnpc_Walker_FC5___","User",2.47504159767965e-17,-0.00415648636121769,-0.00457509010871678,0.0143224587419727,0.00919486221424213,-0.00536787364350057,0.0382361381787107,-0.0395948676757034,0.01555188418096,0.00430208936447639,0.0448716218695595,-0.0420347538059311,0.934705232467667,0.928146258659236,0.777701189285127,0.856180494360468,0.915738052889075,0.450893804628174,0.434956993035124,0.759183953931235,0.932423300019978,0.376219247110141,0.407167385818034
"46","steelblue","PNSCbyQNSC_Ben_FC5___","User",7.66925917545912e-116,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"47","steelblue","macrophagesBYoFC5__","User",1.40161275184151e-26,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"48","steelblue","PSVZbyQSVZ_Morizur_FC5___","User",2.65600732842116e-55,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"49","steelblue","aRG_BY_qRG_ThanTrong_up__","User",6.28144477398126e-36,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"50","steelblue","nscBYnpc_Walker_FC5___","User",6.00689713434477e-30,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"51","steelblue","MicrogliByothers_Zhang_Cuffdiff2FCover20__","User",2.99075246576522e-23,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"52","steelblue","microgliaBYoFC5__","User",8.3795185102158e-10,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"53","steelblue","PGBCbyQGBC_Aulestia_FC5___","User",3.69612044152426e-10,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
"54","steelblue","MacroByMicro_Zhang_Cuffdiff2FCover20__","User",3.91208946511196e-07,0.00494819804906867,0.0187713255931174,-0.00630188184646799,-0.0229266630210379,-0.0212381087634153,0.111431031263671,0.0277502491402366,-0.0105572276628111,-0.0210609747992277,-0.0431846461039151,-0.0507166306677413,0.922304227253457,0.711365235607472,0.901145902623734,0.651302571813599,0.675465298406611,0.0275794467264591,0.58432775754665,0.835156273633584,0.67801999569306,0.39444475673288,0.317170421146027
