"Module","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","Overall_Survival","Censor_1dead_0alive","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex","p.value.Overall_Survival","p.value.Censor_1dead_0alive"
"MEHuAgeGBsplit_34","0.114996122660356","-0.192961153408819","-0.0813038241252651","0.032907927924656","-0.0854192066748351","-0.00436984436328123","-0.0280886668126785","0.0555919739440567","0.0281883168806736","-0.0402787618695889","0.189771358404401","0.0229557557238487","0.000123291445907355","0.108451945781737","0.51646471796195","0.0916549473185263","0.931361611502197","0.579751009991529","0.272821153833424","0.578406545359492","0.427059608510751","0.000160117559665766"
"MEHuAgeGBsplit_06","-0.0120241212592369","0.0273832599154078","0.0202424083553214","-0.00992077238905072","-0.0653480269643547","0.0848478113870438","0.0357030644426214","0.01715692578365","-0.00526524369980692","-0.0222801241789484","0.192954713253732","0.812649849382759","0.589309749218839","0.68987324495075","0.844964497448848","0.197253819909083","0.0938542746995795","0.481466057145881","0.735216271688674","0.91734327226417","0.660513044948744","0.00012335704594434"
"MEHuAgeGBsplit_24","-0.114649748796921","0.0312855426551956","-0.0300771633581427","0.112032136978792","-0.179006916720215","-0.112887646051432","-0.13113684807124","0.194424307230476","0.106974341510711","0.00409961696629539","0.0194618739652246","0.023373451021724","0.537365382407426","0.553202945664495","0.0267478891885352","0.000375010854462684","0.0256016360600122","0.00943213268136303","0.000109207853072101","0.0344658056320313","0.935596652284327","0.701246857660856"
"MEHuAgeGBsplit_09","0.0499768002955936","-0.0756235482676126","-0.011553450051858","0.0068961466606816","-0.0280062972704377","0.0345946012093097","-0.015059586423665","0.137969817967864","0.00828312728384259","0.0654397959520445","-0.0153379824558647","0.324290481598793","0.135513256790777","0.819855482812463","0.891878591481072","0.580863429267164","0.495189620639638","0.766582953895467","0.00628515732360855","0.87030849222737","0.196624034318765","0.76239614161873"
"MEHuAgeGBsplit_07","-0.00554198181495691","0.00100921105339341","0.0266397732600692","0.0058677739130361","-0.0177373216046106","-0.0422418288450519","0.0160748394409907","0.0258600969438855","0.00539366427785099","-0.0755384888681348","0.0254668387946433","0.91301563953949","0.984129550711178","0.599462161901383","0.907924200869176","0.726610826937031","0.404858441317842","0.75134818376549","0.610192693771497","0.915334719040066","0.135954753010637","0.615637058372088"
"MEHuAgeGBsplit_17","0.0502736921785377","-0.00363315979221626","-0.0349467993304134","-0.0581937990138219","0.191376364681325","-0.00145661478776041","0.0247044900882594","-0.0251178718874523","-0.0525882267090472","-0.0210557777511366","-0.0143250968219868","0.321420860435529","0.942911238360501","0.490806724091556","0.250969874896478","0.000140460850059896","0.977095488328412","0.626251243022646","0.620485967690957","0.299617749814859","0.678095005496719","0.77766131616383"
"MEHuAgeGBsplit_14","-0.0505211020809912","0.056381257516245","0.0836431590531206","0.011070130165831","0.0266059824069159","-0.00946799612044266","-0.0458555946158787","0.0445775830396411","0.0115578520239664","0.0778419680743996","-0.0289395895393674","0.319042166811607","0.266059621015235","0.0986291287235004","0.827270552136024","0.599925449805938","0.851956794356886","0.365831886458323","0.37935813362763","0.819788020580251","0.12438403898458","0.568317786800957"
"MEHuAgeGBsplit_18","-0.00128653149275786","0.0275851021260864","-0.0172346920195072","-0.0232291255938749","-0.037808501315091","-0.0921308853258459","0.135197860140543","0.068100956293955","-0.0255556950307702","-0.094862780151119","0.0623648154573367","0.979769351142839","0.586567263090971","0.734061292847325","0.647011771479672","0.455976942231032","0.0687879781228476","0.0074260846352257","0.178994168557686","0.614405051521507","0.060928703069877","0.21853455429502"
"MEHuAgeGBsplit_22","0.0190010805084237","-0.0773055666899349","-0.00534705126366981","0.0462767736440476","0.0291732263233727","-0.1416557881097","-0.0847736269466983","-0.0972938365269545","0.0551566382699286","0.113983852887358","-0.0579515280525831","0.707992982094581","0.127007642416459","0.916063705110426","0.361440713109793","0.565197480116777","0.00501205366180931","0.0941428807145676","0.0545725173550154","0.276600212995716","0.0241949479466567","0.252951641267637"
"MEHuAgeGBsplit_00","0.0734807410286698","-0.141693231896434","-0.0626846277607006","0.0375658515463445","-0.00350078715880472","0.028403988361328","-0.115738843975133","0.0309106814052748","0.0441124685581385","0.0476838523633144","-0.0345104605256956","0.146975758184107","0.00500040930491092","0.216177540331911","0.458875435812295","0.944987894630879","0.575501746823582","0.0220818230952358","0.542254109413541","0.384355916224159","0.34701068786696","0.496239775061577"
"MEHuAgeGBsplit_15","0.0253842559917223","-0.042454144979416","-0.0140360095671333","0.00713811671895113","0.0130696053928709","0.0582645915104164","-0.0565157512977988","-0.0167940468126071","0.00725576265949002","0.0152164166750471","-0.0414559620151437","0.61678305145722","0.402499173405686","0.78203415854604","0.88810930684282","0.796701501358765","0.250392838580332","0.264919015747042","0.740613575141977","0.886277583969997","0.76422353193004","0.413662431260107"
"MEHuAgeGBsplit_13","-0.00415648636121769","-0.00457509010871678","0.0143224587419727","0.00919486221424213","-0.00536787364350057","0.0382361381787107","-0.0395948676757034","0.01555188418096","0.00430208936447639","0.0448716218695595","-0.0420347538059311","0.934705232467667","0.928146258659236","0.777701189285127","0.856180494360468","0.915738052889075","0.450893804628174","0.434956993035124","0.759183953931235","0.932423300019978","0.376219247110141","0.407167385818034"
"MEHuAgeGBsplit_02","-0.0114798194738393","-0.0224044853853336","-0.0534705126366981","0.0341782707305711","-0.0303401553763076","-0.10560457211263","-0.0245352812520384","0.0585673003607543","0.0340314531816789","0.0573972558047536","0.000217046921545255","0.820984101542672","0.658737379453066","0.291571492709438","0.500397346226726","0.549736735773882","0.0368565470211368","0.628617738761635","0.24793584297399","0.502240709799398","0.257526331485253","0.996586593086831"
"MEHuAgeGBsplit_21","0.104110086952405","-0.154207448958512","0.101928164713706","0.0113725927386679","-0.0560125945408755","0.136193482655598","-0.0544852452631474","0.113455405575699","0.00911786104112906","0.0781114491601723","0.0414559620151437","0.039624007626219","0.00222966472400029","0.0439785766669127","0.822628346268895","0.269203399664814","0.00699657798515467","0.28249782870431","0.0248645100978906","0.857371975768138","0.123081965943806","0.413662431260107"
"MEHuAgeGBsplit_38","0.0323612152409091","0.00928474169121934","-0.0473595969067898","-0.0479100715373669","0.0784176323572257","0.0895818094472652","0.0355338556064005","-0.0262005846557855","-0.0587524144551626","0.0421556633929938","0.00491973022169245","0.523460662703265","0.85479015299047","0.350303209790049","0.344725293660871","0.121615451933554","0.0768516706678419","0.483547558405354","0.605496172333723","0.246441636449966","0.405818261248785","0.922749826321568"
"MEHuAgeGBsplit_30","0.00494819804906867","0.0187713255931174","-0.00630188184646799","-0.0229266630210379","-0.0212381087634153","0.111431031263671","0.0277502491402366","-0.0105572276628111","-0.0210609747992277","-0.0431846461039151","-0.0507166306677413","0.922304227253457","0.711365235607472","0.901145902623734","0.651302571813599","0.675465298406611","0.0275794467264591","0.58432775754665","0.835156273633584","0.67801999569306","0.39444475673288","0.317170421146027"
"MEHuAgeGBsplit_29","-0.0560630838959481","0.0386864237134139","0.0171869504903672","0.0337548231285994","-0.0949880249089014","-0.0335021401184894","-0.00998332133703632","0.0724708665592458","0.0322977753780839","0.00854021411062753","-0.0900021234674325","0.268771356377157","0.445576161565178","0.734770275940907","0.505723629205857","0.0605869368171559","0.508916075449988","0.843999486749961","0.152627521069248","0.52427558826855","0.866320366428448","0.0754715475309896"
"MEHuAgeGBsplit_03","0.0197927921962747","-0.00612254705725333","0.0325119813442781","-0.0186921870013212","-0.00210047229528283","0.0768364300543616","0.0181053454756421","-0.010751017484093","-0.0123925857812529","-0.0635113345198521","0.0478226717138046","0.696416534470547","0.903945250884002","0.521526576618835","0.712528108971687","0.966976041032134","0.129337235751893","0.721171860406442","0.83217482747951","0.807019899217474","0.210169332793207","0.345607119919019"
"MEHuAgeGBsplit_25","-0.0143497743422992","0.0244229074921204","-0.0450680035080741","-0.00441595356341892","-0.118559991778186","0.100870574052408","0.0514394862111702","-0.0219734563209937","0.00828312728384259","-0.0868734111597653","0.10613594463563","0.777288357344171","0.630191464156013","0.374131778874548","0.930639171772488","0.0190197754319039","0.0462300176988494","0.310313114057366","0.664899864990656","0.87030849222737","0.086243456252933","0.0359129104558604"
