"","GeneL","modulesA1L"
"14304","SGSM1","HuAgeGBsplit_08"
"14305","FGF12","HuAgeGBsplit_02"
"14306","HEPACAM2","HuAgeGBsplit_16"
"14307","POU5F1","HuAgeGBsplit_01"
"14308","DCK","HuAgeGBsplit_02"
"14309","FCHO1","HuAgeGBsplit_34"
"14310","LINC00507","HuAgeGBsplit_01"
"14311","AC018868.2","HuAgeGBsplit_02"
"14312","HDAC7","HuAgeGBsplit_33"
"14313","AC005336.2","HuAgeGBsplit_01"
"14314","OSTC","HuAgeGBsplit_02"
"14315","ODF2L","HuAgeGBsplit_01"
"14316","NOL9","HuAgeGBsplit_02"
"14317","AC245036.4","HuAgeGBsplit_14"
"14318","AC112200.1","HuAgeGBsplit_02"
"14319","AKR1B1","HuAgeGBsplit_07"
"14320","ATG14","HuAgeGBsplit_12"
"14321","NHP2","HuAgeGBsplit_10"
"14322","ATP5MG","HuAgeGBsplit_14"
"14323","TMEM79","HuAgeGBsplit_12"
"14324","FAM209B","HuAgeGBsplit_01"
"14325","IFNWP15","HuAgeGBsplit_01"
"14326","MT-ND4","HuAgeGBsplit_05"
"14327","GRPEL2","HuAgeGBsplit_01"
"14328","PRKAA2","HuAgeGBsplit_02"
"14329","ZNF44","HuAgeGBsplit_01"
"14330","PHF10","HuAgeGBsplit_02"
"14331","RSL24D1","HuAgeGBsplit_01"
"14332","FBXW12","HuAgeGBsplit_01"
"14333","TANC1","HuAgeGBsplit_02"
"14334","TRAJ51","HuAgeGBsplit_02"
"14335","TAF6","HuAgeGBsplit_07"
"14336","USP38","HuAgeGBsplit_02"
"14337","AC009509.1","HuAgeGBsplit_27"
"14338","HMGN1P17","HuAgeGBsplit_02"
"14339","SEC13","HuAgeGBsplit_02"
"14340","HMSD","HuAgeGBsplit_13"
"14341","MVB12B","HuAgeGBsplit_06"
"14342","PHF1","HuAgeGBsplit_01"
"14343","LINC01366","HuAgeGBsplit_29"
"14344","AL078603.1","HuAgeGBsplit_34"
"14345","NCAPD3","HuAgeGBsplit_14"
"14346","PBX2","HuAgeGBsplit_01"
"14347","CCDC127","HuAgeGBsplit_10"
"14348","ACP2","HuAgeGBsplit_18"
"14349","AC010457.1","HuAgeGBsplit_01"
"14350","MED28","HuAgeGBsplit_01"
"14351","FAAP20","HuAgeGBsplit_02"
"14352","NDUFB4","HuAgeGBsplit_01"
"14353","ZNF224","HuAgeGBsplit_02"
"14354","LATS2","HuAgeGBsplit_17"
"14355","SCCPDH","HuAgeGBsplit_24"
"14356","MYBBP1A","HuAgeGBsplit_01"
"14357","MARCKSL1P2","HuAgeGBsplit_22"
"14358","GRHPR","HuAgeGBsplit_13"
"14359","AC034199.1","HuAgeGBsplit_29"
"14360","VPS51","HuAgeGBsplit_14"
"14361","BARD1","HuAgeGBsplit_16"
"14362","OR1M4P","HuAgeGBsplit_03"
"14363","EPHA7","HuAgeGBsplit_24"
"14364","MON2","HuAgeGBsplit_33"
"14365","AC245187.2","HuAgeGBsplit_02"
"14366","CD33","HuAgeGBsplit_01"
"14367","BNIP3L","HuAgeGBsplit_12"
"14368","RNA5SP208","HuAgeGBsplit_26"
"14369","PIGQ","HuAgeGBsplit_01"
"14370","AKT1","HuAgeGBsplit_12"
"14371","LINC01230","HuAgeGBsplit_02"
"14372","SEC23B","HuAgeGBsplit_19"
"14373","AC092803.1","HuAgeGBsplit_35"
"14374","NUP50","HuAgeGBsplit_07"
"14375","AC104852.1","HuAgeGBsplit_01"
"14376","AC005262.1","HuAgeGBsplit_21"
"14377","YLPM1","HuAgeGBsplit_12"
"14378","ARL8A","HuAgeGBsplit_01"
"14379","MUC6","HuAgeGBsplit_01"
"14380","EDDM3DP","HuAgeGBsplit_23"
"14381","Z97988.1","HuAgeGBsplit_23"
"14382","TSR2","HuAgeGBsplit_01"
"14383","ATPAF1","HuAgeGBsplit_01"
"14384","RNU11","HuAgeGBsplit_36"
"14385","AC112191.1","HuAgeGBsplit_26"
"14386","AC016866.1","HuAgeGBsplit_01"
"14387","SH3YL1","HuAgeGBsplit_01"
"14388","FEM1AP2","HuAgeGBsplit_09"
"14389","AL162632.2","HuAgeGBsplit_25"
"14390","RBM25","HuAgeGBsplit_12"
"14391","HDDC2","HuAgeGBsplit_01"
"14392","KRT8P45","HuAgeGBsplit_02"
"14393","HPGDS","HuAgeGBsplit_02"
"14394","RPS7P10","HuAgeGBsplit_01"
"14395","NSMCE4A","HuAgeGBsplit_15"
"14396","AC108210.2","HuAgeGBsplit_02"
"14397","DOLPP1","HuAgeGBsplit_06"
"14398","SGPP1","HuAgeGBsplit_01"
"14399","XRCC6","HuAgeGBsplit_07"
"14400","SET","HuAgeGBsplit_06"
"14401","DHODH","HuAgeGBsplit_02"
"14402","WDR4","HuAgeGBsplit_17"
"14403","CRIP1P4","HuAgeGBsplit_04"
"14404","TRIM51DP","HuAgeGBsplit_02"
"14405","ADAMTS3","HuAgeGBsplit_09"
"14406","RPL7P4","HuAgeGBsplit_02"
"14407","TRPT1","HuAgeGBsplit_14"
"14408","RFNG","HuAgeGBsplit_11"
"14409","DNAJB5-AS1","HuAgeGBsplit_22"
"14410","AL021937.1","HuAgeGBsplit_02"
"14411","CLDN10","HuAgeGBsplit_02"
"14412","SPPL2A","HuAgeGBsplit_28"
"14413","AL137074.1","HuAgeGBsplit_31"
"14414","RNU6-635P","HuAgeGBsplit_23"
"14415","GPR137","HuAgeGBsplit_14"
"14416","MPPE1","HuAgeGBsplit_02"
"14417","AC106788.2","HuAgeGBsplit_01"
"14418","MYO6","HuAgeGBsplit_02"
"14419","SCARB2","HuAgeGBsplit_02"
"14420","PCNT","HuAgeGBsplit_17"
"14421","EDF1","HuAgeGBsplit_06"
"14422","AC008269.1","HuAgeGBsplit_02"
"14423","AL157834.2","HuAgeGBsplit_37"
"14424","ZNF175","HuAgeGBsplit_02"
"14425","ANAPC13","HuAgeGBsplit_01"
"14426","AC007106.1","HuAgeGBsplit_28"
"14427","TRPM4","HuAgeGBsplit_02"
"14428","AC104465.1","HuAgeGBsplit_27"
"14429","SLC24A1","HuAgeGBsplit_01"
"14430","XCR1","HuAgeGBsplit_02"
"14431","YRDC","HuAgeGBsplit_02"
"14432","ZNF184","HuAgeGBsplit_01"
"14433","TRAV38-1","HuAgeGBsplit_13"
"14434","FAM231C","HuAgeGBsplit_02"
"14435","WDR34","HuAgeGBsplit_06"
"14436","LYSMD3","HuAgeGBsplit_10"
"14437","SMARCA1","HuAgeGBsplit_02"
"14438","HTATSF1","HuAgeGBsplit_01"
"14439","IRX4","HuAgeGBsplit_11"
"14440","PHF20L1","HuAgeGBsplit_01"
"14441","EIF5A","HuAgeGBsplit_01"
"14442","ZNF521","HuAgeGBsplit_01"
"14443","RBM23","HuAgeGBsplit_12"
"14444","ATP5MC2","HuAgeGBsplit_01"
"14445","MRPS33","HuAgeGBsplit_07"
"14446","AL391903.2","HuAgeGBsplit_29"
"14447","CAPNS1","HuAgeGBsplit_02"
"14448","RF00478","HuAgeGBsplit_26"
"14449","SFTPA3P","HuAgeGBsplit_04"
"14450","YWHAZ","HuAgeGBsplit_01"
"14451","CROCC2","HuAgeGBsplit_11"
"14452","AL122058.1","HuAgeGBsplit_06"
"14453","AL590004.2","HuAgeGBsplit_02"
"14454","RNU6-718P","HuAgeGBsplit_01"
"14455","SLC39A13","HuAgeGBsplit_18"
"14456","AL022722.2","HuAgeGBsplit_09"
"14457","EHD4","HuAgeGBsplit_02"
"14458","RBPJ","HuAgeGBsplit_02"
"14459","RN7SL296P","HuAgeGBsplit_09"
"14460","Z98259.3","HuAgeGBsplit_02"
"14461","LINC00663","HuAgeGBsplit_09"
"14462","RNU6-521P","HuAgeGBsplit_26"
"14463","AGPAT4","HuAgeGBsplit_01"
"14464","STIP1","HuAgeGBsplit_14"
"14465","PANK3","HuAgeGBsplit_10"
"14466","RASSF1","HuAgeGBsplit_01"
"14467","PPP1R9B","HuAgeGBsplit_11"
"14468","CAND2","HuAgeGBsplit_02"
"14469","RINT1","HuAgeGBsplit_07"
"14470","RNA5SP56","HuAgeGBsplit_21"
"14471","TRBV6-8","HuAgeGBsplit_04"
"14472","AC002056.1","HuAgeGBsplit_04"
"14473","SEMA4D","HuAgeGBsplit_13"
"14474","MCM10","HuAgeGBsplit_30"
"14475","PCBP2","HuAgeGBsplit_01"
"14476","AC109810.1","HuAgeGBsplit_02"
"14477","PDE6D","HuAgeGBsplit_01"
"14478","RAI14","HuAgeGBsplit_02"
"14479","ZNF570","HuAgeGBsplit_02"
"14480","SLCO2A1","HuAgeGBsplit_02"
"14481","OR10P1","HuAgeGBsplit_04"
"14482","AP001803.1","HuAgeGBsplit_03"
"14483","SLC9A1","HuAgeGBsplit_18"
"14484","AL353572.2","HuAgeGBsplit_01"
"14485","TOR1B","HuAgeGBsplit_06"
"14486","SPAG9","HuAgeGBsplit_11"
"14487","CYHR1","HuAgeGBsplit_01"
"14488","AL353608.3","HuAgeGBsplit_02"
"14489","ELP6","HuAgeGBsplit_01"
"14490","ANKRD49","HuAgeGBsplit_14"
"14491","VDAC2P2","HuAgeGBsplit_01"
"14492","PDCD7","HuAgeGBsplit_01"
"14493","ATG9A","HuAgeGBsplit_02"
"14494","ZNF510","HuAgeGBsplit_06"
"14495","HMGB1P44","HuAgeGBsplit_01"
"14496","WWP1","HuAgeGBsplit_01"
"14497","SPTLC2","HuAgeGBsplit_12"
"14498","TPRKB","HuAgeGBsplit_01"
"14499","DENR","HuAgeGBsplit_02"
"14500","NBN","HuAgeGBsplit_02"
"14501","TUBGCP5","HuAgeGBsplit_02"
"14502","CNTNAP4","HuAgeGBsplit_01"
"14503","RF00571","HuAgeGBsplit_01"
"14504","TOP2B","HuAgeGBsplit_02"
"14505","RN7SL718P","HuAgeGBsplit_02"
"14506","RPL31P28","HuAgeGBsplit_29"
"14507","ATP6V1A","HuAgeGBsplit_02"
"14508","FBXO33","HuAgeGBsplit_12"
"14509","RPS9","HuAgeGBsplit_10"
"14510","RPS15","HuAgeGBsplit_10"
"14511","OR2AK2","HuAgeGBsplit_03"
"14512","NFYA","HuAgeGBsplit_22"
"14513","TIAM1","HuAgeGBsplit_08"
"14514","SLC5A11","HuAgeGBsplit_01"
"14515","RF00136","HuAgeGBsplit_01"
"14516","IFNA2","HuAgeGBsplit_02"
"14517","LINC02452","HuAgeGBsplit_01"
"14518","PPIA","HuAgeGBsplit_17"
"14519","EIF5","HuAgeGBsplit_12"
"14520","AC108673.1","HuAgeGBsplit_20"
"14521","RPS6KA4","HuAgeGBsplit_08"
"14522","KRBA1","HuAgeGBsplit_02"
"14523","NUDT22","HuAgeGBsplit_14"
"14524","DCAF13","HuAgeGBsplit_02"
"14525","AC009090.2","HuAgeGBsplit_22"
"14526","NDUFB11P1","HuAgeGBsplit_05"
"14527","AL353705.2","HuAgeGBsplit_04"
"14528","CSF2","HuAgeGBsplit_29"
"14529","DNAJB11","HuAgeGBsplit_02"
"14530","ARL16","HuAgeGBsplit_11"
"14531","TOMM40","HuAgeGBsplit_01"
"14532","RPL31P57","HuAgeGBsplit_03"
"14533","AL162727.1","HuAgeGBsplit_02"
"14534","CASC3","HuAgeGBsplit_11"
"14535","DBF4B","HuAgeGBsplit_01"
"14536","COX6B1P6","HuAgeGBsplit_23"
"14537","FAM157C","HuAgeGBsplit_01"
"14538","ANKRD36BP2","HuAgeGBsplit_33"
"14539","GPANK1","HuAgeGBsplit_01"
"14540","AL358393.1","HuAgeGBsplit_01"
"14541","ZNF28","HuAgeGBsplit_02"
"14542","TAF1D","HuAgeGBsplit_14"
"14543","HINT1","HuAgeGBsplit_10"
"14544","AC005863.1","HuAgeGBsplit_11"
"14545","AC244102.1","HuAgeGBsplit_36"
"14546","RBM12B","HuAgeGBsplit_02"
"14547","TMEM9B","HuAgeGBsplit_18"
"14548","LDB3","HuAgeGBsplit_02"
"14549","AC016257.1","HuAgeGBsplit_02"
"14550","STARD8","HuAgeGBsplit_01"
"14551","ATRAID","HuAgeGBsplit_10"
"14552","MDH1B","HuAgeGBsplit_20"
"14553","CCDC74BP1","HuAgeGBsplit_09"
"14554","RAB2B","HuAgeGBsplit_12"
"14555","AC114781.5","HuAgeGBsplit_01"
"14556","SCART1","HuAgeGBsplit_01"
"14557","RNF212","HuAgeGBsplit_08"
"14558","AC237221.2","HuAgeGBsplit_28"
"14559","DUXAP11","HuAgeGBsplit_02"
"14560","BCL2L1","HuAgeGBsplit_19"
"14561","GCNT1","HuAgeGBsplit_02"
"14562","CDK5","HuAgeGBsplit_07"
"14563","SLC13A3","HuAgeGBsplit_19"
"14564","AL078599.1","HuAgeGBsplit_02"
"14565","TTC8","HuAgeGBsplit_12"
"14566","ZNF77","HuAgeGBsplit_02"
"14567","CTU2","HuAgeGBsplit_02"
"14568","KIAA2026","HuAgeGBsplit_13"
"14569","SYT8","HuAgeGBsplit_14"
"14570","HMGXB3","HuAgeGBsplit_10"
"14571","LINC02100","HuAgeGBsplit_28"
"14572","WNT2","HuAgeGBsplit_01"
"14573","MILR1","HuAgeGBsplit_27"
"14574","RUVBL2","HuAgeGBsplit_01"
"14575","DTWD1","HuAgeGBsplit_01"
"14576","KLF7","HuAgeGBsplit_01"
"14577","TMED8","HuAgeGBsplit_12"
"14578","ARAP2","HuAgeGBsplit_02"
"14579","AC009275.1","HuAgeGBsplit_01"
"14580","STIM2","HuAgeGBsplit_02"
"14581","MIEF2","HuAgeGBsplit_18"
"14582","TECR","HuAgeGBsplit_01"
"14583","HSDL1","HuAgeGBsplit_01"
"14584","AL596257.1","HuAgeGBsplit_01"
"14585","AC008073.1","HuAgeGBsplit_01"
"14586","CXXC1","HuAgeGBsplit_01"
"14587","HMX2","HuAgeGBsplit_11"
"14588","ZFAND6","HuAgeGBsplit_01"
"14589","KATNB1","HuAgeGBsplit_02"
"14590","MEF2C-AS2","HuAgeGBsplit_24"
"14591","NANOGP8","HuAgeGBsplit_01"
"14592","AL606490.2","HuAgeGBsplit_02"
"14593","MRPL58","HuAgeGBsplit_11"
"14594","TRBV5-3","HuAgeGBsplit_02"
"14595","AC034105.2","HuAgeGBsplit_25"
"14596","IPO5","HuAgeGBsplit_17"
"14597","VASP","HuAgeGBsplit_01"
"14598","HIBADH","HuAgeGBsplit_07"
"14599","TMEM138","HuAgeGBsplit_14"
"14600","RNU2-23P","HuAgeGBsplit_01"
"14601","MTG2","HuAgeGBsplit_19"
"14602","IQCA1","HuAgeGBsplit_01"
"14603","RN7SL584P","HuAgeGBsplit_02"
"14604","AC068870.1","HuAgeGBsplit_02"
"14605","HSD17B11","HuAgeGBsplit_02"
"14606","OR52E2","HuAgeGBsplit_01"
"14607","ELOVL3","HuAgeGBsplit_02"
"14608","AL031777.3","HuAgeGBsplit_06"
"14609","CDK16","HuAgeGBsplit_01"
"14610","CENPT","HuAgeGBsplit_01"
"14611","DUS4L","HuAgeGBsplit_17"
"14612","AC040914.1","HuAgeGBsplit_22"
"14613","NBPF19","HuAgeGBsplit_01"
"14614","RWDD4","HuAgeGBsplit_02"
"14615","CUZD1","HuAgeGBsplit_15"
"14616","CHD4","HuAgeGBsplit_01"
"14617","ADPRHL2","HuAgeGBsplit_01"
"14618","CDIPT","HuAgeGBsplit_01"
"14619","GFPT1","HuAgeGBsplit_09"
"14620","POLR2H","HuAgeGBsplit_02"
"14621","BCL11B","HuAgeGBsplit_16"
"14622","RAB5A","HuAgeGBsplit_02"
"14623","LINC01394","HuAgeGBsplit_02"
"14624","KIF7","HuAgeGBsplit_02"
"14625","RPAP1","HuAgeGBsplit_02"
"14626","RPS4XP11","HuAgeGBsplit_02"
"14627","GNA13","HuAgeGBsplit_11"
"14628","KBTBD12","HuAgeGBsplit_08"
"14629","ZFYVE26","HuAgeGBsplit_12"
"14630","RNU2-32P","HuAgeGBsplit_26"
"14631","SYCP2","HuAgeGBsplit_11"
"14632","CARD16","HuAgeGBsplit_13"
"14633","XIAPP3","HuAgeGBsplit_03"
"14634","AL512604.2","HuAgeGBsplit_02"
"14635","AC139365.2","HuAgeGBsplit_03"
"14636","RNF34","HuAgeGBsplit_01"
"14637","GTF2H3","HuAgeGBsplit_02"
"14638","IL34","HuAgeGBsplit_27"
"14639","COBLL1","HuAgeGBsplit_01"
"14640","DOT1L","HuAgeGBsplit_01"
"14641","RNA5SP54","HuAgeGBsplit_02"
"14642","ZBED4","HuAgeGBsplit_07"
"14643","NDUFS5P5","HuAgeGBsplit_02"
"14644","ZMYND10","HuAgeGBsplit_02"
"14645","HEXIM2","HuAgeGBsplit_11"
"14646","AC125232.1","HuAgeGBsplit_14"
"14647","GPN3P1","HuAgeGBsplit_02"
"14648","PLRG1","HuAgeGBsplit_01"
"14649","AC008429.2","HuAgeGBsplit_14"
"14650","CNTNAP3B","HuAgeGBsplit_02"
"14651","SIAH2","HuAgeGBsplit_02"
"14652","AC114801.2","HuAgeGBsplit_03"
"14653","ZSWIM1","HuAgeGBsplit_19"
"14654","CSF2RB","HuAgeGBsplit_29"
"14655","PITPNA","HuAgeGBsplit_01"
"14656","MZT2A","HuAgeGBsplit_01"
"14657","AL157777.1","HuAgeGBsplit_03"
"14658","FBXL19","HuAgeGBsplit_02"
"14659","POLR3KP2","HuAgeGBsplit_02"
"14660","GBA2","HuAgeGBsplit_13"
"14661","MLKL","HuAgeGBsplit_13"
"14662","MYO5BP3","HuAgeGBsplit_04"
"14663","SLC25A24","HuAgeGBsplit_06"
"14664","AP005019.2","HuAgeGBsplit_23"
"14665","AL353779.1","HuAgeGBsplit_04"
"14666","CD46","HuAgeGBsplit_01"
"14667","RNU6-276P","HuAgeGBsplit_34"
"14668","ABI1","HuAgeGBsplit_15"
"14669","CXorf40B","HuAgeGBsplit_02"
"14670","ALDH16A1","HuAgeGBsplit_01"
"14671","MRPL32","HuAgeGBsplit_17"
"14672","HIVEP2","HuAgeGBsplit_13"
"14673","GGA1","HuAgeGBsplit_07"
"14674","TNN","HuAgeGBsplit_02"
"14675","AC109439.2","HuAgeGBsplit_06"
"14676","RAB12","HuAgeGBsplit_01"
"14677","RBM15B","HuAgeGBsplit_02"
"14678","PUM3","HuAgeGBsplit_13"
"14679","AC006487.2","HuAgeGBsplit_02"
"14680","AC022596.2","HuAgeGBsplit_02"
"14681","MIEN1","HuAgeGBsplit_01"
"14682","FOXO3","HuAgeGBsplit_01"
"14683","FANCI","HuAgeGBsplit_30"
"14684","GRPEL2P3","HuAgeGBsplit_03"
"14685","FOXB2","HuAgeGBsplit_02"
"14686","C19orf12","HuAgeGBsplit_02"
"14687","AC116165.3","HuAgeGBsplit_02"
"14688","SMARCA5","HuAgeGBsplit_02"
"14689","PISD","HuAgeGBsplit_07"
"14690","RNU6-622P","HuAgeGBsplit_02"
"14691","TMEM151B","HuAgeGBsplit_08"
"14692","TRBV5-7","HuAgeGBsplit_04"
"14693","HSPD1P6","HuAgeGBsplit_01"
"14694","ICAM2","HuAgeGBsplit_20"
"14695","RFX5","HuAgeGBsplit_02"
"14696","SEMA6D","HuAgeGBsplit_02"
"14697","FXYD4","HuAgeGBsplit_01"
"14698","AC105345.1","HuAgeGBsplit_02"
"14699","TGDS","HuAgeGBsplit_17"
"14700","NKAIN3","HuAgeGBsplit_06"
"14701","NDUFA6-AS1","HuAgeGBsplit_07"
"14702","GUCD1","HuAgeGBsplit_07"
"14703","ZSCAN25","HuAgeGBsplit_17"
"14704","ECHS1","HuAgeGBsplit_15"
"14705","MAP4K5","HuAgeGBsplit_12"
"14706","ZNF3","HuAgeGBsplit_07"
"14707","MKL2","HuAgeGBsplit_02"
"14708","AC233702.5","HuAgeGBsplit_08"
"14709","PHF23","HuAgeGBsplit_01"
"14710","LRR1","HuAgeGBsplit_12"
"14711","SHCBP1","HuAgeGBsplit_30"
"14712","SMG9","HuAgeGBsplit_01"
"14713","TRBV10-1","HuAgeGBsplit_09"
"14714","AC009949.1","HuAgeGBsplit_02"
"14715","MTMR10","HuAgeGBsplit_02"
"14716","GTPBP4","HuAgeGBsplit_15"
"14717","ZBED5","HuAgeGBsplit_18"
"14718","AC023050.1","HuAgeGBsplit_19"
"14719","ITPA","HuAgeGBsplit_19"
"14720","ZSCAN9","HuAgeGBsplit_01"
"14721","MRFAP1L1","HuAgeGBsplit_01"
"14722","TMEM170B","HuAgeGBsplit_01"
"14723","RNF11","HuAgeGBsplit_01"
"14724","GABRA5","HuAgeGBsplit_02"
"14725","ZNF667","HuAgeGBsplit_02"
"14726","ASTE1","HuAgeGBsplit_02"
"14727","CYSLTR2","HuAgeGBsplit_02"
"14728","CALCOCO1","HuAgeGBsplit_01"
"14729","EIF6","HuAgeGBsplit_19"
"14730","KLHDC2","HuAgeGBsplit_12"
"14731","ZNF45","HuAgeGBsplit_02"
"14732","POP7","HuAgeGBsplit_07"
"14733","ZNF839","HuAgeGBsplit_12"
"14734","MGST3","HuAgeGBsplit_01"
"14735","RPL36AP39","HuAgeGBsplit_31"
"14736","KLC2","HuAgeGBsplit_14"
"14737","MRPL46","HuAgeGBsplit_01"
"14738","PPP1R14BP2","HuAgeGBsplit_01"
"14739","AC041040.1","HuAgeGBsplit_01"
"14740","CLOCK","HuAgeGBsplit_19"
"14741","RAPSN","HuAgeGBsplit_14"
"14742","LMF1","HuAgeGBsplit_02"
"14743","NDUFAF1","HuAgeGBsplit_01"
"14744","KBTBD2","HuAgeGBsplit_07"
"14745","MPI","HuAgeGBsplit_01"
"14746","WDR13","HuAgeGBsplit_02"
"14747","AC023157.2","HuAgeGBsplit_02"
"14748","AC009729.1","HuAgeGBsplit_01"
"14749","IGKV2D-24","HuAgeGBsplit_29"
"14750","IGSF11","HuAgeGBsplit_01"
"14751","EPB41L4B","HuAgeGBsplit_24"
"14752","ZBTB37","HuAgeGBsplit_02"
"14753","TIMM17A","HuAgeGBsplit_02"
"14754","RPL31P40","HuAgeGBsplit_21"
"14755","AC245014.1","HuAgeGBsplit_01"
"14756","AMZ2","HuAgeGBsplit_11"
"14757","VN1R67P","HuAgeGBsplit_07"
"14758","POLR2G","HuAgeGBsplit_14"
"14759","HES2","HuAgeGBsplit_16"
"14760","PIGA","HuAgeGBsplit_02"
"14761","RNU6-1227P","HuAgeGBsplit_19"
"14762","AKR1B10","HuAgeGBsplit_02"
"14763","STXBP2","HuAgeGBsplit_01"
"14764","ACER3","HuAgeGBsplit_14"
"14765","INTS5","HuAgeGBsplit_14"
"14766","MTX3","HuAgeGBsplit_10"
"14767","AL049757.1","HuAgeGBsplit_02"
"14768","ANGPT1","HuAgeGBsplit_16"
"14769","KCNE2","HuAgeGBsplit_01"
"14770","AZIN1","HuAgeGBsplit_01"
"14771","TSPAN11","HuAgeGBsplit_01"
"14772","SLC39A7","HuAgeGBsplit_02"
"14773","TXNL4A","HuAgeGBsplit_01"
"14774","ADGRG3","HuAgeGBsplit_29"
"14775","PTP4A1P4","HuAgeGBsplit_03"
"14776","CHCHD5","HuAgeGBsplit_01"
"14777","TUBGCP2","HuAgeGBsplit_15"
"14778","AC079584.1","HuAgeGBsplit_02"
"14779","STARD3NL","HuAgeGBsplit_07"
"14780","ATP8B2","HuAgeGBsplit_01"
"14781","PRR3","HuAgeGBsplit_01"
"14782","ZNF444","HuAgeGBsplit_02"
"14783","PDK2","HuAgeGBsplit_11"
"14784","DAXX","HuAgeGBsplit_01"
"14785","SSNA1","HuAgeGBsplit_06"
"14786","AC011840.2","HuAgeGBsplit_01"
"14787","SCAND1","HuAgeGBsplit_19"
"14788","DPCD","HuAgeGBsplit_15"
"14789","RCC2","HuAgeGBsplit_02"
"14790","MTA2","HuAgeGBsplit_14"
"14791","PLEKHG1","HuAgeGBsplit_02"
"14792","FABP1","HuAgeGBsplit_02"
"14793","NIT2","HuAgeGBsplit_02"
"14794","CS","HuAgeGBsplit_01"
"14795","TRUB2","HuAgeGBsplit_06"
"14796","REPS2","HuAgeGBsplit_01"
"14797","AL162274.3","HuAgeGBsplit_01"
"14798","AL355472.2","HuAgeGBsplit_05"
"14799","AL356414.1","HuAgeGBsplit_29"
"14800","AL023581.2","HuAgeGBsplit_05"
"14801","SELENOO","HuAgeGBsplit_07"
"14802","STK17A","HuAgeGBsplit_07"
"14803","PSMC1","HuAgeGBsplit_12"
"14804","ZMAT2","HuAgeGBsplit_10"
"14805","AOX1","HuAgeGBsplit_01"
"14806","IL36B","HuAgeGBsplit_29"
"14807","LINC01356","HuAgeGBsplit_09"
"14808","PTGES2","HuAgeGBsplit_06"
"14809","AC116351.1","HuAgeGBsplit_24"
"14810","ZSCAN29","HuAgeGBsplit_01"
"14811","MAP3K9","HuAgeGBsplit_12"
"14812","HNRNPH3","HuAgeGBsplit_02"
"14813","SLC25A30-AS1","HuAgeGBsplit_09"
"14814","KRTAP3-2","HuAgeGBsplit_02"
"14815","WRB","HuAgeGBsplit_17"
"14816","BROX","HuAgeGBsplit_05"
"14817","AP005205.3","HuAgeGBsplit_22"
"14818","CBLB","HuAgeGBsplit_01"
"14819","TBPL1","HuAgeGBsplit_01"
"14820","FAM50A","HuAgeGBsplit_02"
"14821","SETD1B","HuAgeGBsplit_01"
"14822","KIF12","HuAgeGBsplit_24"
"14823","PER2","HuAgeGBsplit_08"
"14824","AC020915.4","HuAgeGBsplit_02"
"14825","TAS2R8","HuAgeGBsplit_03"
"14826","THAP12","HuAgeGBsplit_14"
"14827","AL137847.3","HuAgeGBsplit_02"
"14828","RIN3","HuAgeGBsplit_02"
"14829","CBWD5","HuAgeGBsplit_06"
"14830","DNM1P35","HuAgeGBsplit_28"
"14831","DCBLD2","HuAgeGBsplit_13"
"14832","FIGNL1","HuAgeGBsplit_07"
"14833","IFNW1","HuAgeGBsplit_01"
"14834","FMO4","HuAgeGBsplit_02"
"14835","ZNF124","HuAgeGBsplit_01"
"14836","CATSPER2","HuAgeGBsplit_01"
"14837","RB1CC1","HuAgeGBsplit_02"
"14838","AC008687.4","HuAgeGBsplit_27"
"14839","RAB39A","HuAgeGBsplit_02"
"14840","MMS19","HuAgeGBsplit_15"
"14841","RPS15AP5","HuAgeGBsplit_34"
"14842","LRRC59","HuAgeGBsplit_11"
"14843","AC069218.2","HuAgeGBsplit_31"
"14844","ZNF736","HuAgeGBsplit_17"
"14845","AL137247.1","HuAgeGBsplit_18"
"14846","IQSEC1","HuAgeGBsplit_01"
"14847","PARS2","HuAgeGBsplit_02"
"14848","AL136982.5","HuAgeGBsplit_33"
"14849","SMYD1","HuAgeGBsplit_14"
"14850","MFAP1","HuAgeGBsplit_01"
"14851","ZNF283","HuAgeGBsplit_02"
"14852","GLIS3","HuAgeGBsplit_13"
"14853","AC091304.9","HuAgeGBsplit_03"
"14854","RPS15P9","HuAgeGBsplit_21"
"14855","CYP2W1","HuAgeGBsplit_11"
"14856","KLHL22","HuAgeGBsplit_07"
"14857","RAP2C","HuAgeGBsplit_02"
"14858","AC106872.11","HuAgeGBsplit_02"
"14859","AL935212.1","HuAgeGBsplit_01"
"14860","RPSAP61","HuAgeGBsplit_01"
"14861","GMPR2","HuAgeGBsplit_12"
"14862","ANKRD42","HuAgeGBsplit_02"
"14863","WNK3","HuAgeGBsplit_02"
"14864","FAM98B","HuAgeGBsplit_02"
"14865","MIS12","HuAgeGBsplit_01"
"14866","ARL14EP","HuAgeGBsplit_18"
"14867","ALG2","HuAgeGBsplit_06"
"14868","ARHGAP11B","HuAgeGBsplit_02"
"14869","PSD3","HuAgeGBsplit_01"
"14870","ZSWIM6","HuAgeGBsplit_01"
"14871","FTLP2","HuAgeGBsplit_04"
"14872","CHAF1A","HuAgeGBsplit_02"
"14873","ENDOV","HuAgeGBsplit_11"
"14874","C2orf27B","HuAgeGBsplit_06"
"14875","MKNK1","HuAgeGBsplit_01"
"14876","ZNF442","HuAgeGBsplit_01"
"14877","MFAP3L","HuAgeGBsplit_02"
