"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex"
"1","black","NPCbyNSC__","User",1.33350782093539e-08,1.09504419421036e-16,-2.16840434497101e-19,-2.24429849704499e-17,-1.28369537222284e-16,0.0266797814388424,-0.0217653041673336,-0.00293818349366198,-2.68882138776405e-17,-2.21177243187043e-17,0.999999999999998,1,1,0.999999999999998,0.598913840440929,0.667883975676489,0.953817983155091,1,1
"2","black","NSCbyNPC__","User",1.95642925103877e-06,1.09504419421036e-16,-2.16840434497101e-19,-2.24429849704499e-17,-1.28369537222284e-16,0.0266797814388424,-0.0217653041673336,-0.00293818349366198,-2.68882138776405e-17,-2.21177243187043e-17,0.999999999999998,1,1,0.999999999999998,0.598913840440929,0.667883975676489,0.953817983155091,1,1
"3","black","TAPbyQNP__","User",1.16212284070339e-35,1.09504419421036e-16,-2.16840434497101e-19,-2.24429849704499e-17,-1.28369537222284e-16,0.0266797814388424,-0.0217653041673336,-0.00293818349366198,-2.68882138776405e-17,-2.21177243187043e-17,0.999999999999998,1,1,0.999999999999998,0.598913840440929,0.667883975676489,0.953817983155091,1,1
"4","black","QGBCbyPGBC__","User",7.8120489449929e-10,1.09504419421036e-16,-2.16840434497101e-19,-2.24429849704499e-17,-1.28369537222284e-16,0.0266797814388424,-0.0217653041673336,-0.00293818349366198,-2.68882138776405e-17,-2.21177243187043e-17,0.999999999999998,1,1,0.999999999999998,0.598913840440929,0.667883975676489,0.953817983155091,1,1
"5","black","QSVZbyPSVZ__","User",7.24540865166873e-09,1.09504419421036e-16,-2.16840434497101e-19,-2.24429849704499e-17,-1.28369537222284e-16,0.0266797814388424,-0.0217653041673336,-0.00293818349366198,-2.68882138776405e-17,-2.21177243187043e-17,0.999999999999998,1,1,0.999999999999998,0.598913840440929,0.667883975676489,0.953817983155091,1,1
"6","black","PSVZbyQSVZ__","User",1.37957172809112e-22,1.09504419421036e-16,-2.16840434497101e-19,-2.24429849704499e-17,-1.28369537222284e-16,0.0266797814388424,-0.0217653041673336,-0.00293818349366198,-2.68882138776405e-17,-2.21177243187043e-17,0.999999999999998,1,1,0.999999999999998,0.598913840440929,0.667883975676489,0.953817983155091,1,1
"7","blue","QSVZbyPSVZ__","User",0.00468275165771638,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
"8","blue","NPCbyNSC__","User",0.0114619047312925,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
"9","blue","QGBCbyPGBC__","User",2.14866780955591e-12,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
"10","blue","PGBCbyQGBC__","User",3.21583132143103e-16,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
"11","blue","PGBObyQGBO__","User",9.79247670516636e-14,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
"12","cyan","PSVZbyQSVZ__","User",0.0164557381256001,-3.90312782094782e-17,6.25042552437893e-17,-6.83047368665868e-17,-8.02309607639273e-18,0.019650488115795,-0.025681058612195,5.57330965474938e-05,1.17093834628434e-17,3.55618312575245e-17,0.999999999999999,0.999999999999999,0.999999999999999,1,0.698492219308656,0.612668706459421,0.999123506218689,1,0.999999999999999
