"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex"
"1","HuAgeGBsplit_01","PGBCbyQGBC__","User",1.00800476010377e-15,3.87927537315313e-16,-1.37043154602168e-16,2.42861286636753e-16,-4.11996825544492e-16,-0.0457676579581186,0.0879562479156024,-0.0131174997530799,4.59701721133854e-17,8.50014503228635e-17,0.999999999999994,0.999999999999998,0.999999999999996,0.999999999999994,0.366752873718533,0.0823833396074599,0.79597286362852,0.999999999999999,0.999999999999999
"2","HuAgeGBsplit_01","NPCbyNSC__","User",1.18744760442325e-08,3.87927537315313e-16,-1.37043154602168e-16,2.42861286636753e-16,-4.11996825544492e-16,-0.0457676579581186,0.0879562479156024,-0.0131174997530799,4.59701721133854e-17,8.50014503228635e-17,0.999999999999994,0.999999999999998,0.999999999999996,0.999999999999994,0.366752873718533,0.0823833396074599,0.79597286362852,0.999999999999999,0.999999999999999
"3","HuAgeGBsplit_01","TAPbyQNP__","User",1.30257494520888e-18,3.87927537315313e-16,-1.37043154602168e-16,2.42861286636753e-16,-4.11996825544492e-16,-0.0457676579581186,0.0879562479156024,-0.0131174997530799,4.59701721133854e-17,8.50014503228635e-17,0.999999999999994,0.999999999999998,0.999999999999996,0.999999999999994,0.366752873718533,0.0823833396074599,0.79597286362852,0.999999999999999,0.999999999999999
"4","HuAgeGBsplit_01","QSVZbyPSVZ__","User",4.24260691898415e-07,3.87927537315313e-16,-1.37043154602168e-16,2.42861286636753e-16,-4.11996825544492e-16,-0.0457676579581186,0.0879562479156024,-0.0131174997530799,4.59701721133854e-17,8.50014503228635e-17,0.999999999999994,0.999999999999998,0.999999999999996,0.999999999999994,0.366752873718533,0.0823833396074599,0.79597286362852,0.999999999999999,0.999999999999999
"5","HuAgeGBsplit_01","NSCbyNPC__","User",0.0054393650345186,3.87927537315313e-16,-1.37043154602168e-16,2.42861286636753e-16,-4.11996825544492e-16,-0.0457676579581186,0.0879562479156024,-0.0131174997530799,4.59701721133854e-17,8.50014503228635e-17,0.999999999999994,0.999999999999998,0.999999999999996,0.999999999999994,0.366752873718533,0.0823833396074599,0.79597286362852,0.999999999999999,0.999999999999999
"6","HuAgeGBsplit_01","PSVZbyQSVZ__","User",1.80405548860434e-13,3.87927537315313e-16,-1.37043154602168e-16,2.42861286636753e-16,-4.11996825544492e-16,-0.0457676579581186,0.0879562479156024,-0.0131174997530799,4.59701721133854e-17,8.50014503228635e-17,0.999999999999994,0.999999999999998,0.999999999999996,0.999999999999994,0.366752873718533,0.0823833396074599,0.79597286362852,0.999999999999999,0.999999999999999
"7","HuAgeGBsplit_01","QNPbyTAP__","User",0.00019934067194977,3.87927537315313e-16,-1.37043154602168e-16,2.42861286636753e-16,-4.11996825544492e-16,-0.0457676579581186,0.0879562479156024,-0.0131174997530799,4.59701721133854e-17,8.50014503228635e-17,0.999999999999994,0.999999999999998,0.999999999999996,0.999999999999994,0.366752873718533,0.0823833396074599,0.79597286362852,0.999999999999999,0.999999999999999
"8","HuAgeGBsplit_02","QSVZbyPSVZ__","User",0.0048059819644984,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
"9","HuAgeGBsplit_02","NPCbyNSC__","User",0.0117635338031686,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
"10","HuAgeGBsplit_02","QGBCbyPGBC__","User",2.20521169928107e-12,-1.17527515497429e-16,-1.08853898117545e-16,-1.71574993795831e-16,2.68665298341908e-16,-0.0100660699267479,-0.00635350271050162,0.00562164685322126,2.94902990916057e-17,-2.16840434497101e-18,0.999999999999998,0.999999999999998,0.999999999999997,0.999999999999996,0.84272319275073,0.900340345834882,0.911770307511919,1,1
