"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudySRP027383","StudySRP091303","GenderM","DiseaseCON","DiseaseGrade_2","DiseaseGrade_3","DiseaseGrade_4","Age","Tissueprefrontal_cortex","p.value.StudySRP027383","p.value.StudySRP091303","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseGrade_2","p.value.DiseaseGrade_3","p.value.DiseaseGrade_4","p.value.Age","p.value.Tissueprefrontal_cortex"
"1","HuAgeGBsplit_01","PGBCbyQGBC__","User",1.00800476010377e-15,-0.0218215533963928,0.0304781738124809,-0.0223907771666173,-0.000725910174808589,0.0305735411868945,0.0542589008440752,-0.0453479681072158,-0.0660028049439512,-0.00500840254371878,0.667077057235635,0.547921941954488,0.65893301565465,0.988584265068776,0.546669689326303,0.28450507279406,0.371168220656513,0.192792341428518,0.921361943043331
"2","HuAgeGBsplit_01","NPCbyNSC__","User",1.18744760442325e-08,-0.0218215533963928,0.0304781738124809,-0.0223907771666173,-0.000725910174808589,0.0305735411868945,0.0542589008440752,-0.0453479681072158,-0.0660028049439512,-0.00500840254371878,0.667077057235635,0.547921941954488,0.65893301565465,0.988584265068776,0.546669689326303,0.28450507279406,0.371168220656513,0.192792341428518,0.921361943043331
"3","HuAgeGBsplit_01","TAPbyQNP__","User",1.30257494520888e-18,-0.0218215533963928,0.0304781738124809,-0.0223907771666173,-0.000725910174808589,0.0305735411868945,0.0542589008440752,-0.0453479681072158,-0.0660028049439512,-0.00500840254371878,0.667077057235635,0.547921941954488,0.65893301565465,0.988584265068776,0.546669689326303,0.28450507279406,0.371168220656513,0.192792341428518,0.921361943043331
"4","HuAgeGBsplit_01","QSVZbyPSVZ__","User",4.24260691898415e-07,-0.0218215533963928,0.0304781738124809,-0.0223907771666173,-0.000725910174808589,0.0305735411868945,0.0542589008440752,-0.0453479681072158,-0.0660028049439512,-0.00500840254371878,0.667077057235635,0.547921941954488,0.65893301565465,0.988584265068776,0.546669689326303,0.28450507279406,0.371168220656513,0.192792341428518,0.921361943043331
"5","HuAgeGBsplit_01","NSCbyNPC__","User",0.0054393650345186,-0.0218215533963928,0.0304781738124809,-0.0223907771666173,-0.000725910174808589,0.0305735411868945,0.0542589008440752,-0.0453479681072158,-0.0660028049439512,-0.00500840254371878,0.667077057235635,0.547921941954488,0.65893301565465,0.988584265068776,0.546669689326303,0.28450507279406,0.371168220656513,0.192792341428518,0.921361943043331
"6","HuAgeGBsplit_01","PSVZbyQSVZ__","User",1.80405548860434e-13,-0.0218215533963928,0.0304781738124809,-0.0223907771666173,-0.000725910174808589,0.0305735411868945,0.0542589008440752,-0.0453479681072158,-0.0660028049439512,-0.00500840254371878,0.667077057235635,0.547921941954488,0.65893301565465,0.988584265068776,0.546669689326303,0.28450507279406,0.371168220656513,0.192792341428518,0.921361943043331
"7","HuAgeGBsplit_01","QNPbyTAP__","User",0.00019934067194977,-0.0218215533963928,0.0304781738124809,-0.0223907771666173,-0.000725910174808589,0.0305735411868945,0.0542589008440752,-0.0453479681072158,-0.0660028049439512,-0.00500840254371878,0.667077057235635,0.547921941954488,0.65893301565465,0.988584265068776,0.546669689326303,0.28450507279406,0.371168220656513,0.192792341428518,0.921361943043331
"8","HuAgeGBsplit_02","QSVZbyPSVZ__","User",0.0048059819644984,-0.0114798194738393,-0.0224044853853336,-0.0534705126366981,0.0341782707305711,-0.0303401553763076,-0.10560457211263,-0.0245352812520384,0.0585673003607543,0.0340314531816789,0.820984101542672,0.658737379453066,0.291571492709438,0.500397346226726,0.549736735773882,0.0368565470211368,0.628617738761635,0.24793584297399,0.502240709799398
"9","HuAgeGBsplit_02","NPCbyNSC__","User",0.0117635338031686,-0.0114798194738393,-0.0224044853853336,-0.0534705126366981,0.0341782707305711,-0.0303401553763076,-0.10560457211263,-0.0245352812520384,0.0585673003607543,0.0340314531816789,0.820984101542672,0.658737379453066,0.291571492709438,0.500397346226726,0.549736735773882,0.0368565470211368,0.628617738761635,0.24793584297399,0.502240709799398
"10","HuAgeGBsplit_02","QGBCbyPGBC__","User",2.20521169928107e-12,-0.0114798194738393,-0.0224044853853336,-0.0534705126366981,0.0341782707305711,-0.0303401553763076,-0.10560457211263,-0.0245352812520384,0.0585673003607543,0.0340314531816789,0.820984101542672,0.658737379453066,0.291571492709438,0.500397346226726,0.549736735773882,0.0368565470211368,0.628617738761635,0.24793584297399,0.502240709799398
"11","HuAgeGBsplit_02","PGBObyQGBO__","User",1.00501734605655e-13,-0.0114798194738393,-0.0224044853853336,-0.0534705126366981,0.0341782707305711,-0.0303401553763076,-0.10560457211263,-0.0245352812520384,0.0585673003607543,0.0340314531816789,0.820984101542672,0.658737379453066,0.291571492709438,0.500397346226726,0.549736735773882,0.0368565470211368,0.628617738761635,0.24793584297399,0.502240709799398
"12","HuAgeGBsplit_02","PGBCbyQGBC__","User",3.30045846146869e-16,-0.0114798194738393,-0.0224044853853336,-0.0534705126366981,0.0341782707305711,-0.0303401553763076,-0.10560457211263,-0.0245352812520384,0.0585673003607543,0.0340314531816789,0.820984101542672,0.658737379453066,0.291571492709438,0.500397346226726,0.549736735773882,0.0368565470211368,0.628617738761635,0.24793584297399,0.502240709799398
"13","HuAgeGBsplit_06","NPCbyNSC__","User",3.62188021147912e-08,-0.0120241212592369,0.0273832599154078,0.0202424083553214,-0.00992077238905072,-0.0653480269643547,0.0848478113870438,0.0357030644426214,0.01715692578365,-0.00526524369980692,0.812649849382759,0.589309749218839,0.68987324495075,0.844964497448848,0.197253819909083,0.0938542746995795,0.481466057145881,0.735216271688674,0.91734327226417
"14","HuAgeGBsplit_06","TAPbyQNP__","User",1.13064568995012e-05,-0.0120241212592369,0.0273832599154078,0.0202424083553214,-0.00992077238905072,-0.0653480269643547,0.0848478113870438,0.0357030644426214,0.01715692578365,-0.00526524369980692,0.812649849382759,0.589309749218839,0.68987324495075,0.844964497448848,0.197253819909083,0.0938542746995795,0.481466057145881,0.735216271688674,0.91734327226417
"15","HuAgeGBsplit_06","QGBCbyPGBC__","User",0.000194233116194728,-0.0120241212592369,0.0273832599154078,0.0202424083553214,-0.00992077238905072,-0.0653480269643547,0.0848478113870438,0.0357030644426214,0.01715692578365,-0.00526524369980692,0.812649849382759,0.589309749218839,0.68987324495075,0.844964497448848,0.197253819909083,0.0938542746995795,0.481466057145881,0.735216271688674,0.91734327226417
"16","HuAgeGBsplit_06","QSVZbyPSVZ__","User",4.25712473775146e-07,-0.0120241212592369,0.0273832599154078,0.0202424083553214,-0.00992077238905072,-0.0653480269643547,0.0848478113870438,0.0357030644426214,0.01715692578365,-0.00526524369980692,0.812649849382759,0.589309749218839,0.68987324495075,0.844964497448848,0.197253819909083,0.0938542746995795,0.481466057145881,0.735216271688674,0.91734327226417
"17","HuAgeGBsplit_07","NPCbyNSC__","User",1.36860013201264e-08,-0.00554198181495691,0.00100921105339341,0.0266397732600692,0.0058677739130361,-0.0177373216046106,-0.0422418288450519,0.0160748394409907,0.0258600969438855,0.00539366427785099,0.91301563953949,0.984129550711178,0.599462161901383,0.907924200869176,0.726610826937031,0.404858441317842,0.75134818376549,0.610192693771497,0.915334719040066
"18","HuAgeGBsplit_07","NSCbyNPC__","User",2.00791423132926e-06,-0.00554198181495691,0.00100921105339341,0.0266397732600692,0.0058677739130361,-0.0177373216046106,-0.0422418288450519,0.0160748394409907,0.0258600969438855,0.00539366427785099,0.91301563953949,0.984129550711178,0.599462161901383,0.907924200869176,0.726610826937031,0.404858441317842,0.75134818376549,0.610192693771497,0.915334719040066
"19","HuAgeGBsplit_07","QGBCbyPGBC__","User",8.01762918038745e-10,-0.00554198181495691,0.00100921105339341,0.0266397732600692,0.0058677739130361,-0.0177373216046106,-0.0422418288450519,0.0160748394409907,0.0258600969438855,0.00539366427785099,0.91301563953949,0.984129550711178,0.599462161901383,0.907924200869176,0.726610826937031,0.404858441317842,0.75134818376549,0.610192693771497,0.915334719040066
"20","HuAgeGBsplit_07","TAPbyQNP__","User",1.1927050207219e-35,-0.00554198181495691,0.00100921105339341,0.0266397732600692,0.0058677739130361,-0.0177373216046106,-0.0422418288450519,0.0160748394409907,0.0258600969438855,0.00539366427785099,0.91301563953949,0.984129550711178,0.599462161901383,0.907924200869176,0.726610826937031,0.404858441317842,0.75134818376549,0.610192693771497,0.915334719040066
"21","HuAgeGBsplit_07","QSVZbyPSVZ__","User",7.43607730039686e-09,-0.00554198181495691,0.00100921105339341,0.0266397732600692,0.0058677739130361,-0.0177373216046106,-0.0422418288450519,0.0160748394409907,0.0258600969438855,0.00539366427785099,0.91301563953949,0.984129550711178,0.599462161901383,0.907924200869176,0.726610826937031,0.404858441317842,0.75134818376549,0.610192693771497,0.915334719040066
"22","HuAgeGBsplit_07","PSVZbyQSVZ__","User",1.41587624725141e-22,-0.00554198181495691,0.00100921105339341,0.0266397732600692,0.0058677739130361,-0.0177373216046106,-0.0422418288450519,0.0160748394409907,0.0258600969438855,0.00539366427785099,0.91301563953949,0.984129550711178,0.599462161901383,0.907924200869176,0.726610826937031,0.404858441317842,0.75134818376549,0.610192693771497,0.915334719040066
"23","HuAgeGBsplit_10","QNPbyTAP__","User",3.26388252465696e-16,0.0538858767543579,-0.0596107328871039,-0.0508447285340031,-0.0122799804571786,0.0142365344458059,0.0735590467819007,-0.0101525301732573,-0.0506601736062822,-0.0132273195385393,0.287834016862746,0.239595637695702,0.315948069744002,0.808739409190029,0.779000205782343,0.146544270640967,0.841390090602587,0.317710132227102,0.794302797311781
"24","HuAgeGBsplit_10","TAPbyQNP__","User",3.14382250091832e-25,0.0538858767543579,-0.0596107328871039,-0.0508447285340031,-0.0122799804571786,0.0142365344458059,0.0735590467819007,-0.0101525301732573,-0.0506601736062822,-0.0132273195385393,0.287834016862746,0.239595637695702,0.315948069744002,0.808739409190029,0.779000205782343,0.146544270640967,0.841390090602587,0.317710132227102,0.794302797311781
"25","HuAgeGBsplit_10","PGBCbyQGBC__","User",2.37868134680046e-14,0.0538858767543579,-0.0596107328871039,-0.0508447285340031,-0.0122799804571786,0.0142365344458059,0.0735590467819007,-0.0101525301732573,-0.0506601736062822,-0.0132273195385393,0.287834016862746,0.239595637695702,0.315948069744002,0.808739409190029,0.779000205782343,0.146544270640967,0.841390090602587,0.317710132227102,0.794302797311781
"26","HuAgeGBsplit_10","PSVZbyQSVZ__","User",1.58578431918473e-22,0.0538858767543579,-0.0596107328871039,-0.0508447285340031,-0.0122799804571786,0.0142365344458059,0.0735590467819007,-0.0101525301732573,-0.0506601736062822,-0.0132273195385393,0.287834016862746,0.239595637695702,0.315948069744002,0.808739409190029,0.779000205782343,0.146544270640967,0.841390090602587,0.317710132227102,0.794302797311781
"27","HuAgeGBsplit_10","QGBObyPGBO__","User",2.55038696852194e-43,0.0538858767543579,-0.0596107328871039,-0.0508447285340031,-0.0122799804571786,0.0142365344458059,0.0735590467819007,-0.0101525301732573,-0.0506601736062822,-0.0132273195385393,0.287834016862746,0.239595637695702,0.315948069744002,0.808739409190029,0.779000205782343,0.146544270640967,0.841390090602587,0.317710132227102,0.794302797311781
"28","HuAgeGBsplit_10","NPCbyNSC__","User",1.43816560697194e-07,0.0538858767543579,-0.0596107328871039,-0.0508447285340031,-0.0122799804571786,0.0142365344458059,0.0735590467819007,-0.0101525301732573,-0.0506601736062822,-0.0132273195385393,0.287834016862746,0.239595637695702,0.315948069744002,0.808739409190029,0.779000205782343,0.146544270640967,0.841390090602587,0.317710132227102,0.794302797311781
