"","Gene","modulesA1"
"12353","ZBTB5","salmon"
"12354","UNC80","blue"
"12355","LINC01960","turquoise"
"12356","ELOBP3","turquoise"
"12357","ATG16L2","turquoise"
"12358","NT5C3B","greenyellow"
"12359","AC060766.3","blue"
"12360","PDCD5","blue"
"12361","CCDC82","cyan"
"12362","TRIM8","midnightblue"
"12363","PPTC7","turquoise"
"12364","RN7SL475P","sienna3"
"12365","RF00264","magenta"
"12366","APCDD1L-AS1","white"
"12367","TSPAN3","turquoise"
"12368","RNF157","greenyellow"
"12369","AC110079.1","tan"
"12370","TCTE3","blue"
"12371","ARNT2","turquoise"
"12372","CC2D1A","turquoise"
"12373","FGL1","turquoise"
"12374","SURF2","red"
"12375","MAN2A1","blue"
"12376","ZNFX1","salmon"
"12377","MRPL21","cyan"
"12378","AGPAT5","blue"
"12379","LINC00266-1","darkolivegreen"
"12380","AL139397.2","blue"
"12381","EIF3J-AS1","turquoise"
"12382","RNU6-390P","greenyellow"
"12383","AC011524.2","turquoise"
"12384","HELT","turquoise"
"12385","MAGEF1","blue"
"12386","SPDYE3","black"
"12387","RPL38","purple"
"12388","AC008438.2","blue"
"12389","NTSR1","darkgrey"
"12390","CKAP4","turquoise"
"12391","HDAC11-AS1","blue"
"12392","AC019254.1","blue"
"12393","BPGM","black"
"12394","TRPV4","darkgrey"
"12395","RNPC3","blue"
"12396","LMNB1","purple"
"12397","BCDIN3D","blue"
"12398","MTCO1P17","turquoise"
"12399","RPL12P42","blue"
"12400","CHD7","turquoise"
"12401","MEX3C","blue"
"12402","LRRC14","turquoise"
"12403","AL391244.1","blue"
"12404","KCNIP1","turquoise"
"12405","NAXE","turquoise"
"12406","CHMP5","salmon"
"12407","BACE1","cyan"
"12408","AL356968.1","green"
"12409","FMNL1","turquoise"
"12410","GRAMD2B","purple"
"12411","AC012507.2","sienna3"
"12412","XYLT1","blue"
"12413","SIGLEC11","blue"
"12414","RAPGEF5","turquoise"
"12415","AC091953.5","turquoise"
"12416","MAPK8IP1P1","plum1"
"12417","AL627171.2","blue"
"12418","RNU6-40P","blue"
"12419","ENPP7P3","blue"
"12420","ARPP19","blue"
"12421","ESRRAP2","grey60"
"12422","FBXO21","turquoise"
"12423","SELENOK","blue"
"12424","CCDC92","blue"
"12425","SPRYD3","turquoise"
"12426","AC093813.1","darkorange"
"12427","AL080285.2","turquoise"
"12428","TMEM243","black"
"12429","TRIM24","grey60"
"12430","SNRPFP1","turquoise"
"12431","ULK3","turquoise"
"12432","SPOUT1","red"
"12433","ZCCHC24","blue"
"12434","FAT4","blue"
"12435","DVL1","blue"
"12436","RPS2P4","blue"
"12437","ACTB","red"
"12438","DGCR6L","black"
"12439","RPL38P3","brown"
"12440","IPO8","blue"
"12441","MATN1-AS1","blue"
"12442","ASB2","turquoise"
"12443","IGHV1OR15-6","brown"
"12444","AC008269.2","green"
"12445","KIF1B","blue"
"12446","TLE4","turquoise"
"12447","RBBP7","blue"
"12448","AL136139.1","turquoise"
"12449","TP53RK","lightyellow"
"12450","ARFGAP1","lightyellow"
"12451","MTND1P17","blue"
"12452","AP4M1","black"
"12453","ZKSCAN1","black"
"12454","ZNF599","blue"
"12455","PIGH","tan"
"12456","PKDREJ","brown"
"12457","SCARF1","saddlebrown"
"12458","UQCRB","turquoise"
"12459","AC117500.3","darkolivegreen"
"12460","SHISA9","darkgrey"
"12461","MRPS26","lightyellow"
"12462","PLEKHA2","darkred"
"12463","AL132639.3","darkgreen"
"12464","CMAS","turquoise"
"12465","ZNF823","turquoise"
"12466","LLPH","turquoise"
"12467","AC021028.1","blue"
"12468","WASHC1","magenta"
"12469","MIR3663HG","skyblue"
"12470","TMEM175","turquoise"
"12471","AC068473.3","turquoise"
"12472","NIPA1","blue"
"12473","AC104411.1","cyan"
"12474","AC013701.1","darkorange"
"12475","SRSF1","turquoise"
"12476","PAK3","red"
"12477","AL591222.2","turquoise"
"12478","MIR193BHG","blue"
"12479","ST3GAL6-AS1","blue"
"12480","SLC24A2","salmon"
"12481","PPP1R14C","lightcyan"
"12482","RNU6-1150P","skyblue3"
"12483","RNU6-400P","blue"
"12484","NEDD4","blue"
"12485","CASKIN2","greenyellow"
"12486","RNU4-75P","violet"
"12487","RASAL3","blue"
"12488","UNC93B3","blue"
"12489","CYB5A","blue"
"12490","UBQLN4","turquoise"
"12491","ZNF790","blue"
"12492","SHISA5","salmon"
"12493","AL024474.1","darkmagenta"
"12494","ZFYVE16","purple"
"12495","ARSE","red"
"12496","JADE1","turquoise"
"12497","AC098936.1","turquoise"
"12498","GPR137C","tan"
"12499","LINC02434","turquoise"
"12500","PLCE1","midnightblue"
"12501","CTNS","turquoise"
"12502","SYT17","darkgrey"
"12503","METTL23","turquoise"
"12504","FKRP","turquoise"
"12505","VEZF1","greenyellow"
"12506","H2AFV","black"
"12507","FLOT2","greenyellow"
"12508","CPNE3","blue"
"12509","AC009238.2","brown"
"12510","MXD1","saddlebrown"
"12511","GPSM3","steelblue"
"12512","SDCBP","turquoise"
"12513","SRSF9","blue"
"12514","ITFG2","blue"
"12515","RPS12P18","violet"
"12516","ANKZF1","turquoise"
"12517","DUSP3","turquoise"
"12518","ADGRF5","turquoise"
"12519","ZNF74","black"
"12520","TOM1L1","greenyellow"
"12521","TADA3","blue"
"12522","ATP6V1G1","red"
"12523","PPA1","turquoise"
"12524","AC025271.1","yellow"
"12525","CHAMP1","grey60"
"12526","MLNR","darkgrey"
"12527","DAAM1","tan"
"12528","HINT3","turquoise"
"12529","TUBBP6","turquoise"
"12530","ACSF2","greenyellow"
"12531","RTL8C","blue"
"12532","RN7SL575P","turquoise"
"12533","C7orf50","grey60"
"12534","C1GALT1","turquoise"
"12535","AC010653.1","blue"
"12536","MYL6P5","yellow"
"12537","CAD","purple"
"12538","RALBP1","turquoise"
"12539","RF00561","turquoise"
"12540","AL049873.2","yellow"
"12541","SRSF6","lightyellow"
"12542","WRAP73","blue"
"12543","TAPT1","turquoise"
"12544","HSD17B10","blue"
"12545","RCC1L","grey60"
"12546","TRAV25","salmon"
"12547","DUS3L","turquoise"
"12548","AC019163.1","blue"
"12549","TRPV2","turquoise"
"12550","GFY","lightcyan"
"12551","UBE2D3P1","yellow"
"12552","MRPS35","darkolivegreen"
"12553","GRK3","turquoise"
"12554","AC226101.1","blue"
"12555","MAATS1","pink"
"12556","SLC16A2","turquoise"
"12557","MAST3","turquoise"
"12558","GVQW3","cyan"
"12559","KRTAP4-16","turquoise"
"12560","AC002511.1","blue"
"12561","GDF3","salmon"
"12562","FAHD1","turquoise"
"12563","AC245052.1","darkgreen"
"12564","AL590762.3","turquoise"
"12565","SCFD2","lightyellow"
"12566","ADCY6","turquoise"
"12567","AP004371.1","blue"
"12568","SPTBN1","turquoise"
"12569","GPR158","red"
"12570","TRAV9-1","yellow"
"12571","LAMC1","turquoise"
"12572","OR13C5","brown"
"12573","ZNF181","blue"
"12574","C1orf189","royalblue"
"12575","FSCN2","blue"
"12576","UBAP1L","turquoise"
"12577","AL157937.1","blue"
"12578","CTNND1","turquoise"
"12579","ATAT1","turquoise"
"12580","AC006213.1","darkgreen"
"12581","AC090204.1","turquoise"
"12582","ZNF530","blue"
"12583","TBX19","saddlebrown"
"12584","KIAA1551","turquoise"
"12585","PEAR1","turquoise"
"12586","DCAF11","tan"
"12587","SIDT2","cyan"
"12588","TMEM30A","turquoise"
"12589","AL353726.2","paleturquoise"
"12590","CASP8","blue"
"12591","FAM60CP","cyan"
"12592","IL6STP1","brown"
"12593","C3orf18","turquoise"
"12594","KRTAP5-AS1","lightgreen"
"12595","LSM6","blue"
"12596","TMEM51","turquoise"
"12597","BSPRY","sienna3"
"12598","C12orf29","turquoise"
"12599","PLAGL1","turquoise"
"12600","RTN2","turquoise"
"12601","RHOBTB2","blue"
"12602","AC006273.1","turquoise"
"12603","AC073488.11","skyblue"
"12604","KRT8P11","turquoise"
"12605","RNU6-927P","royalblue"
"12606","ZNF837","turquoise"
"12607","PLCB2","turquoise"
"12608","AL353193.1","darkred"
"12609","LYPD6","blue"
"12610","RRP7BP","black"
"12611","AC092447.8","skyblue"
"12612","ZNF414","turquoise"
"12613","LINC00677","turquoise"
"12614","CBWD1","blue"
"12615","SARAF","turquoise"
"12616","ASB13","midnightblue"
"12617","TCTN2","blue"
"12618","CFL1P2","yellow"
"12619","RNU6-842P","turquoise"
"12620","AC009075.1","red"
"12621","C16orf91","turquoise"
"12622","IRAK1","blue"
"12623","AP003354.2","green"
"12624","HIST1H2APS4","darkorange"
"12625","SNHG14","darkgrey"
"12626","ABCD1","red"
"12627","RPS15A","purple"
"12628","TIMM8B","cyan"
"12629","A2MP1","cyan"
"12630","MAP3K12","turquoise"
"12631","AL606923.1","turquoise"
"12632","CRIPT","blue"
"12633","RNA5SP270","blue"
"12634","AC244517.11","purple"
"12635","ZNF589","turquoise"
"12636","ASL","paleturquoise"
"12637","IL20RA","turquoise"
"12638","RAB9A","turquoise"
"12639","RPL7L1P9","turquoise"
"12640","ELMO1","turquoise"
"12641","CDCA4","tan"
"12642","BTF3P2","blue"
"12643","AC106865.1","blue"
"12644","PPP2CB","turquoise"
"12645","FUT2","turquoise"
"12646","SNRPD2","turquoise"
"12647","FHL2","blue"
"12648","NDUFAF4","turquoise"
"12649","FAM78A","plum1"
"12650","SIRT3","lightgreen"
"12651","MAN1B1","red"
"12652","RNU6-1228P","green"
"12653","AC244107.1","yellowgreen"
"12654","COG4","blue"
"12655","TRANK1","pink"
"12656","AC024255.1","brown"
"12657","TTLL4","turquoise"
"12658","PELI1","turquoise"
"12659","TUBE1","blue"
"12660","EIF4EBP2","midnightblue"
"12661","PTH2","lightcyan"
"12662","WNT10A","blue"
"12663","ZNF543","blue"
"12664","RIMBP3","blue"
"12665","AC004012.1","grey60"
"12666","NATD1","tan"
"12667","ANAPC15","blue"
"12668","AC068538.1","brown"
"12669","SDHAF4","tan"
"12670","SLC19A1","grey60"
"12671","RPL13A","purple"
"12672","AC233964.1","darkgrey"
"12673","AC027287.2","turquoise"
"12674","FTSJ3","greenyellow"
"12675","AC245595.1","darkgrey"
"12676","CDCA8","steelblue"
"12677","NSUN7","blue"
"12678","SCRT2","turquoise"
"12679","ARHGAP35","blue"
"12680","GYG1","blue"
"12681","NFIC","blue"
"12682","HIPK4","sienna3"
"12683","MSS51","midnightblue"
"12684","HPS4","black"
"12685","BUD31","black"
"12686","ZNF532","turquoise"
"12687","SLC35C1","lightgreen"
"12688","RALGDS","red"
"12689","HMGN2P34","turquoise"
"12690","ATAD2","turquoise"
"12691","FAM193B","purple"
"12692","CST7","salmon"
"12693","ARL9","blue"
"12694","RNU4-41P","darkred"
"12695","C11orf72","red"
"12696","AC004112.1","black"
"12697","DOK1","turquoise"
"12698","CNN2P11","magenta"
"12699","TUBG1","greenyellow"
"12700","AP005431.1","yellow"
"12701","AC034229.5","green"
"12702","PHF21B","black"
"12703","ROGDI","turquoise"
"12704","ZDHHC13","lightgreen"
"12705","POLR2A","turquoise"
"12706","PJA1","blue"
"12707","PPIL6","pink"
"12708","ING3","grey60"
"12709","CALR","turquoise"
"12710","FAM105A","lightcyan"
"12711","AC093519.1","yellow"
"12712","DNAI2","royalblue"
"12713","SLC1A7","turquoise"
"12714","RPS2P1","turquoise"
"12715","AC006372.2","turquoise"
"12716","AC083964.2","turquoise"
"12717","AL451165.1","yellow"
"12718","KCNAB2","blue"
"12719","PHACTR3","greenyellow"
"12720","TGFBR2","blue"
"12721","PNKP","turquoise"
"12722","AL121890.1","blue"
"12723","DUSP21","yellow"
"12724","CHKA","blue"
"12725","VAMP3","blue"
"12726","UHMK1","blue"
"12727","SNAPC5","blue"
"12728","ATP5F1D","turquoise"
"12729","LBP","turquoise"
"12730","HPYR1","turquoise"
"12731","SIVA1","tan"
"12732","CXorf21","pink"
"12733","IGKV1D-43","yellowgreen"
"12734","RNU2-45P","magenta"
"12735","ATP10D","blue"
"12736","COMMD6","grey60"
"12737","LINC00662","turquoise"
"12738","IQCD","lightyellow"
"12739","CTNND2","purple"
"12740","LRP2BP","blue"
"12741","NUP50-AS1","black"
"12742","DONSON","grey60"
"12743","LINC00557","grey60"
"12744","DEPDC1","steelblue"
"12745","AC007249.1","midnightblue"
"12746","TIMM22","turquoise"
"12747","CHRNA2","lightcyan"
"12748","CMTM6","blue"
"12749","RNU6-525P","blue"
"12750","PARP11","blue"
"12751","OR7E155P","turquoise"
"12752","UBTD2","purple"
"12753","CYB561A3","blue"
"12754","ZNF460","turquoise"
"12755","AC112492.5","yellow"
"12756","AL356867.1","royalblue"
"12757","FKBP7","turquoise"
"12758","MSI2","greenyellow"
"12759","PPP2R5A","blue"
"12760","TMEM97P2","yellow"
"12761","AC091980.2","pink"
"12762","KDM5A","blue"
"12763","MAN2A2","turquoise"
"12764","AC002540.1","greenyellow"
"12765","Z95118.1","plum1"
"12766","AL133445.1","turquoise"
"12767","HIGD1AP1","turquoise"
"12768","TRAV26-1","salmon"
"12769","FAM173B","purple"
"12770","NDUFA4","black"
"12771","NECAB1","darkgrey"
"12772","FAM114A1","blue"
"12773","PGM5","red"
"12774","PRR5L","magenta"
"12775","APBB1","lightgreen"
"12776","EIF5AP4","blue"
"12777","ATP6V0E1P3","blue"
"12778","RPL22","purple"
"12779","AC135178.3","blue"
"12780","TNFRSF11A","turquoise"
"12781","DNASE1L1","blue"
"12782","P2RX4","pink"
"12783","CCHCR1","steelblue"
"12784","NAA38","turquoise"
"12785","BSG","blue"
"12786","RPSAP69","pink"
"12787","AL513128.2","blue"
"12788","GALNT3","turquoise"
"12789","AURKA","steelblue"
"12790","PPIAP38","blue"
"12791","SDHA","purple"
"12792","LRRC58","blue"
"12793","BLOC1S2","midnightblue"
"12794","DNAJC19P9","white"
"12795","PTP4A1","blue"
"12796","ADH5","blue"
"12797","NOP14-AS1","turquoise"
"12798","AC068138.1","brown"
"12799","AC013452.2","pink"
"12800","FAM69A","tan"
"12801","SLF2","midnightblue"
"12802","RPL30P4","paleturquoise"
"12803","AIMP2","black"
"12804","ZNF862","turquoise"
"12805","BEND7","midnightblue"
"12806","YWHAEP3","darkred"
"12807","BORCS6","turquoise"
"12808","C19orf25","turquoise"
"12809","MFSD4B","turquoise"
"12810","GAN","magenta"
"12811","PRRT1B","royalblue"
"12812","IGLVVII-41-1","blue"
"12813","ARHGAP45","turquoise"
"12814","PTPN6","steelblue"
"12815","ACSS3","darkolivegreen"
"12816","RETREG1","darkgrey"
"12817","FUNDC2P1","brown"
"12818","RITA1","lightyellow"
"12819","CCDC71","turquoise"
"12820","TMEM106A","blue"
"12821","AC083939.1","blue"
"12822","ERCC2","turquoise"
"12823","AC068533.1","blue"
"12824","FAM107B","midnightblue"
"12825","TPD52L2","lightyellow"
"12826","HMGN2P22","paleturquoise"
"12827","MCM3","steelblue"
"12828","TMEM200A","blue"
"12829","YWHAEP5","yellow"
"12830","HSCB","black"
"12831","IFRD2","blue"
"12832","PLPP3","turquoise"
"12833","PGAP3","greenyellow"
"12834","PIK3C2A","lightgreen"
"12835","MOSPD2","turquoise"
"12836","ENTPD6","lightyellow"
"12837","RN7SL89P","blue"
"12838","THUMPD2","turquoise"
"12839","MYBL1","turquoise"
"12840","FBXW9","turquoise"
"12841","CDKN2AIPNLP1","yellow"
"12842","COX6B1P2","yellow"
"12843","PABPC1P10","blue"
"12844","AL136968.2","darkturquoise"
"12845","ABHD3","turquoise"
"12846","PITPNM2","blue"
"12847","LZTS2","midnightblue"
"12848","BANF1","cyan"
"12849","MAMLD1","blue"
"12850","IGLV2-33","orange"
"12851","FAM160A2","lightgreen"
"12852","ZC3H13","grey60"
"12853","UQCRFS1","turquoise"
"12854","FAM86C1","midnightblue"
"12855","VCX","turquoise"
"12856","SLC35E4","white"
"12857","CES2","turquoise"
"12858","GDPD1","greenyellow"
"12859","RN7SL391P","turquoise"
"12860","NPAP1P3","blue"
"12861","AC008736.2","black"
"12862","TXNRD1","turquoise"
"12863","CAPSL","royalblue"
"12864","CHCHD2P9","blue"
"12865","TUBB","steelblue"
"12866","CCL28","turquoise"
"12867","APOBEC3H","lightyellow"
"12868","OR4N2","turquoise"
"12869","CXorf36","turquoise"
"12870","RNU6-338P","turquoise"
"12871","GNL1","turquoise"
"12872","LINC01962","tan"
"12873","TMEM99","turquoise"
"12874","MAGEB2","yellowgreen"
"12875","CLTB","turquoise"
"12876","GRWD1","blue"
"12877","DENND5A","lightgreen"
"12878","STX1A","blue"
"12879","CCDC152","turquoise"
"12880","MB","cyan"
"12881","MT-ATP6","green"
"12882","AL078604.1","blue"
"12883","TMEM208","turquoise"
"12884","HSPA9","purple"
"12885","AL671883.2","blue"
"12886","FIZ1","turquoise"
"12887","NOP9","tan"
"12888","AKAP11","grey60"
"12889","CDHR3","royalblue"
"12890","ERP29","turquoise"
"12891","AL080243.1","royalblue"
"12892","ANKRD33B","blue"
"12893","ALDH3B1","blue"
"12894","COLEC11","greenyellow"
"12895","TWIST2","blue"
"12896","AC243830.3","blue"
"12897","PRMT2","grey60"
"12898","IRAK2","saddlebrown"
"12899","LRRC37A16P","greenyellow"
"12900","AC009563.1","turquoise"
"12901","AC139887.3","turquoise"
"12902","DDX55","blue"
"12903","AC132008.2","blue"
"12904","HSBP1P2","yellow"
"12905","ALG11","grey60"
"12906","OR5C1","yellow"
"12907","KRT18P52","darkturquoise"
"12908","GXYLT2","blue"
"12909","C19orf67","darkgreen"
"12910","PCGF3","turquoise"
"12911","GMIP","blue"
"12912","ZNF575","turquoise"
"12913","AP001269.2","brown"
"12914","TGFB1","turquoise"
"12915","PNN","tan"
"12916","AL772337.3","brown"
"12917","AC091390.1","blue"
"12918","CYCSP39","green"
"12919","AC092681.1","turquoise"
"12920","RNU7-164P","darkturquoise"
"12921","SLC35F2","blue"
"12922","MPIG6B","turquoise"
"12923","C8orf59P1","darkturquoise"
"12924","AC092647.2","brown"
"12925","RNA5SP181","turquoise"
"12926","TRBVB","turquoise"
"12927","MEF2BNBP1","blue"
"12928","ROPN1L","royalblue"
"12929","PRADC1","blue"
"12930","CAP1P2","yellowgreen"
"12931","AC139749.1","turquoise"
"12932","AC104521.1","lightgreen"
"12933","ELOVL7","turquoise"
"12934","GOLT1A","sienna3"
"12935","UQCRQ","purple"
"12936","SEPHS1","midnightblue"
"12937","FAM66C","turquoise"
"12938","AL136172.1","blue"
"12939","ZNF628","blue"
"12940","B9D1","lightgreen"
"12941","SNAP91","steelblue"
"12942","MED29","turquoise"
"12943","BAX","turquoise"
"12944","PROM2","turquoise"
"12945","MIR4674","blue"
"12946","AC126773.4","magenta"
"12947","TCF7L1","turquoise"
"12948","AC008505.1","blue"
"12949","LINC01074","turquoise"
"12950","ZBTB10","turquoise"
"12951","TPP2","grey60"
"12952","KRTAP4-12","blue"
"12953","COQ4","red"
"12954","KRT6B","blue"
"12955","CTNNB1","green"
"12956","HUNK","lightcyan"
"12957","RPS29P1","magenta"
"12958","CREB3","salmon"
"12959","LZTR1","black"
"12960","AC069439.1","skyblue"
"12961","ZNF250","turquoise"
"12962","AL135924.2","orange"
"12963","TRAF6","lightgreen"
"12964","AC008562.1","green"
"12965","BMS1P1","turquoise"
"12966","AC104117.4","blue"
"12967","SERINC1","turquoise"
"12968","FNBP1","red"
"12969","COLGALT1","turquoise"
"12970","LINC02033","pink"
"12971","RNU6-745P","blue"
"12972","C8orf34-AS1","royalblue"
"12973","MYCT1","blue"
"12974","TEAD1","lightgreen"
"12975","ITPK1","tan"
"12976","ZFPL1","cyan"
"12977","AC084337.2","lightgreen"
"12978","PTHLH","salmon"
"12979","CREM","blue"
"12980","APEX1","tan"
"12981","HPCAL1","pink"
"12982","ATP5IF1","blue"
"12983","TUFT1","turquoise"
"12984","BLVRA","black"
"12985","ADA","turquoise"
"12986","ZNF608","blue"
"12987","KRTAP22-2","brown"
"12988","ABCD4","tan"
"12989","CARS","lightgreen"
"12990","AC021491.1","turquoise"
"12991","AMER1","blue"
"12992","ST6GALNAC5","white"
"12993","HLTF","blue"
"12994","TNIP1","purple"
"12995","PECAM1","turquoise"
"12996","FP565260.7","grey60"
"12997","ZFP69B","lightgreen"
"12998","ZNF771","turquoise"
"12999","CSF2RBP1","yellowgreen"
"13000","ZNF485","midnightblue"
"13001","FHL5","turquoise"
"13002","RPSAP22","turquoise"
"13003","ATP6V0A2","blue"
"13004","ZNF140","turquoise"
"13005","PRKAR2B","blue"
"13006","KIAA1614","blue"
"13007","PGAM5","turquoise"
"13008","MED10","purple"
"13009","KISS1","blue"
"13010","PHYKPL","purple"
"13011","UTP3","blue"
"13012","MIR202HG","greenyellow"
"13013","BLCAP","lightyellow"
"13014","RNF5","turquoise"
"13015","SPA17","cyan"
"13016","GCK","turquoise"
"13017","AC091804.1","turquoise"
"13018","KLK6","turquoise"
"13019","UVSSA","turquoise"
"13020","ZNF641","turquoise"
"13021","ADAT2","blue"
"13022","FAM169A","purple"
"13023","TSPAN9","pink"
"13024","MAPRE3","turquoise"
"13025","C21orf2","grey60"
"13026","CDC16","grey60"
"13027","AL590648.1","turquoise"
"13028","ASB5","skyblue"
"13029","RNU1-35P","turquoise"
"13030","STUB1","turquoise"
"13031","HIF1A-AS1","tan"
"13032","SEC61A1","blue"
"13033","PTPRJ","red"
"13034","HADHB","turquoise"
"13035","AC079341.1","blue"
"13036","ZNF415","turquoise"
"13037","PEX10","blue"
"13038","HNRNPF","midnightblue"
"13039","GP5","royalblue"
"13040","AC104685.1","paleturquoise"
"13041","DEFB119","turquoise"
"13042","ARHGDIB","steelblue"
"13043","SOD1","grey60"
"13044","ZNF382","blue"
"13045","NRSN2-AS1","lightyellow"
"13046","RGS17","blue"
"13047","AP003721.4","blue"
"13048","AC104117.3","purple"
"13049","AC113367.2","yellow"
"13050","PRSS36","blue"
"13051","UBE2M","blue"
"13052","ZNF225","blue"
"13053","HMGN2P17","blue"
"13054","UQCRHP3","yellow"
"13055","SUGT1P1","blue"
"13056","BCL2","turquoise"
"13057","HMGN2P18","brown"
"13058","AC073342.3","blue"
"13059","AC093106.1","blue"
"13060","AC006547.1","black"
"13061","AL583839.2","blue"
"13062","CRY1","turquoise"
"13063","RPL17P36","turquoise"
"13064","SLC46A1","turquoise"
"13065","RN7SL184P","blue"
"13066","BRINP3","blue"
"13067","MAGT1","steelblue"
"13068","AC073611.1","turquoise"
"13069","PRPF6","lightyellow"
"13070","CLASP2","turquoise"
"13071","IBA57","turquoise"
"13072","DGKZ","lightgreen"
"13073","GCGR","greenyellow"
"13074","COX6C","turquoise"
"13075","RAB4A","turquoise"
"13076","MIR8054","turquoise"
"13077","SNX31","turquoise"
"13078","SRIP2","paleturquoise"
"13079","POU2F2","turquoise"
"13080","PYURF","blue"
"13081","NENFP3","darkred"
"13082","ASPH","turquoise"
"13083","FBN1","blue"
"13084","MRPL57","grey60"
"13085","METTL21C","turquoise"
"13086","JOSD1","black"
"13087","CCDC28A","turquoise"
"13088","MAPK1","black"
"13089","PANK4","turquoise"
"13090","KLHL7","black"
"13091","AC025048.4","greenyellow"
"13092","SUSD6","tan"
"13093","CHAF1B","steelblue"
"13094","AC125616.1","darkolivegreen"
"13095","VNN1","turquoise"
"13096","KLHL36","blue"
"13097","BANF1P5","blue"
"13098","ZDHHC20","grey60"
"13099","AC145422.1","magenta"
"13100","TBRG1","turquoise"
"13101","KLF13","blue"
"13102","AL391095.2","darkgrey"
"13103","RPL23AP82","black"
"13104","GTPBP1","black"
"13105","AP5S1","lightyellow"
"13106","SKA3","steelblue"
"13107","PDHA1","blue"
"13108","CABYR","turquoise"
"13109","SLC12A9","grey60"
"13110","SNX20","blue"
"13111","FIS1","black"
"13112","PNRC2","blue"
"13113","AC092423.1","violet"
"13114","ANKRD46","turquoise"
"13115","CETN3","purple"
"13116","RPSAP74","darkorange"
"13117","GGTA1P","blue"
"13118","FAM200A","black"
"13119","MCRIP1","greenyellow"
"13120","PPP1R12A","blue"
"13121","FAT3","turquoise"
"13122","SPTBN4","blue"
"13123","RPS26P13","turquoise"
"13124","AL355862.1","orange"
"13125","AC215217.1","black"
"13126","AC068707.1","turquoise"
"13127","AKR7L","turquoise"
"13128","SUSD1","red"
"13129","SLC25A38","blue"
"13130","BRPF3","darkgreen"
"13131","CD3EAP","blue"
"13132","CYSTM1","purple"
"13133","KCTD20","darkgreen"
"13134","GOT1","midnightblue"
"13135","DOHH","blue"
"13136","CCDC159","blue"
"13137","ABCA3","midnightblue"
"13138","SH2D7","turquoise"
"13139","AC091849.2","midnightblue"
"13140","SOCS4","tan"
"13141","PRKACB","turquoise"
"13142","CCDC125","grey60"
"13143","HIST1H2BPS1","blue"
"13144","AC015813.2","greenyellow"
"13145","AC025884.1","brown"
"13146","SCN2A","pink"
"13147","HMG20B","blue"
"13148","EIF3F","lightgreen"
"13149","WDR77","blue"
"13150","CHCHD4P2","white"
"13151","NPIPB12","turquoise"
"13152","ESRRA","lightyellow"
"13153","AC138649.5","blue"
"13154","MMRN2","blue"
"13155","RAVER2","turquoise"
"13156","MAPKAPK2","blue"
"13157","AC008555.4","blue"
"13158","TWF2","turquoise"
"13159","SFT2D1","turquoise"
"13160","SMC5","red"
"13161","KRI1","blue"
"13162","RPL23AP43","magenta"
"13163","PATZ1","black"
"13164","SRP9","turquoise"
"13165","AL122003.1","turquoise"
"13166","MCUR1","turquoise"
"13167","MRPS5P3","green"
"13168","KCTD13","turquoise"
"13169","ART2P","turquoise"
"13170","CDS2","lightyellow"
"13171","ALKBH7","turquoise"
"13172","SPTLC1P4","saddlebrown"
"13173","RNU1-151P","pink"
"13174","ELMSAN1","tan"
"13175","NPAS2","blue"
"13176","AL450998.2","blue"
"13177","TPGS2","blue"
"13178","HDAC11","salmon"
"13179","CPEB4","purple"
"13180","RNU6-1273P","darkred"
"13181","TEX26","grey60"
"13182","CETN2","lightyellow"
"13183","AC114490.3","red"
"13184","TMEM45A","tan"
"13185","AC096677.1","white"
"13186","NDUFB4P11","greenyellow"
"13187","Z85994.1","yellow"
"13188","SLC2A8","red"
"13189","TMEM246-AS1","darkolivegreen"
"13190","E2F5","turquoise"
"13191","RAI2","tan"
"13192","TMEM147","turquoise"
"13193","SUPT16H","tan"
"13194","OR11H13P","cyan"
"13195","LRP5","blue"
"13196","VAV2","red"
"13197","FAM161A","blue"
"13198","KCNJ12","pink"
"13199","XRCC2","black"
"13200","ARHGEF10L","red"
"13201","PEX26","black"
"13202","SCNN1B","magenta"
"13203","BEX3","blue"
"13204","POMT2","tan"
"13205","RN7SL340P","turquoise"
"13206","ATAD3B","blue"
"13207","GOT2","turquoise"
"13208","DNM1P50","blue"
"13209","NOA1","blue"
"13210","ITGA6","white"
"13211","PDCD6IPP2","darkgrey"
"13212","AC244669.1","turquoise"
"13213","KIAA1586","turquoise"
"13214","DDX11L1","turquoise"
"13215","DCTN3","salmon"
"13216","PARP2","tan"
"13217","TMPO","turquoise"
"13218","MFF","turquoise"
"13219","FRMD8","blue"
"13220","OR5AK1P","white"
"13221","RPS4XP13","brown"
"13222","AC112721.1","turquoise"
"13223","COTL1P1","turquoise"
"13224","SUGT1","grey60"
"13225","CSRNP3","turquoise"
"13226","TLR1","steelblue"
"13227","NDUFA5","black"
"13228","RPUSD2","turquoise"
"13229","RNU2-71P","blue"
"13230","EIF3D","black"
"13231","KRTAP16-1","yellow"
"13232","ABHD17AP4","turquoise"
"13233","ZNF33B","midnightblue"
"13234","ATG101","turquoise"
"13235","AC092692.1","turquoise"
"13236","BCO2","darkgrey"
"13237","RPL28","purple"
"13238","HS3ST3A1","magenta"
"13239","AC008747.1","darkgreen"
"13240","TSPAN1","turquoise"
"13241","MTCO2P30","skyblue3"
"13242","LILRP1","red"
"13243","RPL35P9","blue"
"13244","SWAP70","lightgreen"
"13245","RPL36P16","magenta"
