"","gene_name_length"
"Ccser1",1202542
"Ccser2",93842
"Cct2",12814
"Cct3",24652
"Cct3-ps1",2085
"Cct4",13262
"Cct5",11005
"Cct6a",59374
"Cct6b",45072
"Cct7",16962
"Cct8",12548
"Cct8l1",1961
"Ccz1",26969
"Cd101",36028
"Cd109",100708
"Cd14",1663
"Cd151",4082
"Cd160",30589
"Cd163",25872
"Cd163l1",12879
"Cd164",11635
"Cd164l2",12425
"Cd177",16329
"Cd180",46072
"Cd19",6440
"Cd1d1",3608
"Cd1d2",3230
"Cd2",12041
"Cd200",26919
"Cd200r1",29243
"Cd200r2",48744
"Cd200r3",37703
"Cd200r4",27418
"Cd207",6643
"Cd209a",5588
"Cd209b",9190
"Cd209c",14525
"Cd209d",6732
"Cd209e",6345
"Cd209f",3049
"Cd209g",3610
"Cd22",14941
"Cd226",72771
"Cd244",50554
"Cd247",88597
"Cd248",2560
"Cd24a",5982
"Cd27",4389
"Cd274",20641
"Cd276",31140
"Cd28",56560
"Cd2ap",83474
"Cd2bp2",4391
"Cd300a",14614
"Cd300c",13042
"Cd300c2",5160
"Cd300e",10261
"Cd300lb",11606
"Cd300ld",7649
"Cd300ld2",5859
"Cd300ld3",6279
"Cd300ld4",6285
"Cd300ld5",6284
"Cd300lf",17779
"Cd300lg",14112
"Cd302",32496
"Cd320",6684
"Cd33",20213
"Cd34",22461
"Cd36",107112
"Cd37",5484
"Cd38",43823
"Cd3d",5554
"Cd3e",10888
"Cd3eap",3470
"Cd3g",10860
"Cd4",23530
"Cd40",17322
"Cd40lg",11900
"Cd44",90525
"Cd46",55424
"Cd47",114478
"Cd48",23250
"Cd5",20832
"Cd52",12635
"Cd53",30229
"Cd55",23718
"Cd55b",34473
"Cd59a",19554
"Cd59b",21339
"Cd5l",13193
"Cd6",40718
"Cd63",11834
"Cd63-ps",875
"Cd68",1941
"Cd69",8112
"Cd7",2672
"Cd70",3781
"Cd72",8167
"Cd74",8799
"Cd79a",4817
"Cd79b",3422
"Cd80",28001
"Cd81",15196
"Cd82",44030
"Cd83",18358
"Cd84",51022
"Cd86",62213
"Cd8a",5747
"Cd8b1",14707
"Cd9",34526
"Cd9-ps",650
"Cd93",6924
"Cd96",84595
"Cd99l2",72790
"Cda",29569
"Cdadc1",38572
"Cdan1",133975
"Cdc123",50871
"Cdc14a",151480
"Cdc14b",86023
"Cdc16",24263
"Cdc20",4452
"Cdc20b",56085
"Cdc23",20785
"Cdc25a",18317
"Cdc25b",11549
"Cdc25c",18537
"Cdc26",24989
"Cdc27",47876
"Cdc34",6204
"Cdc34b",1252
"Cdc37",16761
"Cdc37l1",36330
"Cdc40",51691
"Cdc42",38025
"Cdc42bpa",205132
"Cdc42bpb",84743
"Cdc42bpg",19197
"Cdc42ep1",8274
"Cdc42ep2",7261
"Cdc42ep3",21067
"Cdc42ep4",25032
"Cdc42se1",7678
"Cdc42se2",70220
"Cdc45",31541
"Cdc5l",41816
"Cdc6",16140
"Cdc7",20111
"Cdc73",104094
"Cdca2",39511
"Cdca3",4155
"Cdca4",9195
"Cdca5",6795
"Cdca7",10735
"Cdca7l",74418
"Cdca8",20847
"Cdcp1",45215
"Cdcp2",16235
"Cdh1",66896
"Cdh10",195290
"Cdh11",153548
"Cdh12",1140269
"Cdh13",1041189
"Cdh15",19432
"Cdh16",22486
"Cdh17",59749
"Cdh18",925397
"Cdh19",89259
"Cdh2",220370
"Cdh20",226953
"Cdh22",123347
"Cdh23",393743
"Cdh24",10134
"Cdh26",56836
"Cdh3",46407
"Cdh4",456943
"Cdh5",42887
"Cdh6",144975
"Cdh7",157727
"Cdh8",392001
"Cdh9",128339
"Cdhr1",20491
"Cdhr2",35202
"Cdhr3",59080
"Cdhr4",7188
"Cdhr5",7704
"Cdip1",39945
"Cdipt",4588
"Cdk1",17793
"Cdk10",7409
"Cdk11b",25085
"Cdk12",75446
"Cdk13",94783
"Cdk14",616922
"Cdk15",96088
"Cdk16",11927
"Cdk17",106197
"Cdk18",27448
"Cdk19",144255
"Cdk19os",1596
"Cdk2",7093
"Cdk20",9460
"Cdk2ap1",17666
"Cdk2ap2",1838
"Cdk3-ps",4285
"Cdk4",4387
"Cdk5",5290
"Cdk5r1",4162
"Cdk5r2",2799
"Cdk5rap1",37631
"Cdk5rap2",193588
"Cdk5rap3",9071
"Cdk6",189524
"Cdk7",28309
"Cdk8",71645
"Cdk9",7293
"Cdkal1",663929
"Cdkl1",44420
"Cdkl2",37810
"Cdkl3",85564
"Cdkl4",40285
"Cdkl5",222782
"Cdkn1a",9744
"Cdkn1b",5113
"Cdkn1c",2712
"Cdkn2a",20183
"Cdkn2aip",4589
"Cdkn2aipnl",9674
"Cdkn2b",4744
"Cdkn2c",6314
"Cdkn2d",2998
"Cdkn3",11129
"Cdnf",13347
"Cdo1",15138
"Cdon",86525
"Cdpf1",4726
"Cdr1",2313
"Cdr2",25277
"Cdr2l",14217
"Cdrt4",41903
"Cdrt4os1",13682
"Cdrt4os2",655
"Cds1",58729
"Cds2",48903
"Cdsn",5053
"Cdt1",5540
"Cdv3",12747
"Cdv3-ps",1535
"Cdx1",17338
"Cdx2",6466
"Cdx4",9195
"Cdyl",214231
"Cdyl2",158592
"Ceacam-ps1",8528
"Ceacam1",15897
"Ceacam10",7452
"Ceacam11",6433
"Ceacam12",12058
"Ceacam13",9333
"Ceacam14",3031
"Ceacam15",4375
"Ceacam16",9203
"Ceacam18",14589
"Ceacam19",12224
"Ceacam2",23816
"Ceacam20",25693
"Ceacam3",13972
"Ceacam5",47895
"Ceacam9",4204
"Cebpa",2636
"Cebpb",1504
"Cebpd",3746
"Cebpe",1815
"Cebpg",10152
"Cebpz",18065
"Cebpzos",3807
"Cecr2",104822
"Cecr6",4869
"Cel",7609
"Cela1",13501
"Cela2a",11199
"Cela3a",8238
"Cela3b",9542
"Celf1",79116
"Celf2",969870
"Celf3",13904
"Celf4",276526
"Celf5",23483
"Celf6",29376
"Celrr",91037
"Celsr1",134849
"Celsr2",24702
"Celsr3",26650
"Cemip",153646
"Cend1",3046
"Cenpa",8054
"Cenpb",4886
"Cenpc1",53560
"Cenpe",61075
"Cenpf",47481
"Cenph",16226
"Cenpi",54556
"Cenpj",48665
"Cenpk",23782
"Cenpl",16012
"Cenpm",10970
"Cenpn",19778
"Cenpo",38291
"Cenpp",188763
"Cenpq",11997
"Cenps",10509
"Cenpt",8606
"Cenpu",27980
"Cenpv",14316
"Cenpw",5992
"Cenpx",2797
"Cep104",33539
"Cep112",435424
"Cep112it",6610
"Cep112os1",4568
"Cep120",62824
"Cep126",57834
"Cep128",385918
"Cep131",22398
"Cep135",57769
"Cep152",62026
"Cep162",65960
"Cep164",61746
"Cep170",80415
"Cep170b",26138
"Cep19",8270
"Cep192",85064
"Cep250",42443
"Cep290",87283
"Cep295",40874
"Cep295nl",10141
"Cep350",128292
"Cep41",40293
"Cep44",19526
"Cep55",19401
"Cep57",19316
"Cep57l1",91032
"Cep63",41947
"Cep68",22393
"Cep70",57038
"Cep72",25800
"Cep76",23940
"Cep78",29216
"Cep83",102200
"Cep83os",17552
"Cep85",57255
"Cep85l",106505
"Cep89",41655
"Cep95",30679
"Cep97",34968
"Cept1",45543
"Cer1",3398
"Cercam",13677
"Cerk",47014
"Cerkl",126243
"Cers1",15818
"Cers2",8809
"Cers3",80188
"Cers4",38655
"Cers5",38005
"Cers6",252842
"Ces1a",27979
"Ces1b",23290
"Ces1c",32269
"Ces1d",31771
"Ces1e",28402
"Ces1f",23512
"Ces1g",34940
"Ces1h",27883
"Ces2a",7632
"Ces2b",8522
"Ces2c",7416
"Ces2d-ps",6374
"Ces2e",8413
"Ces2f",12692
"Ces2g",7820
"Ces2h",20326
"Ces3a",9813
"Ces3b",10177
"Ces4a",18310
"Ces5a",36767
"Cetn1",3955
"Cetn2",4880
"Cetn3",14079
"Cetn4",4960
"Cfap100",25319
"Cfap126",13050
"Cfap157",7048
"Cfap161",20780
"Cfap20",14621
"Cfap206",41648
"Cfap221",73894
"Cfap36",25878
"Cfap43",181739
"Cfap44",87633
"Cfap45",25070
"Cfap46",82867
"Cfap52",40846
"Cfap53",76897
"Cfap54",306000
"Cfap57",66227
"Cfap58",97668
"Cfap61",280256
"Cfap65",33529
"Cfap69",84962
"Cfap70",58034
"Cfap73",5901
"Cfap74",57634
"Cfap77",128118
"Cfap97",43820
"Cfap99",38728
"Cfb",6145
"Cfc1",8666
"Cfd",1803
"Cfdp1",85801
"Cfh",99057
"Cfhr1",13220
"Cfhr2",54536
"Cfhr3",76117
"Cfi",39449
"Cfl1",4747
"Cfl2",4069
"Cflar",47377
"Cfp",6102
"Cftr",152082
"Cga",13592
"Cggbp1",7512
"Cgn",26424
"Cgnl1",145094
"Cgref1",12449
"Cgrrf1",22069
"Ch25h",1350
"Chac1",3153
"Chac2",9644
"Chad",4081
"Chadl",18992
"Chaer1",1782
"Chaf1a",27611
"Chaf1b",22215
"Champ1",11999
"Chat",57787
"Chchd1",1420
"Chchd10",4618
"Chchd2",6315
"Chchd2-ps",462
"Chchd3",269285
"Chchd4",11375
"Chchd5",4435
"Chchd6",212507
"Chchd7",12159
"Chd1",1689932
"Chd1l",49462
"Chd2",115193
"Chd3",26134
"Chd3os",2181
"Chd4",34611
"Chd5",51544
"Chd6",162098
"Chd7",177254
"Chd8",59630
"Chd9",226165
"Chdh",31505
"Chek1",18584
"Chek2",34167
"Cherp",14738
"Chfr",36131
"Chga",10060
"Chgb",13802
"Chia1",18892
"Chic1",39617
"Chic2",46787
"Chid1",46722
"Chil1",8006
"Chil3",20011
"Chil4",18018
"Chil5",15896
"Chil6",18799
"Chit1",40299
"Chka",42597
"Chkb",3549
"Chl1",239626
"Chm",144925
"Chml",10665
"Chmp1a",8500
"Chmp1b",4350
"Chmp2a",2798
"Chmp2b",23565
"Chmp3",38813
"Chmp4b",43081
"Chmp4c",61950
"Chmp5",16897
"Chmp6",6108
"Chmp7",15542
"Chn1",164687
"Chn1os1",1994
"Chn1os3",19487
"Chn2",262257
"Chodl",20786
"Chordc1",25318
"Chp1",39331
"Chp2",3329
"Chpf",4739
"Chpf2",7816
"Chpt1",51329
"Chrac1",7163
"Chrd",9258
"Chrdl1",108589
"Chrdl2",28557
"Chrm1",19799
"Chrm2",140331
"Chrm3",485362
"Chrm4",1440
"Chrm5",1599
"Chrna1",17124
"Chrna10",5563
"Chrna1os",4359
"Chrna2",17910
"Chrna3",16452
"Chrna4",25167
"Chrna5",26900
"Chrna6",10733
"Chrna7",113878
"Chrna9",42406
"Chrnb1",11908
"Chrnb2",18438
"Chrnb3",31020
"Chrnb4",20626
"Chrnd",9464
"Chrne",4334
"Chrng",8038
"Chst1",15544
"Chst10",34295
"Chst11",210403
"Chst12",20175
"Chst13",16837
"Chst14",2090
"Chst15",81449
"Chst2",7431
"Chst3",37729
"Chst4",10588
"Chst5",21312
"Chst7",37962
"Chst8",138244
"Chst9",308234
"Chsy1",64284
"Chsy3",235046
"Chtf18",8494
"Chtf8",9739
"Chtop",10543
"Chuk",34146
"Churc1",17643
"Ciao1",6879
"Ciapin1",18555
"Ciart",3749
"Cib1",5667
"Cib2",15425
"Cib3",8503
"Cib4",60254
"Cic",26456
"Cidea",24231
"Cideb",4409
"Cidec",11127
"Ciita",48360
"Cilp",15426
"Cilp2",7319
"Cinp",16536
"Cipc",18320
"Cir1",29597
"Cirbp",6802
"Cisd1",14475
"Cisd2",17514
"Cisd3",2796
"Cish",6759
"Cit",163670
"Cited1",4801
"Cited2",2457
"Cited4",1249
"Ciz1",28644
"Ckap2",17660
"Ckap2l",29003
"Ckap4",7758
"Ckap5",93903
"Ckb",2978
"Ckb-ps1",1127
"Ckb-ps2",1001
"Cklf",14078
"Ckm",18066
"Ckmt1",6024
"Ckmt2",23499
"Cks1b",2912
"Cks1brt",21699
"Cks2",5429
"Clasp1",223621
"Clasp2",178210
"Clasrp",23452
"Clca1",28960
"Clca2",29181
"Clca3a1",31301
"Clca3a2",22936
"Clca3b",26735
"Clca4a",22566
"Clca4b",21609
"Clca4c-ps",34186
"Clcc1",24928
"Clcf1",9253
"Clcn1",29072
"Clcn2",14783
"Clcn3",72912
"Clcn4",18543
"Clcn5",165549
"Clcn6",34563
"Clcn7",28714
"Clcnka",14115
"Clcnkb",11662
"Cldn1",15200
"Cldn10",87582
"Cldn11",14405
"Cldn12",25422
"Cldn13",1278
"Cldn14",89807
"Cldn15",9243
"Cldn16",19631
"Cldn17",1172
"Cldn18",27807
"Cldn19",7025
"Cldn2",10559
"Cldn20",660
"Cldn22",995
"Cldn23",1848
"Cldn24",663
"Cldn25-ps",693
"Cldn3",1259
"Cldn34-ps",600
"Cldn34a",636
"Cldn34b1",3463
"Cldn34b2",3496
"Cldn34b3",3435
"Cldn34b4",4630
"Cldn34c1",85301
"Cldn34c2",20435
"Cldn34c3",20101
"Cldn34c4",15373
"Cldn34d",20315
"Cldn4",1816
"Cldn5",1414
"Cldn6",3082
"Cldn7",3107
"Cldn8",2356
"Cldn9",1435
"Cldnd1",6342
"Cldnd2",2553
"Clec10a",14638
"Clec11a",4216
"Clec12a",22613
"Clec12b",10360
"Clec14a",4571
"Clec16a",199540
"Clec18a",33507
"Clec1a",27229
"Clec1b",12039
"Clec2d",5920
"Clec2e",8916
"Clec2f",6416
"Clec2g",50327
"Clec2h",14990
"Clec2i",10580
"Clec2j",9405
"Clec2l",17796
"Clec3a",7761
"Clec3b",6487
"Clec4a1",12772
"Clec4a2",37572
"Clec4a3",17361
"Clec4a4",33739
"Clec4b1",21594
"Clec4b2",31779
"Clec4d",13155
"Clec4e",8082
"Clec4f",11646
"Clec4g",13588
"Clec4n",17179
"Clec5a",10928
"Clec7a",11189
"Clec9a",15902
"Clgn",38686
"Clhc1",30418
"Clic1",8784
"Clic3",1939
"Clic4",58846
"Clic5",91597
"Clic6",55508
"Clint1",58575
"Clip1",106824
"Clip2",63052
"Clip3",16640
"Clip4",95801
"Clk1",13878
"Clk2",12127
"Clk3",15237
"Clk4",20037
"Clmn",101960
"Clmp",99358
"Cln3",14611
"Cln5",7413
"Cln6",13222
"Cln8",20386
"Clnk",170351
"Clnkos",11915
"Clns1a",24163
"Clock",94925
"Clp1",5247
"Clpb",131874
"Clpp",6108
"Clps",2557
"Clpsl2",3130
"Clptm1",33463
"Clptm1l",16600
"Clpx",36399
"Clrn1",41313
"Clrn2",10399
"Clrn3",17189
"Clspn",36969
"Clstn1",62432
"Clstn2",588787
"Clstn3",34036
"Clta",28395
"Cltb",18944
"Cltc",63215
"Clu",13065
"Cluap1",32347
"Cluh",21353
"Clvs1",182399
"Clvs2",112484
"Clybl",220531
"Cma1",3225
"Cma2",23052
"Cmah",149974
"Cmas",19029
"Cmbl",24731
"Cmc1",85656
"Cmc2",32771
"Cmc4",11739
"Cmip",202367
"Cmklr1",38073
"Cmpk1",27906
"Cmpk2",10634
"Cmss1",304627
"Cmtm1",17524
"Cmtm2a",12140
"Cmtm2b",8535
"Cmtm3",8263
"Cmtm4",47617
"Cmtm5",3014
"Cmtm6",18229
"Cmtm7",25021
"Cmtm8",54812
"Cmtr1",45385
"Cmtr2",8822
"Cmya5",104012
"Cnbd1",262073
"Cnbd2",63340
"Cnbp",8492
"Cndp1",39576
"Cndp2",18164
"Cnep1r1",16342
"Cnfn",2105
"Cnga1",40580
"Cnga2",18370
"Cnga3",48951
"Cnga4",4175
"Cngb1",67541
"Cngb3",229774
"Cnih1",12845
"Cnih2",5548
"Cnih3",108014
"Cnih4",24302
"Cnksr1",10359
"Cnmd",24481
"Cnn1",10415
"Cnn2",7479
"Cnn3",31711
"Cnnm1",56775
"Cnnm2",117200
"Cnnm3",16371
"Cnnm4",37145
"Cnot1",88014
"Cnot10",54307
"Cnot11",11898
"Cnot2",96351
"Cnot3",15842
"Cnot4",111660
"Cnot6",41221
"Cnot6l",93839
"Cnot7",23308
"Cnot8",14442
"Cnot9",24785
"Cnp",16826
"Cnppd1",8158
"Cnpy1",44988
"Cnpy2",5095
"Cnpy3",16510
"Cnpy4",6434
"Cnr1",24239
"Cnr2",24814
"Cnrip1",27786
"Cnst",81109
"Cntd1",17306
"Cntf",1973
"Cntfr",39592
"Cntln",247613
"Cntn1",290803
"Cntn2",33830
"Cntn3",410447
"Cntn4",1021651
"Cntn5",1243885
"Cntn6",370617
"Cntnap1",20202
"Cntnap2",2244857
"Cntnap3",167774
"Cntnap4",312675
"Cntnap5a",902568
"Cntnap5b",713178
"Cntnap5c",640786
"Cntrl",69331
"Cntrob",24289
"Cntrobos",1327
"Coa3",1147
"Coa4",3299
"Coa5",13020
"Coa6",2919
"Coa7",13405
"Cobl",228353
"Cobll1",151065
"Coch",12431
"Cog1",17886
"Cog2",31242
"Cog3",52168
"Cog4",35628
"Cog5",282762
"Cog6",35363
"Cog7",102349
"Cog8",10401
"Coil",21362
"Col10a1",7105
"Col11a1",190179
"Col11a2",27249
"Col12a1",119841
"Col13a1",140873
"Col14a1",213054
"Col15a1",105007
"Col16a1",51444
"Col17a1",45751
"Col18a1",114371
"Col19a1",325583
"Col1a1",16819
"Col1a2",36731
"Col20a1",31829
"Col22a1",238433
"Col23a1",293999
"Col24a1",259540
"Col25a1",468377
"Col26a1",141451
"Col27a1",120988
"Col28a1",194810
"Col2a1",29094
"Col3a1",38169
"Col4a1",114404
"Col4a2",136483
"Col4a3",135139
"Col4a3bp",97550
"Col4a4",138427
"Col4a5",213850
"Col4a6",308674
"Col5a1",153090
"Col5a2",128962
"Col5a3",45018
"Col6a1",17377
"Col6a2",27869
"Col6a3",78049
"Col6a4",107330
"Col6a5",104566
"Col6a6",140352
"Col7a1",31290
"Col8a1",130480
"Col8a2",27538
"Col9a1",75075
"Col9a2",15938
"Col9a3",24400
"Colca2",8312
"Colec10",55585
"Colec11",29205
"Colec12",170348
"Colgalt1",13914
"Colgalt2",110866
"Colq",68262
"Commd1",86247
"Commd10",129131
"Commd2",7367
"Commd3",3848
"Commd4",3297
"Commd5",1396
"Commd6",7706
"Commd7",15849
"Commd8",11615
"Commd9",15400
"Comp",8509
"Comt",19967
"Comtd1",3123
"Cop1",115321
"Copa",39802
"Copb1",39153
"Copb2",24662
"Cope",10476
"Copg1",25782
"Copg2",149241
"Coprs",5488
"Cops2",28836
"Cops3",22044
"Cops4",29495
"Cops5",13568
"Cops6",3576
"Cops7a",7126
"Cops7b",26472
"Cops8",10361
"Cops9",4841
"Copz1",27155
"Copz2",11334
"Coq10a",5898
"Coq10b",19933
"Coq2",20418
"Coq3",32490
"Coq4",10443
"Coq5",17307
"Coq6",12140
"Coq7",23698
"Coq8a",34365
"Coq8b",24928
"Coq9",16575
"Corin",204449
"Coro1a",8015
"Coro1b",5417
"Coro1c",66323
"Coro2a",65266
"Coro2b",117553
"Coro6",8074
"Coro7",53645
"Cort",1730
"Cotl1",31323
"Cox10",116842
"Cox11",6759
"Cox14",2519
"Cox15",19747
"Cox16",126102
"Cox17",5773
"Cox18",9278
"Cox19",15230
"Cox20",3564
"Cox20-ps",353
"Cox4i1",5986
"Cox4i2",10865
"Cox5a",11153
"Cox5b",2233
"Cox6a1",3340
"Cox6a2",953
"Cox6b1",9291
"Cox6b2",1303
"Cox6c",12361
"Cox7a1",1935
"Cox7a2",4518
"Cox7a2l",12415
"Cox7b",6751
"Cox7b2",105382
"Cox7c",2089
"Cox8a",2459
"Cox8b",1502
"Cox8c",1211
"Cp",52092
"Cpa1",6146
"Cpa2",22895
"Cpa3",26562
"Cpa4",24050
"Cpa5",20736
"Cpa6",395226
"Cpb1",27470
"Cpb2",41269
"Cpd",68595
"Cpe",100513
"Cpeb1",108440
"Cpeb1os1",2112
"Cpeb2",56555
"Cpeb3",187311
"Cpeb4",63424
"Cped1",270489
"Cphx1",18053
"Cphx2",14612
"Cphx3",153448
"Cplx1",31471
"Cplx2",12569
"Cplx3",6290
"Cplx4",14452
"Cpm",57853
"Cpn1",30250
"Cpn2",11155
"Cpne1",40124
"Cpne2",37542
"Cpne3",50855
"Cpne4",487259
"Cpne5",81248
"Cpne6",6987
"Cpne7",17809
"Cpne8",191951
"Cpne9",23321
"Cpox",10184
"Cpped1",105725
"Cpq",511424
"Cps1",108234
"Cpsf1",11789
"Cpsf2",30437
"Cpsf3",29666
"Cpsf4",14829
"Cpsf4l",11846
"Cpsf6",35343
"Cpsf7",22492
"Cpt1a",62432
"Cpt1b",9459
"Cpt1c",15480
"Cpt2",19630
"Cptp",4718
"Cpvl",105393
"Cpxcr1",29840
"Cpxm1",6800
"Cpxm2",122053
"Cpz",23481
"Cr1l",34205
"Cr2",39906
"Crabp1",8363
"Crabp2",4711
"Cracr2a",112911
"Cracr2b",5520
"Cradd",149388
"Cramp1l",54003
"Crat",15343
"Crb1",180045
"Crb1-ps",895
"Crb2",22855
"Crb3",6814
"Crbn",19877
"Crcp",31500
"Crct1",1483
"Creb1",71904
"Creb3",4729
"Creb3l1",42175
"Creb3l2",114892
"Creb3l3",14551
"Creb3l4",6013
"Creb5",413107
"Crebbp",132670
"Crebl2",28778
"Crebrf",60986
"Crebzf",5266
"Creg1",11563
"Creg2",33069
"Creld1",10047
"Creld2",7038
"Crem",71701
"Crh",1996
"Crhbp",13554
"Crhr1",42669
"Crhr2",42968
"Crim1",176345
"Crip1",7564
"Crip2",5271
"Crip3",2851
"Cript",10261
"Crisp1",25450
"Crisp2",42270
"Crisp3",20512
"Crisp4",30712
"Crispld1",39300
"Crispld2",60356
"Crk",27650
"Crkl",34269
"Crlf1",10924
"Crlf2",4285
"Crlf3",34499
"Crls1",20120
"Crmp1",50194
"Crnde",30088
"Crnkl1",17536
"Crnn",5033
"Crocc",43914
"Crocc2",62348
"Crot",31292
"Crp",134977
"Crry-ps",1309
"Crs-ps",3257
"Crtac1",148747
"Crtam",34938
"Crtap",15542
"Crtc1",57225
"Crtc2",9963
"Crtc3",102251
"Crx",14022
"Crxos",21404
"Cry1",53365
"Cry2",30398
"Cryaa",3792
"Cryab",5312
"Cryba1",6669
"Cryba2",3210
"Cryba4",6026
"Crybb1",13771
"Crybb2",11860
"Crybb3",5746
"Crybg1",198218
"Crybg2",31690
"Crybg3",107852
"Cryga",2985
"Crygb",2070
"Crygc",2165
"Crygd",1581
"Cryge",2596
"Crygf",1788
"Crygn",7006
"Crygs",6208
"Cryl1",123537
"Crym",15732
"Cryz",26472
"Cryzl1",39654
"Cryzl2",34062
"Cs",24746
"Csad",27726
"Csdc2",14183
"Csde1",37761
"Cse1l",40350
"Csf1",19422
"Csf1r",26578
"Csf2",2397
"Csf2ra",4017
"Csf2rb",28050
"Csf2rb2",23215
"Csf3",2367
"Csf3r",19891
"Csgalnact1",378366
"Csgalnact2",31689
"Csk",26986
"Csl",1953
"Csmd1",1643050
"Csmd2",579800
"Csmd2os",33445
"Csmd3",1211427
"Csn1s1",16371
"Csn1s2a",14231
"Csn1s2b",16345
"Csn2",7007
"Csn3",7087
"Csnk1a1",34788
"Csnk1d",29582
"Csnk1e",37711
"Csnk1g1",136092
"Csnk1g2",17912
"Csnk1g3",93572
"Csnk2a1",55014
"Csnk2a1-ps",1175
"Csnk2a1-ps1",1159
"Csnk2a2",43944
"Csnk2b",5858
"Csnka2ip",124603
"Cspg4",34838
"Cspg5",18794
"Cspp1",98782
"Csprs",51440
"Csrnp1",13496
"Csrnp2",15919
"Csrnp3",185780
"Csrp1",32172
"Csrp2",19834
"Csrp3",17636
"Cst10",5237
"Cst11",2889
"Cst12",4186
"Cst13",10330
"Cst3",3971
"Cst6",4870
"Cst7",8530
"Cst8",6811
"Cst9",3592
"Csta1",11296
"Cstad",13904
"Cstb",1954
"Cstf1",11768
"Cstf2",27633
"Cstf2t",3750
"Cstf3",74907
"Cstl1",5076
"Ctag2",1371
"Ctbp1",27272
"Ctbp2",136792
"Ctbs",16055
"Ctc1",20563
"Ctcf",46355
"Ctcfl",25917
"Ctcflos",22387
"Ctdnep1",9446
"Ctdp1",61737
"Ctdsp1",5777
"Ctdsp2",21259
"Ctdspl",117546
"Ctdspl2",57642
"Ctf1",5457
"Ctf2",14061
"Ctgf",3242
"Cth",30830
"Cthrc1",10190
"Ctif",266473
"Ctla2a",2471
"Ctla2b",2098
"Ctla4",28833
"Ctnna1",135886
"Ctnna2",1098063
"Ctnna3",1573570
"Ctnnal1",54254
"Ctnnb1",31292
"Ctnnbip1",48202
"Ctnnbl1",154214
"Ctnnd1",50695
"Ctnnd2",856749
"Ctns",15447
"Ctps",30409
"Ctps2",131271
"Ctr9",27427
"Ctrb1",4492
"Ctrc",31398
"Ctrcos",2670
"Ctrl",1860
"Cts3",5498
"Cts6",8279
"Cts7",5737
"Cts7-ps",3783
"Cts8",8614
"Ctsa",8160
"Ctsb",23462
"Ctsc",32804
"Ctsd",12128
"Ctse",37200
"Ctsf",5784
"Ctsg",2694
"Ctsh",21938
"Ctsj",5781
"Ctsk",10107
"Ctsl",11554
"Ctsll3",4600
"Ctsm",6097
"Ctso",24125
"Ctsq",5608
"Ctsr",5053
"Ctss",29618
"Ctsw",3259
"Ctsz",11547
"Cttn",35277
"Cttnbp2",148366
"Cttnbp2nl",51232
"Ctu1",6283
"Ctu2",7996
"Ctxn1",1615
"Ctxn2",11148
"Ctxn3",9618
"Cubn",215476
"Cuedc1",96083
"Cuedc2",8849
"Cul1",72742
"Cul2",53390
"Cul3",75558
"Cul4a",42320
"Cul4b",42923
"Cul5",55433
"Cul7",14028
"Cul9",45817
"Cuta",1506
"Cutal",17737
"Cutc",15643
"Cux1",319356
"Cux2",193737
"Cuzd1",13739
"Cwc15",9961
"Cwc22",65217
"Cwc25",21076
"Cwc27",186003
"Cwf19l1",27233
"Cwf19l2",75645
"Cwh43",47361
"Cx3cl1",10419
"Cx3cr1",168264
"Cxadr",58290
"Cxcl1",1875
"Cxcl10",2252
"Cxcl11",5942
"Cxcl12",12833
"Cxcl13",4118
"Cxcl14",7909
"Cxcl15",8534
"Cxcl16",6002
"Cxcl17",12834
"Cxcl2",2068
"Cxcl3",3498
"Cxcl5",2265
"Cxcl9",6733
"Cxcr1",2847
"Cxcr2",7258
"Cxcr3",2735
"Cxcr4",4095
"Cxcr5",50091
"Cxcr6",5286
"Cxxc1",5361
"Cxxc4",25678
"Cxxc5",31870
"Cyb561",19635
"Cyb561a3",11095
"Cyb561d1",5526
"Cyb561d2",3187
"Cyb5a",29064
"Cyb5b",36832
"Cyb5d1",3707
"Cyb5d2",18911
"Cyb5r1",6182
"Cyb5r2",9578
"Cyb5r3",19099
"Cyb5r4",55761
"Cyb5rl",21281
"Cyba",8155
"Cybb",52520
"Cybrd1",25004
"Cyc1",2738
"Cycs",3976
"Cycs-ps2",292
"Cycs-ps3",546
"Cyct",6509
"Cyfip1",90858
"Cyfip2",119010
"Cygb",8719
"Cyhr1",16723
"Cylc1",15437
"Cylc2",13595
"Cyld",54918
"Cym",10440
"Cyp11a1",20613
"Cyp11b1",7519
"Cyp11b2",5309
"Cyp17a1",5810
"Cyp19a1",102174
"Cyp1a1",15897
"Cyp1a2",6767
"Cyp1b1",8089
"Cyp20a1",44738
"Cyp21a1",3214
"Cyp21a2-ps",2440
"Cyp24a1",14438
"Cyp26a1",3721
"Cyp26b1",22495
"Cyp26c1",7818
"Cyp27a1",24319
"Cyp27b1",4757
"Cyp2a12",8295
"Cyp2a21-ps",34966
"Cyp2a22",7754
"Cyp2a4",7920
"Cyp2a5",8244
"Cyp2ab1",14679
"Cyp2b10",29005
"Cyp2b13",34701
"Cyp2b19",15489
"Cyp2b23",21211
"Cyp2b26-ps",13840
"Cyp2b27-ps",24302
"Cyp2b9",37251
"Cyp2c23",24187
"Cyp2c29",61309
"Cyp2c37",19820
"Cyp2c38",73520
"Cyp2c39",57668
"Cyp2c40",45744
"Cyp2c50",24263
