"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"NAT16",3.41787019862019,4.31010850117497,66.2531838756317,3.96566670190637e-16,6.49179639102074e-12,"QGBCbyPGBC",10.6876310020921
"TRIM73",2.56075519047859,3.60332048913208,47.2505330513511,6.24689929962587e-12,4.76907411292388e-08,"QGBCbyPGBC",5.90016455018417
"REM2",2.83763644985614,3.17004694429234,46.5923893115118,8.73990368892586e-12,4.76907411292388e-08,"QGBCbyPGBC",7.14847969961012
"LST1",3.94317980823245,3.00634433708776,44.4984581646278,2.54557602283332e-11,1.04177698734453e-07,"QGBCbyPGBC",15.3820918597689
"RF00593",4.74023504246713,2.58011381218489,42.1620185469294,8.40160147356616e-11,2.75068432244556e-07,"QGBCbyPGBC",26.7271674310389
"BCL6",2.49713174916958,5.77251322649486,41.3526264625929,1.27100572302824e-10,2.9723376694246e-07,"QGBCbyPGBC",5.64561891685166
"AC117498.3",3.30330039619584,2.68122377899443,39.3213288069664,3.59492917883245e-10,7.35612383218589e-07,"QGBCbyPGBC",9.87171262041731
"MIR27A",3.0085771869928,4.87440998328652,37.6841033260484,8.31796603854549e-10,1.51294560056655e-06,"QGBCbyPGBC",8.04770368858667
"BAIAP3",2.87571441642041,3.93868599234189,37.2798890200595,1.02334487365941e-09,1.67521555818045e-06,"QGBCbyPGBC",7.33966601712717
"AL590004.4",3.71596112254554,4.26746530299233,34.2743454652045,4.78650024045779e-09,6.36953384628005e-06,"QGBCbyPGBC",13.1406170965673
"RNU2-19P",5.61279678939173,2.13924546220326,34.2630275957503,4.81441770031342e-09,6.36953384628005e-06,"QGBCbyPGBC",48.9350676646736
"VGF",3.22809389675566,6.36203589716029,34.1668732338414,5.05827367145025e-09,6.36953384628005e-06,"QGBCbyPGBC",9.37029128848662
"AC044860.2",4.92415478988467,1.79692099688032,33.9616467922766,5.62092069066768e-09,6.57246226473071e-06,"QGBCbyPGBC",30.361155424062
"C20orf204",2.33641999219857,3.95230755397535,33.2259107527712,8.2049910886558e-09,8.61919470223625e-06,"QGBCbyPGBC",5.05047819152964
