"","NA.1","NA.10","NA.11","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA"
"FARP2",1.95005008292327,2.05398364043833,1.80960992546194,2.91631443457483,2.31494651773169,2.58074303515133,2.05878911667867,2.48835125239963,1.74563750484351,2.30030020957085,1.73531905765392,2.53648043236616
"FARSA",2.22174406484113,6.14021338252244,2.4091800337168,6.21016470937623,2.48464134995076,6.32327415591086,2.38260782881794,6.66322898922817,2.57806980667801,6.42093538896072,2.63730400580935,6.68981265750862
"FARSB",1.95492769077662,4.1289769465097,2.23387115858226,3.93594983836911,2.50463896393805,4.0867594606086,1.6715624152728,4.31396405233634,2.22685468580252,4.4013784120445,2.28218923430379,4.16311788761231
"FAS",0.0412100230894492,1.14764282642356,0.358947994587482,0.792379622491124,0.326673817825715,1.30060097617551,0.147160142864633,1.48365858400624,0.0234720900635011,1.28609688698023,0.307819249135834,1.32925008239379
"FASN",3.76726691640785,8.02738177961372,3.77124980348772,8.41706999905748,4.02157440289085,8.28051785313138,3.51353989600345,8.40667236091975,4.27775340652268,8.31597304903237,4.04734292026021,8.7664114552045
"FASTK",2.98558661172515,7.62831214457611,2.83458888002188,7.80811534456909,3.46543124615503,7.71622565670422,3.31560136331519,7.67327218717241,2.56878644545963,7.72796390210042,3.40270453013319,7.78183291038114
"FASTKD1",1.23196380003512,3.38497150806648,1.40208658061146,3.24282291080907,1.65302241096212,3.13908184105317,1.43290412934827,3.5882517286023,1.37964874144957,3.50706085142134,1.3951345199883,3.39448527784944
"FASTKD2",2.12056006615781,3.91449511396351,2.0055641943576,4.0091467380516,2.55668843705981,3.96091193045642,1.78032067308948,3.61381918854307,2.4083768029351,4.03709158826115,1.97762493121775,4.00342991462726
"FAT1",2.78720916618846,2.33348275204169,2.06332269701654,2.89002826717312,2.73473149735059,2.80603653867653,2.6018027418972,2.59151279163463,2.21196584917526,2.46921045343087,1.94781732274395,2.70732328096996
"FAT3",1.63050860240349,1.16293606943089,1.20732454988101,1.28630159741455,1.62551896301825,1.2266837931993,1.42746995776713,1.62100944387059,1.08571940118473,1.39159159420524,1.10417223186961,1.12412443962613
"FAU",4.96649057257108,9.69402931649091,5.11521865497603,9.85321994305112,5.15767392855068,9.85064359589982,4.82978756329647,10.2366901804407,5.01583281480957,10.0467371620058,4.3405245802152,10.499155626962
"FAUP1",0,1.59954588428754,0,1.78911247884035,0,0,0,2.22133195299203,1.58359871832607,2.41573401785603,0,0
"FAXC",1.70635015903442,2.08497666851714,1.69953028639704,2.55015445288236,2.30153803881799,2.56202731011104,1.58004410803117,2.48254056355623,1.67845337304325,2.40607282719193,1.60454152500631,2.36723664492002
"FAXDC2",1.92750776768337,1.51285512280662,1.51493055376886,2.02438706851536,1.64076117067513,1.929245306578,1.56269694500936,2.32870294394661,1.53939173288147,1.84905060610983,1.20366631977183,2.00383506005947
"FBL",4.44203943136155,7.854683462603,4.70095134071819,7.65485462328803,4.47557642557613,7.54553422086651,4.19380507799768,8.27751580193247,4.82521693317588,8.19007574860524,4.60819537318166,8.18018847532791
"FBLIM1",0.595915146279449,0.984041838946357,0.450938146697968,0.851257262979426,0.693324928599952,0.761820242559533,0.360264777953913,1.92720776916707,0.366817449296623,1.25986060523145,0.441939425255539,0.797314639445701
"FBLL1",0,2.8377245501715,0,3.40089557005582,0,3.11944105099073,0,0.192357790694587,0,3.03714090453639,0.184062648335049,1.88333330695724
"FBLN1",1.62408264974543,4.2014227502969,1.69960534381611,4.51369347071855,1.89622974340244,4.56204538597651,1.58767674024288,4.47329340601067,1.98382365338726,4.32964201933709,1.95920327648196,5.03387181882025
"FBLN7",0.774672882770371,0.655738263023129,0.225096711628051,1.95819989101068,0.892859715647287,2.14052186550936,0.724015128994262,1.07929955235742,0.12599162108195,0.755338049658514,0.426838414109205,1.82007165273127
"FBN1",0.645394078779869,0.886066250499347,0.369108821652615,1.69921035733833,0.889720642676511,1.60048261907279,0.515732094076977,1.32370129034359,0.300379765765398,0.856660530463469,0.431823729363183,1.74333300147479
"FBN2",0.479261256889478,1.24731634720975,0.553627820923909,1.07961036012247,0.583933857520475,0.915517590501738,0.556976866569123,1.8154812216906,0.660889972397074,1.65120637728783,0.534210204121682,1.00958544253583
"FBRS",2.72943008013784,5.50512067798478,2.76030527676626,6.03522262939775,3.36855406391975,6.05482305575475,2.99323272794055,5.93873776501257,3.16110065665299,5.77051663758557,3.01680743132713,6.18667643937161
"FBRSL1",1.71177104265113,3.89820900400386,1.79645022249763,3.98953509350523,1.94575537368392,4.04305912419814,1.89877643933676,4.2873319552173,1.817398078289,4.12324935505877,1.73078596566504,4.07026039880369
"FBXL12",2.39654921831827,4.1604001736511,2.10462324538478,4.35696353305231,2.12618489786845,4.45667341524623,1.85669593144975,4.57595074096765,2.15030662921289,4.41230344416195,1.82539558555749,4.50679601981945
"FBXL15",1.01251239676203,4.42703902108193,1.4871859667914,4.33141990512774,1.42351153894881,4.36255827660317,1.51642280035199,4.97277766185136,1.10558462910296,4.77459139158908,0.957852707423943,5.04769892456447
"FBXL16",2.70162978144895,5.79127840974994,2.68651142316258,6.32156820279219,3.04916004112994,6.19502994661221,3.22536945643192,6.3221247643499,2.81696281937181,6.02854208428771,2.47060486827524,6.46788204895856
"FBXL18",1.24114806859315,1.92509600245304,1.57811985909325,2.23614787268082,2.0847159673998,2.26805615856175,1.52851807051635,2.30860137891972,1.32998676496249,2.23749540720777,1.57662479239251,2.20023365158957
"FBXL19",1.04575469525794,3.63720060873042,0.600000347003369,4.25591647699825,1.42611167069759,4.13203294302945,1.39123321089892,4.25009484645793,1.06531251724137,3.87043685539602,1.21260317237932,4.56746781558499
"FBXL19-AS1",3.53960561273694,3.80756671181565,3.834874821239,4.92654625939546,4.59545270174977,4.43941288702941,3.5919796377283,4.46314911186183,3.00190149929617,4.37597411899636,3.34417903457606,4.42377147771617
"FBXL2",0.651623204670412,0.504802616780379,0.310599333549028,0.983502615874022,1.05974832973866,0.764207068671835,0.637554520534641,1.30626967169397,0.371622962072822,0.846425374388109,0.40223203369452,0.739275964759799
"FBXL20",2.44011969848649,2.10424664578986,2.07114344345073,2.25046528995441,2.58604326582814,1.97964692116054,2.23642931928627,2.60910140449657,2.55364283483887,2.58502693106465,2.02598289018273,2.14161738696078
"FBXL4",1.70520406645154,2.14947246270304,1.5490556113353,2.54825031372047,2.23948848746309,2.36151011411102,1.52266707802749,2.43228637377055,1.83377346253504,2.58303882022276,1.63182738361084,2.26740870890664
"FBXL5",1.98324864234496,3.18705383200479,1.33508385314581,3.77241660609533,2.34675446758266,3.66743402612502,1.77862131253589,3.33704288461339,1.40633551509976,3.39247068760034,1.5465806046773,3.64564193656081
"FBXL7",1.46563356715302,0.345126653382539,0.495003647989232,0.804960381469148,1.77088040575442,0.729681948364957,1.43024242901648,1.17424845236705,0.404367013085367,0.383632142929204,0.556020171298484,0.712011608221679
"FBXL8",1.01655515526896,3.46001979185852,0.982928666659237,3.90926750451674,1.31184831332283,3.15001393414993,1.58493687901137,4.00315822107311,1.10987526872611,3.59730516297836,1.22431466165555,3.13970354082096
"FBXO10",0.230123727279157,0.778105131426888,0.248384243686062,1.21019683696802,0.115499848391716,1.27200130610077,0.242590417783081,1.46509965355406,0.463561924550992,1.1877170831252,0.238780381993291,1.45805491604357
"FBXO11",1.50443033776454,2.33889364722788,1.24644869559052,2.761586233786,2.04193724029781,2.5075490703578,1.43983367233347,2.53068406382112,1.35709251522982,2.58184910673195,1.29895539506881,2.47942662280735
"FBXO17",1.0779537935271,1.6511587499371,0.815255455809748,2.15154935092737,1.26025606988893,1.9424061187928,0.897412466061955,2.27377484337229,0.51728852504763,1.90951926536455,0.84047207413847,1.9001050990193
"FBXO18",2.15691612170412,3.67400211061481,2.28651670802003,4.0972513864444,2.73032679228174,3.98989216691781,2.09754037494132,4.0718932694326,2.24026443341809,3.99514617542414,2.22417599090417,4.07707131883495
"FBXO21",2.39853023521208,3.94303018660273,2.26104541087403,4.13169095351101,2.59525766556124,3.91697851481062,2.37784338361762,4.31088275672642,2.69888223856396,4.30524810981542,2.17133030179977,4.23786331202979
"FBXO22",1.72472489975143,2.83939684795228,1.19499111064978,2.95898463952578,1.87324015635226,2.89650150980136,1.04290622111123,2.97262325255916,1.37499551802809,3.16799688650371,1.36902000356092,3.07081106065484
"FBXO25",1.014969644103,1.64589540418968,0.804403653319526,1.44024718576707,1.3364464216216,1.3656539383689,0.952350776374406,2.21135343114558,1.18353702469014,1.93463944049956,0.803598816088083,1.58654249767454
"FBXO27",0.187604563904085,0.742157871934045,0.0861567659108312,1.36034345264339,0.639873767415409,0.985323963125246,0.298375292985007,1.39356797203829,0.109174142356602,0.739731061447967,0.383620122507431,1.15957708588544
"FBXO28",1.97220353249516,3.1412593389079,1.60304381530776,3.57729423646637,1.95368433149562,3.33565758184849,1.68572494704561,3.07569733490192,1.61764974732368,3.20813682848395,1.62168120907727,3.32652452533721
"FBXO3",1.35269062970566,2.47894777248145,1.39899404673681,2.91039981298718,1.716811097904,3.02875361567864,1.23032131284191,3.00027695305691,1.33654889552661,2.6563299097658,1.20028772406728,3.00997269865885
"FBXO30",0.616034327336504,2.68728037868715,0.332141487904678,2.84648462664656,0.56556444161208,2.81208070924343,0.388791273412984,2.84150945709693,0.552740863530136,3.03945817025202,0.45375409126708,2.81368978840958
"FBXO31",0.610525944238821,1.09058859166455,0.736025393888708,1.51340351471369,1.23309577687363,1.15501275879036,0.628500355229059,1.66660063840282,0.536543615264703,1.30520309325601,0.719995951120214,1.24418895226071
"FBXO32",3.35719761504842,3.75759236311102,2.62526379291862,4.90893370674676,4.36833765701349,4.72013521660402,3.38332821189408,3.64713299717707,2.69556491250969,3.93708704425601,3.11176086362702,4.19938144271397
"FBXO33",0.966430291183098,1.73678051779014,0.824702682745787,2.07560757105732,1.39750879713902,1.99972498394577,0.62660713425611,2.27988355690559,0.79565407230965,2.06872874588858,0.750558494896215,2.23088732126394
"FBXO34",1.15644855152734,1.78921451262733,1.0703955637342,2.23404151879614,1.77792386998993,1.91521574969797,1.26789670003332,2.18678144955786,1.08873649243649,2.05094835741674,1.0367376568834,2.24310494013328
"FBXO36",0.812288881284063,0.654380480012332,0.313066629884643,1.07404039703085,0.761169402499403,0.915180106462389,0.651284527643641,1.22408749176292,0.379035493664056,0.694861779180492,0.309185726105529,0.860249450711117
"FBXO38",1.91026005516745,2.83012592886784,1.58494431091729,2.80428905415391,2.00156923898267,2.4930146257853,1.73852006866474,2.88395439240921,1.96039636930955,2.91573722308417,1.79077314205812,2.58475804424273
"FBXO4",0.845750732064418,3.61459518963622,0.957575619707874,3.05659485001182,1.61216862387886,3.3432330151364,0.74845262047172,3.59247393545306,0.927926428061364,3.9491089900463,1.21174917688644,3.01634329447905
"FBXO41",1.09863114729241,3.06984194085965,1.27153739372787,3.0807518202092,1.5932698455095,2.99810495349566,0.952910074693678,3.5145689967814,1.48161690645037,3.51278327400883,1.33036728251675,2.40352927312512
"FBXO42",1.32223514361771,1.74822898430861,1.06198355595373,2.06056487775961,1.28670084457923,1.96445337846433,1.05148516754591,2.28114098813974,1.12831612885603,2.06993480612135,0.863965470838109,2.34588730082469
"FBXO43",0.555446767959607,1.0677140418192,0.502037768304649,1.50829942631744,0.384132933651853,0.705279016855269,0.424246237625717,1.99830439665072,0.340094193570996,0.865865058117229,0.630670922120236,0.61689170631351
"FBXO44",2.4877120180558,4.18529055719336,1.84905509901606,4.67143325371209,2.84267172896047,4.49611093265095,2.03895914246462,4.30938593053127,1.70603156490458,4.29471952649089,1.80465748307379,4.50289488120226
"FBXO45",3.05683483965515,4.7828483010458,2.71607877928858,4.62666344496988,2.74074603103378,4.72408521293353,2.44952572635993,5.03214572583403,2.88922510421278,5.01517576791015,2.84320689651612,4.8185423990007
"FBXO46",1.13002853274987,3.68760405143442,1.49548425173542,4.03395082833229,1.84219265282755,3.89659059574517,1.37953845190975,3.65949632239724,1.02846574976969,3.90061279758144,1.29737423628738,4.09386245636217
"FBXO48",1.67315271089084,2.49119835857855,1.5558830238284,2.68033588091262,2.34616197800192,2.37667617738436,1.59552990576131,2.29173968653339,1.70816299284215,2.62097506209191,1.59937615484511,2.0141515094351
"FBXO5",2.97264734342926,4.68009592677682,2.82185682294696,4.71338683578834,3.03104661377781,4.80661389920721,2.4515901303396,4.48638982874303,2.82963276362461,5.09554746002811,3.05787272869189,4.83142059678037
"FBXO6",0.836099724902397,1.40232760885718,0.36142222668575,2.3106730307852,1.14121516036059,1.82562744972892,0.931322278791726,1.94021154843248,0.646817600191946,1.88829950019312,1.60434044299904,1.59915264367607
"FBXO7",3.72579731637225,5.36595018838113,3.36250798861504,5.70883060781274,3.90260988093565,5.67910215253845,3.07513816659239,5.56162790193658,3.29744303648751,5.58513845151011,3.34801188382655,6.03371628750762
"FBXO8",0.975602688128159,1.20334376130565,0.554893655995871,1.61905228743222,1.11832811462009,1.57898302871755,0.641922243711183,1.78210590103775,0.484868455396011,1.24640558716944,0.59263523416221,1.80846390694198
"FBXO9",1.93214975143813,3.20356170562028,1.63781806810982,3.27674342603684,1.94975865109529,3.23135374407615,1.61935489972835,3.53293909465127,1.70775856106197,3.33518164279894,1.52691879108214,3.25995320774663
"FBXW11",1.70106174709448,2.50317023174518,1.64773647524643,2.43533810695597,2.24576343216614,2.3487624096573,1.479201996852,2.89363886207918,2.07441033946648,2.83596847779869,1.68527876835937,2.45508211111499
"FBXW11P1",0.319311846373455,2.1446286463197,0.525186625795354,2.1851182101454,1.29183674794826,1.70680473936826,0,2.17875121342937,1.42375127987134,1.43560064584775,0.35666886542081,1.82391994205182
"FBXW2",3.04491893248522,4.18295784976099,2.95679256386245,4.517700294696,3.40610274812325,4.21227529868161,2.53749310875027,4.25367764861681,3.12474194804296,4.40990571553642,2.93730768647787,4.10960372570316
"FBXW4",1.01927404565987,2.37617085277441,0.850428373084378,2.47515761084727,1.48947639419898,2.44221544658686,0.963684999358051,2.90190624423014,0.961740173278823,2.76439743856696,0.717901610847036,2.58924359201557
"FBXW5",2.53555429836019,6.84441760907892,3.12850470448325,7.25678594180719,2.91984757636177,7.14857134904838,2.72786653356277,7.09783035454123,2.64108133999687,7.01729758634547,3.17030329367998,7.15232852351194
"FBXW7",0.807839324761906,0.943433186721114,0.59364298138618,1.24869704331894,1.12935957586939,1.06528474643273,0.706207853524142,1.55144747932931,0.75913440250335,1.14743775344697,0.625593842234678,1.28484856075801
"FBXW8",2.08773345926474,2.59646880372079,1.80572040597139,2.7306978088814,2.47330273381519,2.68799717636644,1.76274002449972,3.08263195439121,1.87272384582267,2.9216866575077,1.90552819603939,2.7210849634478
"FBXW9",0.226533937310679,3.56950079221288,0.0533490491854133,4.06242244886417,1.05441059575843,3.92415529399706,1.17645044306182,4.08864287697191,0.743043839678523,3.82199435848885,0.657595171046175,4.37248587780055
"FCER1G",0.341671696380899,1.24307543103427,0.374110564834677,1.40469523411646,0.283319008860194,0.983314074118659,0.0986061146620195,1.73922890446861,0.105186723952255,0.409695957694858,0.249847039215117,0.880304846372988
"FCF1",1.50315716061481,4.26870884874293,1.18287524450803,4.69383170893309,2.07778583333557,4.75620507155071,1.30575945602529,4.37476821957952,1.32717202582591,4.50020929763821,1.53127246957013,4.96798289538165
"FCGBP",0.369503523613931,0.899834945591631,0.246212112919216,1.35409909059226,0.453413460675754,1.09905548499882,0.296018163648291,1.7734115503322,0.195281351288674,1.13309464670493,0.120308266217618,1.24208862167793
"FCGR2A",0.557368052420981,0.76861319625275,0.732704530862169,1.37110582717878,1.53064137471848,0.931288784251061,0.458912927055769,0.915342266942121,0.366468830392854,1.38041232707737,0.462754081388966,0.380997584437881
"FCGR2B",1.52793788515486,3.55984788113611,2.00183380574179,4.33972333009156,1.52679247607172,3.7872007354519,1.98804538583119,3.45246207569166,1.15462916141697,3.96526244338713,1.81522601477801,3.58597515090589
"FCGR2C",0.609219947855919,2.22963595668415,1.1703555852403,2.1773808060239,0.637732001553359,2.0623249643259,0.791788987729237,1.80486533853828,0.307947758167472,2.46759421804722,0.673424677806746,1.03536369099288
"FCGRT",1.99763053593722,5.06414094708088,1.66545327974094,5.3933013353773,2.92589206175761,5.48028316432958,1.96794547858448,5.19020570472043,2.01038643424712,5.20214475742472,1.95627537275501,5.71314786937935
"FCHO1",0.192853059090859,0.624689184968323,0.202289165413122,0.46886645629203,0.195562895464003,0.825460748893081,0.130470193422466,2.13909737600393,0.415716389416236,1.04808661513488,0.171845220489597,0.786580493152665
"FCHO2",0.889263616892575,1.05045627713191,0.441917854352896,1.44981677265121,1.3632899237439,1.44908025099036,0.706863493706359,1.62919485297832,0.519297356826997,1.30468278019525,0.546861897912529,1.26862170950098
"FCHSD1",1.59405480830369,3.91770081221809,2.19493543676306,4.27260800481293,2.56399575441113,3.84105695241449,2.01121742946613,3.61209729334271,1.41773967798108,3.98305945841543,1.58290920845173,3.32444466414804
"FCRLA",1.77576159098749,2.43395479622093,1.8427557455698,2.48165535558859,1.25214915286197,2.75337543444273,2.01376633492354,3.19073736289455,2.39418357600267,2.93345670876219,1.46691527210846,2.65623734857223
"FCRLB",1.47279592453047,2.96315863828903,1.3359832623151,3.79598278840387,2.30128116791113,3.57031523274266,2.58352921924655,2.7642886434252,1.86330692400665,2.99689182891793,2.27259420908625,3.15192111509127
"FDFT1",4.37588508548453,6.19894757520972,4.02108329051778,6.33847686545099,4.71349424267878,6.16504754736526,4.07627463257722,6.84096513610982,4.79490093741139,6.63694351910301,4.35686522069264,7.06584003138039
"FDPS",1.89789410305904,6.4598120647499,2.23043261569575,6.81125711624815,3.03993151986222,6.43030605214648,1.77948045107985,6.68359060697366,2.15979801892204,6.77473646647999,2.72281067282936,6.85940154744423
"FDPSP4",0,0.123055779985458,0.387929418892022,0,0.747089446297944,1.18441358411341,0,1.71011799871255,0,0,0,0
"FDX1",1.00116461076269,2.25021515136757,0.909544831458327,2.49144997207064,1.18537182453443,2.16529875459572,0.971695997019263,2.78646185946651,1.0029057479359,2.53749142468989,0.855287501470626,2.59530441005842
"FDXR",1.25487870232555,3.45603258143559,0.57677750858365,3.60341394797256,1.69116263729387,3.94924722484024,0.882954237470805,3.98248631150147,0.867168654550108,3.51233728082879,0.327765824677242,4.71527096362903
"FECH",0.919756068060916,2.42307515566747,0.938468529244311,2.03105064833449,0.949062403478797,2.42621106469955,1.04602787469082,2.23726981320257,0.886372914601196,2.48381972305023,0.894720969857408,2.69084543981736
"FEM1A",1.24510362879722,2.71144924988732,1.83347718287517,2.01561184638184,1.90488875404819,2.53640575520222,1.16959727034544,3.60637010103534,1.32673039444243,2.50063650280276,1.21062962201379,2.29900729017762
"FEM1B",4.39604163936208,5.21989337282568,3.36691503555435,5.55872366801058,4.14713259206918,5.43832028174957,3.546164521335,5.30691454956006,3.97840675808391,5.60618802151161,3.35057496253918,5.39068327672328
"FEM1C",2.75583074054886,3.46241851865467,2.46108558159083,3.7167247942591,3.04937580599722,3.5303432570638,2.47136295193945,3.43655983101673,2.63741801917312,3.95656469631411,2.46798487187901,3.11021785243912
"FEN1",0,1.29831040825499,0,0.863611635572185,0,1.49098507033649,0,0.920920569779694,0,1.11680583454012,0.063306206564957,0.565780062999621
"FERMT1",0.238733688728214,1.27112500815954,0.570574254840442,0.906061792001415,0.433715880749612,0.73237182438343,0.389173238425325,1.54468971250776,1.02549332902401,1.27006578195212,0.585771998785684,1.27022561277102
"FERMT2",1.42256448304595,2.67161982953388,1.35664505137338,2.94638394798054,2.07483133328965,2.98798113195695,1.29543610312019,2.59732994064428,1.23859327864778,2.8476119149224,1.17199770055249,2.80412042904928
"FEZ1",1.66601436890689,3.64391321793045,1.21303835254075,4.11913447218701,1.71764326926991,4.07771745070012,1.56798150681781,3.81723074449952,1.59412919379436,3.68865329530497,1.44615578352025,4.66850645977296
"FEZ2",0.778825933063704,2.41987249877572,0.525001721074705,2.90811346680544,1.17628335921808,2.88617245516776,0.627340772078582,2.82601160494084,0.648870292251186,2.58901572170774,0.575464389887958,2.95387441231619
"FGD1",1.91265491878409,3.44302419896926,1.82109966051078,3.03928700483809,2.00613669216207,2.80648015612869,1.38756851078043,3.8533020573602,2.4443621016804,3.98114269348693,1.93224182484279,3.25425897901879
"FGD4",1.09599410454637,1.20917782879897,1.01250508115821,1.84974349044997,1.49991940372715,1.63820080815597,0.860439841125552,1.89087339068574,1.29411631639383,1.33947105407235,1.10234809306741,1.58140079010954
"FGD5-AS1",2.97815603859591,5.23361924772505,2.96355338626414,5.77371402627829,3.42959374885484,5.89948845771583,3.02383577707125,4.9455722283192,2.51389434908475,5.27689412287278,2.71166320616216,5.75358646098941
"FGF2",0.747582077515239,0.38610598582721,0.762790423231075,0.443011858088827,0.952490158334585,0.288824181791551,0.716565220436131,1.24431702967809,0.604232033290019,0.368611317568502,1.0226540410055,0.516722822735505
"FGF21",0,1.97389780359031,0,0.656075486613574,0,0.783801055878617,0,1.93003744877861,0,1.81672085968115,0,0.0858817761672079
"FGF22",0.217288998804074,0.64273422524211,0.443766296942215,1.04744868751934,0.397013755173858,0.56838309859232,0.331329748788266,2.16087829312723,0.546031317179358,0.565041548909841,0.795842084089998,0.339343309235132
"FGF23",0.465684169618847,1.76019036545524,0.536243184018594,0.381937391876625,0.931643364957316,0.76250919560867,0,2.54619355733375,1.08012860143223,1.32989058408305,1.32744071643399,1.99610721436682
"FGFBP3",7.17282475638713,8.20748055448544,6.48801746037927,8.81125223594463,6.96265009974462,8.20256065785929,6.37977681404965,8.96345310588754,6.90805975219379,9.14591272826537,6.95528759771794,9.07246845059231
"FGFR1",3.61504935775618,5.63021601397643,3.43210146491138,6.35853070518595,4.77107693843944,6.31388613128305,3.92985580192093,5.50544118502014,3.05335231485561,5.94303235104366,3.4964049414165,5.96855819691212
"FGFR1OP2",2.3780401503697,4.2178415391765,2.25987883734916,4.48191135528462,2.72735467664061,4.4624761903137,2.17482394371448,4.36333077479785,2.21005998812248,4.56422017734694,2.33656914016941,4.42641760543225
"FGFR2",1.2602005065759,1.48141807710851,0.980082020429945,1.13561130381178,1.14438089357387,1.43022609014686,1.19580879492258,2.17420261711613,0.929882777305369,1.82450663775366,0.810387398632268,1.43992181407563
"FGFR3",0.18982724027193,1.79988651447088,0.142558670499874,2.75341614387517,1.10912415522856,2.56475539147129,0.403406545118877,2.09352394435659,0.179733125999956,1.90386441739814,0.398802851193823,2.46541508724249
"FGFR4",0.405261314457671,3.30641711102448,0.364507732277743,3.24430550265204,0.779338285461564,2.88236564662042,0.462326476077746,3.65573992408196,0.824635777677983,3.56383680311276,1.50380398791714,3.11512941679304
"FGFRL1",4.07422914202909,5.85930681609393,3.90732902246549,6.11182160500427,4.29587873391655,6.04663736402038,4.27088349268448,5.93030333207928,4.22079306862322,6.00618522474335,3.56184117322119,6.16539979634894
"FH",1.6668699166309,5.00407241772661,2.2578204310784,4.56724932532349,2.39230027769052,4.76399345318359,1.96220243070319,5.22913777785138,2.04765050398057,5.3328976639923,2.20768617434513,5.17987311552609
"FHL1",2.02783897217591,4.39349848988754,2.08522744964553,4.23553194549321,2.2253066783341,4.22581573238927,1.97241016772498,4.61208218923641,2.29097039690079,4.71241189026185,2.05717540241798,4.26920283729172
"FHL2",0.633519046349368,1.71195312635934,0.696716664478502,2.69584458627455,1.16656180947822,2.47515861124903,0.739789846736293,2.01073263136956,0.586312849972117,1.96233298656695,0.970342072487243,2.28318184597604
"FHL3",2.94376197132562,4.07231456831015,1.89143863241297,4.90824713329245,2.93174302547219,4.59748924119387,2.68381496979179,4.47134710356322,2.03126013466909,4.70748455141826,2.26684047700526,4.98473779081638
"FHOD1",1.75624956401942,4.38013350655348,1.78418471513382,5.05156005399295,1.77177264987941,5.1100944804973,1.88262931363065,4.59861591691199,1.41915453923659,4.55442143029279,1.73078257229267,5.27213073173171
"FIBIN",6.06496227141323,6.61849772771666,4.25059612302779,6.91076768929142,5.18484247699646,7.4514695281837,4.52019842628653,7.48630754403134,4.7099359694904,7.17190486346879,3.15262136712584,7.69927231348868
"FIBP",3.76075863170065,6.55179519963033,4.02155193238783,6.84041077657864,4.60179011555317,6.77841180750519,3.79610256933237,6.91990770465594,4.22186701513697,6.83147585138681,3.51392872262014,7.24912848429504
"FICD",2.75674064318727,3.42504116704978,2.23458746345843,3.68205464980235,2.650163263432,3.57516978065776,2.45960124611211,3.24189495019503,2.15505037847946,4.08096179053758,2.17376639195567,3.20608051157216
"FIG4",0.753709806872148,1.00556004045011,0.443123574301299,0.936665401061833,0.922175658198101,0.839070423674077,0.500953796386003,1.39592217852671,0.587311769999015,1.17341543418359,0.525314026333481,1.10250191764777
"FIGN",1.82164165527394,0.757821639647707,0.897092193652001,1.13670374020931,1.56691033254601,1.02710315094643,1.30101518711822,1.45626254668103,0.916111437728385,0.960892697289095,0.837541680506178,0.936735767961424
"FIGNL1",0.672389749903654,1.88578156724327,1.0092824884625,1.39158442161628,0.947144310799685,1.56164890017148,0.628677498836805,1.39219401042175,0.836400327780894,1.60808585321532,1.00290144207113,1.25424473540965
"FIRRE",2.40945269615582,3.1381193644064,2.86187179360748,2.48017486610855,2.6704359952213,2.23549073834697,2.07770406878265,3.3232957021474,3.03258416491673,3.53576635478995,2.62545270315102,2.38334644643957
"FIS1",1.56531367332863,5.46110558722958,1.97065169394306,5.62489577584105,2.38528001798392,5.83124839085267,1.30648247871436,5.76980486424709,1.83672302173757,5.55962734136726,1.68629700452663,6.02936702510259
"FITM1",0,0.775374725507809,0.496677402982678,1.50818663695578,0.680280128649937,1.82496972251589,0,1.85343998052125,0,1.43807292329376,0,0
"FITM2",3.15907733798818,3.98057743267808,3.08686849876674,4.3371223142183,3.21488240645032,4.52683597074014,3.00965902686833,4.36317241084124,3.23041243249238,4.2650189156006,2.52064849301122,3.80445926698205
"FIZ1",1.77038319003241,3.5685910134968,1.43815973283103,3.81345817832364,2.13801953449573,3.88823642398588,1.75317920330034,3.98724968594846,2.12237701337829,3.80270601275429,1.24185383753238,4.38841305941722
"FJX1",5.62760172047958,7.76032669697306,5.61324466365159,8.00665961748912,5.88019161790377,7.94179218302207,5.78893910448429,7.94689413386506,5.63218528101152,8.02603552294145,5.79227834352984,8.23320513367727
"FKBP10",5.08256022175127,8.46601878285617,4.83994906031832,9.05902212308633,5.50646617086417,8.80331567464971,5.16860676227329,8.91352358455518,5.25958913991706,8.99391847922061,5.03458461251051,8.9546814786472
"FKBP14",0.879153571707235,2.01446060961152,0.508104226834953,2.29751061025444,0.925146220422127,2.47544140538734,0.612037223780066,1.87901333299135,0.781627353548137,2.10081123816972,0.759903203528026,2.3778392172305
"FKBP15",2.04963718093061,2.55337065440954,1.50274681444463,2.8401693363554,2.13223382965271,2.78958868565097,1.76653086127896,2.66478675807157,1.77311090827754,2.81992934436435,1.62558118958177,2.84995734054673
"FKBP1B",0.530084021933603,1.5213419604109,0.245110396182908,1.66984476767368,0.327117485984207,2.02420563294136,0.151369670855124,1.12281973071949,0.161279644045818,1.39538886835214,0.122616475107795,2.65995714512507
"FKBP1C",1.38892231111623,3.84483749303286,1.01777806321738,3.96595127541301,1.63377365185855,3.92242857601061,1.44048419976072,4.59624721310501,1.50219698338831,5.01180996637032,1.2073168017981,4.86465427417046
"FKBP2",3.76551676758486,6.20636294592115,3.65310761461129,6.60293201266514,3.95190685004777,6.544517635339,3.97272517014588,6.45615188625654,3.19991043500056,6.44526718512084,3.49852530588422,6.99235756959767
"FKBP3",1.62008947532408,4.58667068893209,1.63257023532681,4.77646537710223,1.71613066610122,4.57893981090868,1.28174834281612,4.73387479785007,1.68804649715444,4.76396729522165,1.30914719250068,5.00559087116342
