"","NPC","NSC"
"AC160336.1",0.831361562668898,2.44677132814687
"AC161165.1",0.557336485799155,1.20448164629897
"AC161165.4",0.844010279136889,1.43359179513897
"AC168059.1",0.0829296781203673,0.90570528910923
"AI427809",0.683442772087869,1.85882882432192
"AI467606",2.06347443076949,5.77969711376363
"AI506816",2.36555478342612,3.54199986167544
"AI593442",3.90888379740081,4.24827188725602
"AI606181",1.67759328499515,2.22550688424838
"AL589670.4",0.470428903856915,0.850855779472924
"AL590144.2",0.754916974861883,2.24443547087665
"AL591952.3",2.12062255996285,2.79469313919424
"AU020206",2.41858956581576,3.66871236933325
"AW112010",3.31514522493597,4.6070792801257
"Aaas",4.6448168395584,5.66213930884414
"Aacs",3.64982544271756,4.06545950950992
"Aagab",3.88118686833008,4.82862601726932
"Aard",1.3227672026874,2.22931155331817
"Aars",5.00447562521585,5.93484309051699
"Aars2",1.19491366105866,2.44866088448054
"Aatf",1.59834752865383,1.9532513439538
"Abca1",2.60200187065015,3.58779307793728
"Abca3",1.78433495038006,2.28111799477097
"Abca9",1.33834050344374,3.89186394617143
"Abcb1a",0.516069924969039,0.614601537411762
"Abcb1b",0.681451406854385,1.50016322898178
"Abcb7",1.67298289605269,2.33658405003311
"Abcc1",1.49704872714057,1.85645858717147
"Abcc3",0.28392206591338,3.09207284268123
"Abcd1",3.14892966195902,4.50549702971847
"Abcd2",3.29573326377913,3.87486630063155
"Abce1",4.68615082130026,5.10749608025578
"Abcf1",5.66246778883621,6.29608764927749
"Abcf2",6.13094775312713,6.58363717648931
"Abcg3",0.0168759887358479,1.39981240431011
"Abhd11os",2.93638392329708,3.0844152512243
"Abhd12",2.54111791705951,2.95815370874779
"Abhd15",0.707175419903303,1.46213661075967
"Abhd8",2.75129707030383,3.30884812334087
"Abi1",2.57309914998635,3.06845385793634
"Abi2",4.12680790802243,4.47393413464806
"Abl1",1.66790737782238,2.45201662101234
"Abracl",3.05396231667973,4.09973313932154
"Abraxas1",2.40904766278829,3.05852541888888
"Acad10",1.05545729083934,1.40808887457703
"Acad9",2.41068668034876,2.70723944889246
"Acads",3.34012496940925,4.09853291531916
"Accs",2.24345538554496,3.05796634862429
"Acer3",0.879122389838003,1.36917225764464
"Ackr3",4.4910157034302,5.03309179483636
"Aco1",3.15108459391418,4.42883409235037
"Acot1",2.83110259693089,3.42106986526596
"Acox3",1.80512166212088,2.42128155252328
"Acp2",5.36202054253009,5.92074869163393
"Acp6",3.23092348572882,3.63405438897896
"Acsl4",2.3824316328845,2.80621535397093
"Actb",14.058287549422,14.9005033562385
"Actg-ps1",1.6760932359148,2.19898156702221
"Actg1",12.1464993110955,12.4595842623061
"Actl6a",4.5504530820311,5.10494125076686
"Actn1",1.09955664092685,1.46109242355196
"Actn4",2.63234976562739,3.09441346964374
"Actr2",5.77211944247926,6.44743686564585
"Actr3",3.25522747889584,4.37829675462514
"Acvrl1",1.16923372550535,1.55809658708451
"Ada",0.72197763129411,2.17544674147658
"Adam17",2.90501121610101,3.37886605987321
"Adam33",0.452815251782545,2.30157892672818
"Adam8",1.30015869098547,3.06866915213345
"Adam9",1.52050963508863,2.41120003266209
"Adamtsl5",0.437853243433455,1.92923787672353
"Adap2",2.17927130593459,3.95768971448638
"Adar",1.81399429358247,2.65142588545659
"Adat2",1.56199014935984,1.90705145457041
"Adcy1",0.765072982585115,0.976387825780425
"Adcy7",0.345408641061353,2.15596796283576
"Adgre1",1.0590024816975,5.26307304808344
"Adipor1",4.14649357650949,4.57128736956179
"Adrb1",2.08361628417128,3.25684996656775
"Adrb2",4.39402453562613,9.75387140336182
"Adsl",4.96616822975837,5.31006584321923
"Adss",3.14619991588205,3.51830605165305
"Aen",3.74273594003157,4.05439799569648
"Afap1l1",1.02626539112388,1.76270125712828
"Aff1",1.14847226203113,1.70694589258155
"Aff3",0.874724486554523,1.15837616690335
"Aftph",2.87258951683893,3.44125064606176
"Ago2",1.51871279165202,2.15471309719284
"Agps",1.5864782854208,1.95115465981773
"Ahctf1",1.86907521954122,2.21342694627991
"Ahcy",3.77258164143735,4.68102722994198
"Ahr",0.375995524122135,1.23036492625241
"Aif1",3.98444970465856,8.13222213087304
"Aif1l",5.54428829407208,6.09497124561057
"Akap10",1.62794948731966,2.19140942088044
"Akap13",0.811858669988929,1.25380992502148
"Akip1",3.79897968479641,4.17714081252568
"Akna",0.901689056904441,2.05020646210178
"Akr1a1",8.47568262730611,8.79454297164809
"Akr1c13",0.403382046980052,2.39960090101168
"Akt1",3.33151104286703,3.8284668248584
"Alas1",5.43307178950377,5.83020019968507
"Aldh16a1",2.32443982454779,3.3719840196396
"Aldh18a1",4.09493093370102,5.2298519182335
"Aldh2",2.54712384090633,3.10965315233759
"Aldh3b1",3.60925556673186,4.15198385030419
"Aldh7a1",3.53437216337378,3.94107513483188
"Alg8",3.53766634359381,4.01958178235538
"Alkbh4",3.40240577273972,4.61635497577637
"Alox5",0.347034788250776,2.58182150423103
"Alox5ap",1.17443105722888,4.02064018338688
"Alpl",0.693509874695784,1.03588702242231
"Als2cl",0.412922894757189,1.32885328279648
"Alyref",6.15161108840088,6.82241716489053
"Amdhd1",0.0941655476724012,1.18871362875794
"Amdhd2",4.31340832494786,4.98992593140651
"Ammecr1",0.774874840249856,1.34924101020878
"Amotl2",2.68084281762019,3.31163021662555
"Anapc1",2.68383408727895,3.35597264989411
"Anapc15",1.07381043164188,2.26564056465455
"Anapc15-ps",0.700556811379088,1.38847735351722
"Anapc5",5.17555361821039,5.98458893978417
"Anapc7",3.07893849258476,3.86131662361474
"Angptl6",3.61841122462784,4.21433215058088
"Ankfy1",3.08614011265786,3.68751255418828
"Ankle1",1.72344395290963,3.24473730490201
"Ankrd52",0.953834390859171,1.17698614384459
"Anks1",1.52259422576118,2.36176498034102
"Anks6",0.58574291992315,0.709298829737391
"Anln",2.25143034794367,3.70774421703506
"Ano6",1.10795268909121,1.37269496237464
"Anp32a",3.87132248308304,4.22897269797385
"Anp32b",3.83295141416987,4.86661193694637
"Anp32e",5.92011762987059,6.90126962269128
"Anxa11",0.713366902925022,1.37751032476076
"Anxa3",1.38311951252219,2.55874472221173
"Anxa5",5.21276870983276,6.06405264309409
"Anxa6",4.17843249366939,4.56727770153572
"Aoah",0.100066214768923,2.06953157583346
"Ap1b1",3.19675645128444,4.82332084734496
"Ap1g2",2.17453176543008,3.28812845946555
"Ap2a1",1.64352048176794,2.33087591661989
"Ap2a2",3.24081597011792,3.84013485240229
"Ap2s1",5.77714022929032,6.14740106568804
"Ap5b1",1.15586560848776,2.43724973966586
"Apba3",3.30837224712064,3.90976459716059
"Apeh",4.30634652609354,4.88702352798165
"Aph1c",2.39730542341311,3.26310433940504
"Api5",4.76704157421817,5.32311681610956
"Aplf",0.812822062018001,1.15363049040037
"Apobec1",1.06559805003479,3.50837031047507
"Apobec3",2.78650291987141,4.79671637057974
"Apoc1",3.48718574837033,3.78297731095441
"Apoe",11.0712279504431,12.2900821912071
"Appbp2os",1.36916638991652,1.48556668376424
"Arap1",1.38155426878598,2.53158671131253
"Arap3",0.587870223612809,1.84312855949718
"Arf6",7.59589485786836,8.30481551524857
"Arfgap2",4.94745586803124,5.46299041521362
"Arfgef2",0.850171189284466,1.09320557352105
"Arhgap11a",2.01907500172172,4.60892026396222
"Arhgap17",0.842178225002507,1.66795885613629
"Arhgap18",0.465660780094955,1.79616910464715
"Arhgap19",1.65506464371641,5.09289880332486
"Arhgap25",0.172145490957066,1.87979158680594
"Arhgap30",0.531629047437257,3.18288273755703
"Arhgap31",0.810582480179698,1.28921916662976
"Arhgap4",0.939264599964641,1.56687140090724
"Arhgap45",0.588928588844546,3.80423679753152
"Arhgap9",0.257630013547342,1.81082949221741
"Arhgdia",9.55692404006541,10.3746991393842
"Arhgdib",1.11182739939683,2.53334714968399
"Arhgdig",0.769890556482486,1.10184072300708
"Arhgef10l",0.694908603094612,1.09940885818193
"Arhgef3",0.480585426492216,2.0803250971548
"Arhgef39",5.33844217012914,5.94403902532495
"Arhgef5",0.645775768307775,0.925208845241116
"Arhgef6",0.517785283156618,1.71565306632057
"Arid3a",0.792366585548425,1.54417922049386
"Arid5a",3.28738524161535,4.31447423505921
"Arid5b",1.29699962619021,1.89107498650453
"Arl5b",2.14678866413561,2.59810525078684
"Arl6ip1",9.18241148825686,9.96253541319787
"Armc2",0.833600350659192,1.10001530217259
"Armc7",2.6522029688529,3.38064600088793
"Armc8",2.30772905338018,2.79451718892864
"Armt1",3.12269146868008,3.61641649446908
"Arnt",2.03046650689103,2.77118110183355
"Arpc1b",3.80960592280629,4.84520832603228
"Arpc2",4.60983382570727,5.47149972616558
"Arpc3",5.09437193702151,5.50428485888821
"Arpc4",6.25569169437019,7.00620035871848
"Arpc5",6.71505965670044,7.18398314235112
"Arpin",5.2059086361446,5.62555317564973
"Arrb2",2.72117974485954,4.58977383971353
"Arrdc1",2.36124971317063,3.60967305434556
"Arrdc4",1.57195115160993,2.16815165219953
"Arx",2.7206324336356,3.53774196625286
"Asah1",4.73269074061986,5.94512301588705
"Asap1",0.811923146950588,1.59546578906909
"Asb10",0.282755699337492,2.84350748768907
"Asb6",4.67770213737942,5.38749907422512
"Asb8",3.04691371020352,3.86213033250588
"Ascc2",2.4496793898344,3.20820218963793
"Ascl1",7.41621498902884,9.06711802274739
"Ascl2",0,0.827018971968617
"Asf1b",4.42136581014389,5.94586115022115
"Asgr2",0.301273381870412,2.27488336691929
"Asns",3.88858220113888,4.80103167332181
"Aspdh",1.07091486602665,1.4078258505882
"Aspm",2.33429052205166,4.32812451310271
"Asxl1",2.3674269168397,2.93965074345674
"Atad2",2.91534012206551,4.45233370696009
"Atad5",1.67675563364059,2.67377094797567
"Atf3",1.268798732586,4.36745169223959
"Atf5",3.25206196375016,3.9960364528708
"Atf6",1.71757187678008,1.94227347892188
"Atg5",2.37441384694286,2.89958326945509
"Atic",3.80155757887844,4.35423882505368
"Atm",1.33093979812709,1.70129837779256
"Atp1a3",2.50355391940596,2.80327876209942
"Atp2b1",2.81854470582178,3.17625288209317
"Atp5b",8.63666552165945,9.29974995397505
"Atp6ap1",8.35546886539703,8.7672052104829
"Atp6v0a1",3.81347177478791,4.85044746062009
"Atp6v0a2",0.657487956661852,0.982682183962565
"Atp7a",1.80237806842448,2.21775286971175
"Atpaf1",1.33495732412309,1.76881437963467
"Atr",1.19005968335242,1.55370638803636
"Atxn3",1.91757404768199,2.92258176801429
"Atxn7l1",0.678514154897491,0.944128997818483
"Atxn7l3",2.06296151425071,2.62680026507959
"Aunip",1.42299659992847,2.7844266402404
"Aup1",7.10909834993647,7.55834065986734
"Aurka",4.40300049508054,6.12765458854276
"Aurkb",6.02993614510145,7.86758909826291
"Axin1",1.97658571879107,2.57390619057532
"B130055M24Rik",1.77852290779184,2.81442089274366
"B230112G18Rik",1.06944626246458,0.774486257727327
"B230303O12Rik",0.677499513830021,0.971296184670008
"B3galnt1",2.4233344355746,3.58528241883287
"B3glct",0.914724488006548,1.39052717061313
"B3gnt5",3.52024164302745,4.75711720536016
"B3gnt8",0.818276537435561,2.73159061634298
"B430306N03Rik",0.288567659739593,1.1634992591918
"B430319F04Rik",0.253225367179179,0.651860649748555
"B4galt1",2.60933675956784,4.47978835412415
"B4galt6",2.75251829035034,3.34261287928393
"BC017643",5.488130617214,6.50904725293875
"BC024978",3.10657631146548,3.9733989185318
"BC028528",0.946400693116491,1.40249801837857
"BC030500",0.322685290578055,0.659759932264492
"BC030867",1.64160523309769,3.75116029582929
"BC034090",1.19969274406566,1.80707724588983
"BC035044",0.163853671683163,2.1812640273434
"BC037032",0.565955301826906,1.10757377057952
"BC043934",0.971052451660197,2.1628805849967
"BC048403",1.26252908701075,2.20212768194046
"BC052040",1.12783426758362,2.01467000840239
"BC055324",0.941418148662253,1.73782262456329
"BC064078",1.3425547269703,1.65349693829409
"BE692007",0.209927384441055,2.01435366371857
"Babam2",1.37871630143783,1.63643451302434
"Bag3",2.49067544327497,3.28041280787288
"Bambi-ps1",2.14617824821044,2.76092487130301
"Bard1",0.847499419079199,1.56947472597569
"Batf",0.101620393361169,1.66816168999293
"Batf2",0.555027298691254,1.54138458204168
"Baz1a",0.774657835104029,1.63186789058426
"Baz1b",2.51510795030606,3.09760287171072
"Bbs1",2.14067079663294,2.63340166318681
"Bcat2",2.67986119992011,4.05314319321838
"Bche",0.63165048879221,1.91729761950288
"Bckdk",7.24566453448805,7.67074479442613
"Bcl10",4.52092484668262,5.10087489256149
"Bcl2l11",2.07554849221286,2.82657505071521
"Bcl2l12",2.57377182726623,3.57581316353922
"Bcl6b",1.77567456050495,3.43047463497379
"Bcl7c",1.46315731476744,1.9917831847724
"Bdnf",0.570778775399887,0.778471542989539
"Bend3",1.30804094808322,1.92594693631551
"Bend4",1.68693575322607,2.32911569584925
"Bhlha9",0.41504503238684,0.725375512117978
"Bid",3.03465730310733,3.39065671461985
"Bin2",0.196138689723177,1.90341436726246
"Bin3",2.58712395098671,3.65741015078163
"Birc3",1.07856811777161,2.83290890701869
"Birc5",5.82918713008301,7.52144471232486
"Blm",0.823954934783645,1.64871930501305
"Blnk",0.42092818809907,2.51626503213395
"Bloc1s6",4.74459239829983,5.12827041542332
"Blvra",4.00317106289832,4.63560280665588
"Blvrb",4.63658221892145,6.43740436925441
"Bmp2",1.52857763463839,4.47484106525093
"Bmp2k",0.658786260029673,1.16809215474689
"Bms1",2.36524703566062,2.92902171935644
"Bnip1",4.12920485449798,4.42129517399401
"Bnip2",3.12376548710952,3.75363163378147
"Bola3",2.25111926487055,2.41845875702738
"Bop1",3.57112715936859,4.20349503857926
"Bora",2.65495477185193,3.89117296901649
"Brat1",3.61129547303557,4.2267042203184
"Brca1",1.64886948738062,2.66953838299504
"Brca2",1.24173001572014,2.23250933008253
"Brip1",0.627834889868459,1.33983100389216
"Brip1os",1.83461652976244,2.41665223771974
"Brms1",5.23836260865231,5.69839774242821
"Bst2",4.61800550528311,7.03770980175049
"Btaf1",1.75474143536922,2.35060641799221
"Btbd9",1.22160590218132,1.45561433227416
"Btg2",9.26774925408287,11.1677257624509
"Btk",0.275699709848857,1.90040601158479
"Btnl2",0.0534129941131192,1.15826476539517
"Bub1",2.31533751401529,4.36021036333936
"Bub1b",2.65186515149645,5.26969023802744
"Bud13",2.74444317269183,3.82184354923423
"Bysl",3.69332898196947,4.20273536197356
"C030010L15Rik",1.12002295716605,1.50712882476267
"C1qa",5.68858536369545,10.0450283282974
"C1qb",6.61697979330926,11.2436936288004
"C1qc",5.45877085187623,10.152820305923
"C1ql2",0.61302034100317,1.56781269446773
"C1qtnf6",3.86387881018995,4.3481897617316
"C1ra",1.15298718675581,1.64338390416259
"C1rl",0.130039835069769,0.790479665799442
"C230034O21Rik",0.669560124894863,0.77721698138368
"C2cd3",1.42025220731309,1.89311606052341
"C3",0.123369277772143,1.03280128641914
"C330011M18Rik",1.7187681358383,2.77431861218535
"C330021F23Rik",0.994877149249492,2.08937250818965
"C330027C09Rik",2.62942609469976,4.53986681298665
"C3ar1",2.83639258034434,7.72076743327461
"C4b",3.50865819646478,5.86040280553349
"C5ar1",3.37785339380519,8.3939188244248
"C5ar2",1.33832682129938,4.23866913676855
"C78859",0.672332820188915,0.906612879087155
"CAAA01118383.1",1.67274840116706,1.97982675680308
